"u1","u2","u3","u4","u5","u6","u7","u8","u9"
-1428.493,-8.24800000000005,-9090.1752739224,-42900.14077,-404776.629,-1.838,-2.175,38.9760000000001,-0.625
-2468.493,2.75199999999995,-9090.1752739224,-46708.81077,215186.371,1.162,2.825,-395.024,0.375
-2556.493,10.752,-9090.1752739224,11543.20923,191200.371,1.162,-2.175,384.976,0.375
-2108.493,-3.24800000000005,-9090.1752739224,-5422.41076999999,71769.371,2.162,-2.175,1552.976,0.375
1441.507,10.752,-9090.1752739224,-40125.41077,-20732.629,-0.838,1.825,-755.024,0.375
7786.507,-9.24800000000005,-9090.1752739224,30754.34923,-319765.629,-1.838,-2.175,-515.024,-0.625
-4062.493,8.75199999999995,-9090.1752739224,-4244.30076999999,338567.371,1.162,-0.175000000000001,124.976,0.375
-3614.493,-1.24800000000005,-9090.1752739224,-20350.36077,41375.371,1.162,1.825,124.976,0.375
-843.493,-3.24800000000005,-9090.1752739224,-30433.66077,-34051.629,-0.838,2.825,-290.024,0.375
-2116.493,12.752,-30513.9011639224,-17571.15077,41373.371,-0.838,-0.175000000000001,20.9760000000001,0.375
-1998.493,-8.24800000000005,-30513.9011639224,-57908.68077,139497.371,0.162,-2.175,-395.024,0.375
633.507,-7.24800000000005,-30513.9011639224,49411.64923,-46716.629,-1.838,1.825,1128.976,-0.625
5775.507,8.75199999999995,-30513.9011639224,22804.48923,-426772.629,-1.838,4.825,-135.024,-0.625
-3342.493,-11.248,-30513.9011639224,11152.68923,136511.371,0.162,-2.175,404.976,0.375
3635.507,-4.24800000000005,-30513.9011639224,-29288.02077,-420444.629,-1.838,0.824999999999999,124.976,-0.625
5272.507,-1.24800000000005,-30513.9011639224,-55107.28077,-408760.629,0.162,-0.175000000000001,-555.024,0.375
-1256.493,-4.24800000000005,-30513.9011639224,-51929.59077,36806.371,1.162,-1.175,-505.024,0.375
-625.493,-9.24800000000005,-30513.9011639224,-59820.71077,104834.371,0.162,-2.175,-1105.024,-0.625
979.507,-4.24800000000005,-30513.9011639224,-20231.40077,46093.371,0.162,-2.175,1457.976,0.375
175.507,12.752,-30513.9011639224,-4571.15076999999,54429.371,0.162,-0.175000000000001,124.976,0.375
1090.507,-9.24800000000005,-30513.9011639224,4712.44923000001,-25060.629,-1.838,-2.175,20.9760000000001,-0.625
492.507,4.75199999999995,-30513.9011639224,-18799.41077,-271423.629,1.162,1.825,124.976,0.375
5717.507,10.752,-30513.9011639224,-34046.74077,-405363.629,0.162,-2.175,-1103.024,0.375
-2876.493,-5.24800000000005,-30513.9011639224,-20171.83077,-373611.629,-0.838,1.825,124.976,-0.625
-29.4929999999999,0.751999999999953,-30513.9011639224,41819.54923,-61249.629,-0.838,0.824999999999999,1684.976,0.375
3265.507,-3.24800000000005,-30513.9011639224,-34847.40077,-427011.629,-1.838,-0.175000000000001,-395.024,-0.625
-3200.493,14.752,-30513.9011639224,27060.14923,483666.371,0.162,-2.175,644.976,0.375
5638.507,-10.248,-30513.9011639224,-34743.69077,-415057.629,-1.838,-1.175,-271.024,-0.625
-280.493,-12.248,-30513.9011639224,-23902.94077,60375.371,2.162,-2.175,434.976,0.375
-3048.493,10.752,-30513.9011639224,-13784.54077,294689.371,1.162,1.825,644.976,0.375
3348.507,-9.24800000000005,-30513.9011639224,-28476.03077,-327899.629,0.162,-1.175,-325.024,0.375
1019.507,-7.24800000000005,-30513.9011639224,-45195.70077,107173.371,-0.838,1.825,-343.024,0.375
6110.507,-7.24800000000005,-30513.9011639224,-39520.90077,-388030.629,1.162,-2.175,-87.0239999999999,-0.625
2058.507,-3.24800000000005,-30513.9011639224,4876.33923000001,-314466.629,0.162,-0.175000000000001,-315.024,0.375
-599.493,4.75199999999995,-30513.9011639224,211562.14923,89900.371,1.162,3.825,124.976,0.375
-2876.493,-7.24800000000005,-30513.9011639224,-41189.95077,-374862.629,-0.838,1.825,994.976,-0.625
4836.507,-3.24800000000005,-30513.9011639224,-43674.90077,-416388.629,0.162,-2.175,132.976,0.375
-4034.493,-9.24800000000005,-30513.9011639224,-39538.86077,108325.371,0.162,-2.175,-395.024,0.375
-3137.493,-13.248,-30513.9011639224,-51490.55077,190673.371,0.162,1.825,219.976,0.375
-1120.493,8.75199999999995,-30778.6572178224,-52932.12077,-310447.629,-1.838,-4.175,-725.024,-0.625
-3179.493,-7.24800000000005,-30778.6572178224,-39520.90077,29586.371,-1.838,-2.175,254.976,-0.625
-2440.493,12.752,19086.0988360776,70428.84923,75339.371,-1.838,1.825,124.976,-0.625
-1985.493,2.75199999999995,19086.0988360776,-42909.40077,215186.371,0.162,-2.175,-135.024,-0.625
-1838.493,-8.24800000000005,19086.0988360776,-39381.14077,13625.371,-1.838,1.825,-875.024,-0.625
-3180.493,-10.248,19086.0988360776,-11231.09077,128012.371,-0.838,-2.175,834.976,-0.625
-730.493,4.75199999999995,19086.0988360776,-36985.85077,-47394.629,0.162,3.825,-343.024,0.375
436.507,-13.248,19086.0988360776,-38901.13077,-355550.629,-1.838,1.825,-187.024,-0.625
335.507,8.75199999999995,131378.834136078,228176.24923,310517.371,-1.838,1.825,124.976,-0.625
2048.507,0.751999999999953,131378.834136078,-57179.44077,-397518.629,0.162,-2.175,-395.024,-0.625
-813.493,-1.24800000000005,131378.834136078,-38423.96077,428577.371,-0.838,-1.175,-395.024,0.375
-48.4929999999999,4.75199999999995,131378.834136078,-6675.11077,247521.371,1.162,1.825,-499.024,0.375
-857.493,2.75199999999995,131378.834136078,-21379.41077,123292.371,-0.838,-2.175,384.976,-0.625
-181.493,4.75199999999995,-22426.8966519224,40609.64923,28439.371,1.162,3.825,124.976,0.375
-3299.493,-4.24800000000005,-22426.8966519224,-23250.27077,458255.371,-1.838,-2.175,1038.976,-0.625
995.507,4.75199999999995,-22426.8966519224,38184.74923,29747.371,-1.838,1.825,-395.024,-0.625
1023.507,12.752,-22426.8966519224,-54571.15077,157985.371,0.162,5.825,-395.024,0.375
-1056.493,14.752,-22426.8966519224,252007.14923,298225.371,1.162,-0.175000000000001,176.976,0.375
-2714.493,10.752,-22426.8966519224,-34046.74077,336307.371,0.162,-2.175,124.976,0.375
539.507,-3.24800000000005,-22426.8966519224,-34046.74077,173972.371,2.162,1.825,644.976,0.375
-2570.493,10.752,-22426.8966519224,14582.53923,319208.371,3.162,2.825,-135.024,0.375
-2570.493,8.75199999999995,-22426.8966519224,-9654.06077,356971.371,3.162,2.825,-140.024,0.375
-3603.493,4.75199999999995,-22426.8966519224,17573.46923,249061.371,2.162,1.825,-187.024,0.375
1134.507,2.75199999999995,-22426.8966519224,5216.45923000001,161088.371,-1.838,-1.175,779.976,-0.625
-2441.493,-1.24800000000005,-22426.8966519224,-19655.23077,31605.371,0.162,0.824999999999999,20.9760000000001,0.375
-2889.493,-10.248,-22426.8966519224,-43860.82077,177882.371,-1.838,2.825,-365.024,-0.625
-2046.493,-1.24800000000005,-22426.8966519224,118364.44923,199102.371,1.162,-1.175,904.976,0.375
-3506.493,16.752,-22426.8966519224,45192.64923,553748.371,-1.838,-1.175,-125.024,-0.625
7946.507,4.75199999999995,-22426.8966519224,-32136.13077,231873.371,0.162,-2.175,-83.0239999999999,-0.625
-418.493,-11.248,-22426.8966519224,-17910.99077,104319.371,-1.838,-2.175,70.9760000000001,-0.625
-3111.493,6.75199999999995,-22426.8966519224,232422.74923,157728.371,1.162,0.824999999999999,644.976,0.375
1286.507,-8.24800000000005,-22426.8966519224,-18267.14077,-399896.629,-0.838,-0.175000000000001,244.976,0.375
-3188.493,10.752,-22426.8966519224,-42151.63077,190703.371,0.162,0.824999999999999,-395.024,-0.625
-1572.493,-5.24800000000005,-22426.8966519224,-42151.63077,14720.371,1.162,-5.175,564.976,0.375
-720.493,-11.248,-22426.8966519224,-48726.17077,23713.371,-1.838,0.824999999999999,-1047.024,-0.625
-3188.493,-8.24800000000005,-22426.8966519224,-39381.14077,89473.371,-1.838,0.824999999999999,188.976,-0.625
1326.507,12.752,9086.0988360776,237752.84923,58913.371,3.162,1.825,-135.024,0.375
1554.507,14.752,-10017.7521439224,29909.54923,208525.371,1.162,-2.175,-291.024,0.375
5346.507,4.75199999999995,90329.0204360776,211562.14923,-371153.629,1.162,2.825,124.976,0.375
-2703.493,6.75199999999995,-21678.6758139224,-30703.83077,118803.371,-0.838,1.825,904.976,0.375
1787.507,-11.248,-21678.6758139224,-34809.63077,-442256.629,1.162,1.825,-267.024,0.375
-3110.493,16.752,-21678.6758139224,59011.54923,124017.371,-1.838,1.825,-135.024,-0.625
349.507,16.752,-29532.0115449224,-10082.97077,242403.371,0.162,3.825,-1035.024,0.375
-2023.493,-11.248,-29532.0115449224,-15326.49077,209952.371,-1.838,1.825,-135.024,-0.625
2383.507,-4.24800000000005,-29532.0115449224,-60986.21077,-365551.629,2.162,2.825,-692.024,0.375
7951.507,2.75199999999995,-29532.0115449224,-1115.88076999999,109943.371,-0.838,2.825,124.976,0.375
-1650.493,4.75199999999995,-29095.2573399224,-36985.85077,247087.371,0.162,-2.175,904.976,0.375
1787.507,-9.24800000000005,-29095.2573399224,-37695.06077,-442919.629,2.162,1.825,-331.024,0.375
5648.507,-11.248,-29095.2573399224,-32821.56077,-424112.629,0.162,-0.175000000000001,760.976,0.375
1752.507,-5.24800000000005,-29095.2573399224,-45817.22077,-293897.629,1.162,-2.175,154.976,0.375
-418.493,-3.24800000000005,-29095.2573399224,-18663.66077,156412.371,-0.838,-2.175,-173.024,-0.625
-193.493,14.752,-29095.2573399224,-46076.40077,248750.371,-1.838,-0.175000000000001,-1695.024,-0.625
-2969.493,-11.248,-29095.2573399224,11152.68923,427773.371,-1.838,-0.175000000000001,-295.024,-0.625
-321.493,-4.24800000000005,-29095.2573399224,-42872.96077,-39187.629,1.162,-2.175,1338.976,-0.625
-3183.493,0.751999999999953,-29095.2573399224,-7679.95077,381328.371,1.162,-2.175,176.976,0.375
-2575.493,0.751999999999953,-29095.2573399224,-2328.66076999999,277337.371,1.162,1.825,-915.024,0.375
260.507,-5.24800000000005,-29095.2573399224,-50635.45077,61017.371,-1.838,1.825,-291.024,-0.625
5352.507,14.752,-29095.2573399224,20411.33923,-418622.629,-1.838,-1.175,20.9760000000001,-0.625
531.507,-1.24800000000005,-29095.2573399224,15796.82923,55926.371,-0.838,-2.175,384.976,0.375
-1107.493,16.752,-29095.2573399224,8342.22923000001,219591.371,1.162,1.825,124.976,0.375
-2276.493,4.75199999999995,-29095.2573399224,46671.74923,181694.371,-0.838,5.825,124.976,0.375
7804.507,2.75199999999995,-29095.2573399224,-49241.75077,-2934.62900000002,0.162,-2.175,-1695.024,0.375
1294.507,4.75199999999995,-29095.2573399224,-39410.70077,152470.371,1.162,-2.175,384.976,0.375
-3066.493,-1.24800000000005,-29095.2573399224,-39410.70077,224842.371,0.162,-2.175,-395.024,-0.625
-2435.493,-6.24800000000005,-29095.2573399224,-23322.08077,-54552.629,-0.838,-2.175,189.976,-0.625
622.507,-1.24800000000005,-29095.2573399224,-39814.24077,156028.371,1.162,0.824999999999999,-1897.024,0.375
1348.507,6.75199999999995,-7825.8377839224,46641.14923,8607.37099999998,2.162,1.825,-135.024,0.375
-3193.493,6.75199999999995,-7825.8377839224,40869.14923,258479.371,-1.838,-2.175,-395.024,-0.625
4904.507,-5.24800000000005,-7825.8377839224,-35714.49077,-382527.629,1.162,-2.175,384.976,0.375
1348.507,8.75199999999995,6954.4037360776,60672.84923,540.370999999985,2.162,1.825,228.976,0.375
-2085.493,-1.24800000000005,6954.4037360776,-45375.34077,19302.371,2.162,-0.175000000000001,-1175.024,0.375
-321.493,-3.24800000000005,6954.4037360776,-48088.65077,-23247.629,1.162,-2.175,566.976,-0.625
1263.507,-9.24800000000005,6954.4037360776,-41382.67077,128670.371,1.162,-2.175,124.976,0.375
-425.493,-9.24800000000005,6954.4037360776,-28476.03077,191888.371,0.162,-4.175,-395.024,-0.625
617.507,-11.248,6954.4037360776,-28476.03077,-61863.629,-1.838,1.825,644.976,-0.625
-2147.493,-7.24800000000005,6954.4037360776,-17823.12077,24061.371,-1.838,-2.175,29.9760000000001,-0.625
3088.507,0.751999999999953,6954.4037360776,-51159.23077,-318653.629,3.162,-0.175000000000001,-603.024,-0.625
1030.507,-3.24800000000005,6954.4037360776,-6893.66076999999,89592.371,-1.838,-0.175000000000001,-135.024,-0.625
3443.507,-6.24800000000005,6954.4037360776,-47345.08077,-388750.629,-1.838,-0.175000000000001,-395.024,-0.625
4488.507,-4.24800000000005,6954.4037360776,-43627.68077,-257328.629,2.162,-2.175,0.976000000000113,-0.625
-3193.493,8.75199999999995,6954.4037360776,-20473.57077,284414.371,-1.838,-2.175,-1955.024,-0.625
-2057.493,2.75199999999995,6954.4037360776,-40376.46077,78330.371,1.162,-2.175,-395.024,0.375
-2404.493,-5.24800000000005,6954.4037360776,-27943.16077,28836.371,0.162,-3.175,-395.024,0.375
-2853.493,-1.24800000000005,6954.4037360776,-12008.71077,-299815.629,-0.838,-1.175,-395.024,0.375
-712.493,10.752,6954.4037360776,-49243.40077,165407.371,0.162,0.824999999999999,-1625.024,-0.625
4145.507,4.75199999999995,6954.4037360776,10298.89923,-417864.629,0.162,4.825,124.976,0.375
-489.493,16.752,-27689.4920539224,266584.24923,154711.371,-0.838,3.825,384.976,0.375
-1909.493,-6.24800000000005,-27689.4920539224,-55352.75077,18973.371,-0.838,-0.175000000000001,-254.024,0.375
335.507,10.752,131183.717636078,237287.44923,258833.371,-1.838,1.825,-135.024,-0.625
416.507,0.751999999999953,131183.717636078,-10355.60077,111658.371,-1.838,-1.175,972.976,-0.625
-2415.493,-8.24800000000005,131183.717636078,-48178.64077,185561.371,3.162,-2.175,-505.024,0.375
-2803.493,6.75199999999995,131183.717636078,21244.30923,277497.371,2.162,1.825,124.976,0.375
4152.507,-5.24800000000005,131183.717636078,-17063.29077,-390976.629,-1.838,-2.175,364.976,-0.625
-3630.493,2.75199999999995,131183.717636078,-36577.05077,54511.371,-0.838,-2.175,44.9760000000001,0.375
-875.493,-8.24800000000005,131183.717636078,-12988.64077,228234.371,-1.838,-2.175,917.976,-0.625
4649.507,-11.248,131183.717636078,-43040.27077,-463499.629,-0.838,-2.175,124.976,0.375
-1107.493,4.75199999999995,131183.717636078,34547.44923,147830.371,0.162,1.825,-395.024,0.375
1554.507,10.752,-10651.6988139224,2425.21923,122141.371,0.162,-2.175,-291.024,0.375
1598.507,-9.24800000000005,-10651.6988139224,-52445.49077,-60550.629,-1.838,3.825,-795.024,-0.625
-1952.493,-4.24800000000005,-10651.6988139224,-38344.65077,97600.371,2.162,-2.175,-225.024,0.375
-3048.493,14.752,-10651.6988139224,-17581.65077,202192.371,-1.838,1.825,124.976,-0.625
-1851.493,14.752,-27589.5138209224,28484.84923,401537.371,0.162,1.825,20.9760000000001,0.375
5618.507,-9.24800000000005,-27589.5138209224,-65352.12777,-430323.629,-1.838,-1.175,-395.024,-0.625
460.507,-3.24800000000005,-27589.5138209224,74985.84923,-375906.629,-0.838,1.825,-395.024,0.375
4386.507,-11.248,-27589.5138209224,-56479.66077,-413087.629,-1.838,-2.175,-330.024,-0.625
8091.507,10.752,-18756.5797539224,47002.04923,-196281.629,0.162,1.825,124.976,0.375
4064.507,-8.24800000000005,-18756.5797539224,-672.130769999989,-396312.629,-0.838,1.825,-185.024,0.375
-2842.493,16.752,-18756.5797539224,-3634.15076999999,263625.371,-0.838,-2.175,-395.024,0.375
-3203.493,-8.24800000000005,-18756.5797539224,-52753.35077,182818.371,-1.838,-1.175,776.976,-0.625
-3923.493,12.752,-18756.5797539224,-31571.15077,123614.371,-0.838,-2.175,20.9760000000001,-0.625
1574.507,10.752,-18756.5797539224,-56335.17077,-340246.629,-0.838,-2.175,-875.024,-0.625
-937.493,-7.24800000000005,-18756.5797539224,-50369.78077,243719.371,0.162,-2.175,-635.024,-0.625
943.507,-11.248,-18756.5797539224,-54690.39077,-13670.629,0.162,-2.175,-255.024,0.375
3531.507,-7.24800000000005,-18756.5797539224,-20326.71077,-306843.629,-0.838,3.825,-1400.024,0.375
-3816.493,-7.24800000000005,-18756.5797539224,-61218.67077,106915.371,2.162,-2.175,-1693.024,0.375
-2147.493,-5.24800000000005,-18756.5797539224,-15509.03077,25055.371,-1.838,-2.175,-154.024,-0.625
-533.493,-10.248,-18756.5797539224,-27354.01077,-260164.629,-0.838,-2.175,-577.024,-0.625
-3272.493,6.75199999999995,-18756.5797539224,-9924.57076999999,192679.371,2.162,-2.175,-435.024,0.375
-2570.493,4.75199999999995,-18756.5797539224,-16374.55077,308226.371,3.162,2.825,332.976,0.375
-3853.493,6.75199999999995,-18756.5797539224,232422.74923,455275.371,1.162,1.825,-135.024,0.375
1119.507,-3.24800000000005,-18756.5797539224,-44851.90077,77734.371,-1.838,-0.175000000000001,-395.024,-0.625
-1998.493,-9.24800000000005,-18756.5797539224,-65313.40777,129334.371,0.162,-2.175,-185.024,0.375
2678.507,-10.248,-18756.5797539224,-35799.35077,-399099.629,-1.838,1.825,-395.024,-0.625
2022.507,12.752,-27913.9011639224,-34571.15077,-177067.629,1.162,-0.175000000000001,124.976,-0.625
-2436.493,-6.24800000000005,-27913.9011639224,-45903.70077,-54552.629,-1.838,-2.175,-395.024,-0.625
561.507,-12.248,-27913.9011639224,-46196.95077,181132.371,-0.838,-1.175,-383.024,0.375
-3614.493,-9.24800000000005,-27913.9011639224,-22944.62077,28130.371,0.162,1.825,124.976,0.375
-2897.493,-4.24800000000005,-27913.9011639224,-68382.45677,301768.371,1.162,1.825,-395.024,0.375
2265.507,-3.24800000000005,-27913.9011639224,-68382.45677,-334810.629,0.162,0.824999999999999,-635.024,-0.625
867.507,-3.24800000000005,-27913.9011639224,-40732.40077,99720.371,-0.838,1.825,-325.024,0.375
1674.507,-7.24800000000005,-27913.9011639224,-39520.90077,-404538.629,1.162,-2.175,-187.024,0.375
-2357.493,-9.24800000000005,-27913.9011639224,-46914.08077,-308909.629,0.162,-0.175000000000001,-395.024,-0.625
-1199.493,12.752,219086.098836078,237752.84923,149198.371,-0.838,-0.175000000000001,956.976,0.375
622.507,-12.248,219086.098836078,-34036.58077,70044.371,-1.838,0.824999999999999,-95.0239999999999,-0.625
-691.493,10.752,219086.098836078,47002.04923,138104.371,0.162,-0.175000000000001,-83.0239999999999,0.375
2666.507,-3.24800000000005,219086.098836078,-40291.03077,-427183.629,0.162,-2.175,129.976,0.375
-537.493,-8.24800000000005,219086.098836078,8125.36923000001,-395907.629,-0.838,1.825,666.976,0.375
-875.493,-1.24800000000005,219086.098836078,503.77923,292928.371,-1.838,-2.175,384.976,-0.625
-3812.493,-1.24800000000005,219086.098836078,-51631.59077,197124.371,-1.838,-2.175,272.976,0.375
-44.4929999999999,-9.24800000000005,219086.098836078,-50601.69077,92058.371,-0.838,-1.175,-95.0239999999999,0.375
-309.493,-1.24800000000005,219086.098836078,-32862.85077,14132.371,-1.838,-2.175,904.976,-0.625
520.507,8.75199999999995,219086.098836078,-22637.47077,17678.371,0.162,2.825,124.976,-0.625
-2558.493,-8.24800000000005,219086.098836078,-49938.14077,236874.371,-1.838,-2.175,-1323.024,-0.625
-3812.493,2.75199999999995,219086.098836078,-42276.16077,252458.371,0.162,-2.175,331.976,0.375
2666.507,-8.24800000000005,219086.098836078,-18267.14077,-429987.629,0.162,-2.175,644.976,-0.625
2472.507,-9.24800000000005,219086.098836078,-12803.69077,-402531.629,2.162,1.825,368.976,0.375
-3951.493,2.75199999999995,219086.098836078,1417.04923,83600.371,-1.838,1.825,644.976,-0.625
-157.493,-3.24800000000005,219086.098836078,-23077.41077,15258.371,-0.838,-2.175,1798.976,0.375
-600.493,4.75199999999995,219086.098836078,-38198.27077,30817.371,2.162,-2.175,644.976,0.375
-174.493,0.751999999999953,219086.098836078,41819.54923,-16554.629,-1.838,2.825,-135.024,-0.625
-1633.493,-9.24800000000005,219086.098836078,-30319.84077,22009.371,1.162,2.825,474.976,0.375
-1711.493,14.752,-28064.4262979224,-36578.15077,-362280.629,-1.838,2.825,124.976,-0.625
-1633.493,-6.24800000000005,-28064.4262979224,-900.610769999999,27426.371,2.162,2.825,408.976,0.375
