"Pit","Tit","Yit"
63566.9942109824,-16407.7226228117,47159.2715881707
57359.5207558754,-22163.6085801362,35195.9121757392
93663.2212693968,14727.7975171109,108391.018786508
59893.3746451619,-19337.8046185816,40555.5700265802
29434.71810301,-49277.4128815684,-19842.6947785583
118832.959709431,41353.7953512744,160186.755060706
50162.273674157,-28260.5537455035,21901.7199286535
99305.0047515338,21609.8756260528,120914.880377587
302753.569258282,224604.965809429,527358.535067711
112772.129693431,29272.6183856287,142044.74807906
78539.4293391679,-5602.22710044393,72937.202238724
92134.4870554909,8201.18930873422,100335.676364225
97666.9453522538,13595.4818665876,111262.427218841
94543.3283376372,10218.2305541011,104761.558891738
41123.2692052632,-43387.3195588033,-2264.05035354009
67683.8274971864,-15717.3856120742,51966.4418851121
35327.8729656382,-47644.8482744243,-12316.9753087861
155861.694143825,74095.3426685362,229957.036812361
58209.3531654382,-25272.2205891717,32937.1325762665
16071.9920751225,-66745.3301226492,-50673.3380475267
38009.9843728437,-43140.998223227,-5131.01385038326
41239.9938900754,-38818.4380271003,2421.5558629751
302755.915460881,223694.494136854,526450.409597735
101717.62280702,17333.3040441939,119050.926851214
45617.3110381842,-39119.3939056343,6497.91713254994
113736.29390371,29997.8017772352,143734.095680945
107658.889464203,23275.7634229362,130934.652887139
58874.3588497821,-26004.3249591676,32870.0338906145
35518.0178022812,-48669.8241682687,-13151.8063659874
111457.052408556,28496.265314565,139953.317723121
72207.2113753122,-11379.5447819277,60827.6665933845
24268.6320573587,-58983.5458926268,-34714.9138352681
63430.3633543457,-18329.2574570245,45101.1058973212
50255.2343903357,-31015.3131834241,19239.9212069115
81056.9555039741,597.941825927499,81654.8973299015
88663.7808328646,8244.51086778349,96908.2917006481
53524.6730019859,-27036.6401016932,26488.0329002927
57742.9436089494,-22123.2145417633,35619.7290671861
37743.3038103691,-41520.5769622888,-3777.27315191967
21653.8827968135,-56566.0203989072,-34912.1376020937
34795.0064372404,-42010.9654143618,-7215.95897712134
66699.0046826115,-9052.37539797383,57646.6292846377
42583.7233648644,-32910.0366522331,9673.68671263123
192949.634473374,118301.812178333,311251.446651707
33204.0856999367,-44240.5310692653,-11036.4453693286
46813.6121610224,-29523.2576082548,17290.3545527676
113976.70243536,38410.080584765,152386.783020125
53417.1704641296,-23023.3823965914,30393.7880675382
26772.1473081621,-49075.0455768123,-22302.8982686503
34795.2816931382,-39814.0785304865,-5018.79683734827
35211.8631211735,-38415.113525766,-3203.25040459249
89758.8243561459,17107.9608728229,106866.785228969
54409.705945646,-18608.264377997,35801.441567649
85740.0471708285,13205.2720271972,98945.3191980257
60391.2995083026,-12416.9085997385,47974.3909085641
24915.524600285,-47548.7558414858,-22633.2312412008
58068.5848662327,-13208.1278943647,44860.4569718681
50087.2305253612,-20843.91091312,29243.3196122412
42240.2493692891,-28150.4060166579,14089.8433526312
41647.2775832134,-28024.2791084855,13622.9984747279
55093.2168155134,-13876.6426364087,41216.5741791047
133375.496858837,64779.0223601693,198154.519219006
61900.0099531745,-8223.17735745715,53676.8325957174
39474.5034837124,-30418.7411276057,9055.7623561067
312332.241261257,243214.286661881,555546.527923138
36633.144786709,-38295.3528159818,-1662.20802927282
86572.2420407679,12606.4638505562,99178.7058913242
57398.423463811,-16829.5744840195,40568.8489797915
33206.7716680595,-40571.1663364333,-7364.39466837378
63273.6649517042,-9478.04562850126,53795.6193232029
66851.9122189822,-5639.07346031121,61212.838758671
94551.6060251744,22242.829170253,116794.435195427
58860.6802025282,-13939.2657994277,44921.4144031005
14424.2824484472,-57998.9789707427,-43574.6965222956
197980.566880305,126978.703809085,324959.27068939
54552.0208920356,-19445.341665137,35106.6792268986
73590.1714362135,101.505738302004,73691.6771745155
39596.0899075779,-33861.4937384013,5734.59616917658
307017.85102198,234411.904176242,541429.755198222
85506.3352539183,7314.99200333868,92821.327257257
36794.2115235274,-41511.2925514401,-4717.08102791278
61596.664073397,-15660.6850452607,45935.9790281363
30205.2668983733,-46627.8765446377,-16422.6096462644
40049.8749071559,-35608.9834382844,4440.89146887144
326588.593484383,251833.398506017,578421.991990401
87309.9759709031,6548.69040712493,93858.6663780281
42246.4872506538,-38618.0369979272,3628.45025272662
312340.250356801,232462.849358253,544803.099715054
69441.6092082895,-15953.1599889873,53488.4492193022
57007.1498603276,-27948.1853064143,29058.9645539133
88288.8290318811,4074.03566476551,92362.8646966466
80931.4005685846,-3315.81833536301,77615.5822332216
78826.3697929891,-5282.76365578908,73543.6061372
78822.4449423881,-5091.92230894606,73730.522633442
286146.304797081,202419.361292089,488565.66608917
72086.3405747334,-16442.0987293952,55644.2418453383
286147.159376534,198089.678323886,484236.83770042
40244.1773466712,-52499.9555684933,-12255.7782218221
29516.509570108,-61886.7476795073,-32370.2381093993
302755.969510958,212925.01457174,515680.984082698
302763.227042488,207887.597225175,510650.824267663
53571.6245335892,-46212.8684740825,7358.75605950671
63439.0006873943,-35137.6253146255,28301.3753727688
35059.9445206038,-62575.4852917321,-27515.5407711284
118831.574887207,22785.5122493702,141617.087136577
20606.1856876877,-75894.7310713289,-55288.5453836412
89019.0821431863,-5581.49522857168,83437.5869146146
38868.1361433416,-55506.1931420192,-16638.0569986777
124686.706945166,31729.6333592353,156416.340304401
33205.8759466469,-60437.8623600554,-27231.9864134085
137747.023813679,45632.2134789537,183379.237292632
40426.9563547838,-52697.4342836488,-12270.477928865
60808.8621708805,-30970.7273561196,29838.1348147609
30907.9207165707,-60042.3031942508,-29134.3824776802
70491.548077345,-18946.5102644561,51545.0378128889
31726.3647503422,-57191.7821843231,-25465.4174339809
78458.5431023886,-8997.47300892054,69461.0700934681
302756.097546696,215590.756704183,518346.854250878
68414.2521440839,-23873.9309407188,44540.3212033651
307013.395520774,215383.904508694,522397.300029468
34571.2201112737,-62153.8098228837,-27582.5897116101
42557.1888092891,-52571.1018587367,-10013.9130494476
92363.3521183823,-1421.47958707722,90941.8725313051
42205.7074238856,-51460.454621189,-9254.74719730343
326587.380704946,234240.188259306,560827.568964253
82403.5291479594,-15492.4148779397,66911.1142700198
42448.8273871144,-54984.2648493449,-12535.4374622306
312328.900237432,216315.179012969,528644.079250401
58863.230852245,-42265.4875199593,16597.7433322857
105343.646662071,5322.35521063572,110666.001872706
52842.0450889425,-47205.3417759072,5636.70331303528
60097.4567675178,-38720.6881930702,21376.7685744475
39250.5776260942,-58538.7813203825,-19288.2036942884
69586.7078609473,-26720.7901976398,42865.9176633075
43120.9358576399,-52450.2840825937,-9329.34822495381
58211.0797500022,-36015.4849430355,22195.5948069668
85692.5680840587,-7586.23894083243,78106.3291432262
138210.39330237,45189.7886149458,183400.181917316
25573.0142300762,-68450.6427444409,-42877.6285143646
30603.7280471073,-61684.0066526779,-31080.2786055705
104281.609491033,13554.4354255884,117836.044916622
33396.1275371022,-57581.7113364387,-24185.5837993365
109233.041606706,19727.1266090107,128960.168215717
30198.8497359735,-59713.0691471234,-29514.2194111498
40053.7153931198,-48354.2501660079,-8300.53477288812
311872.589522659,224699.527295544,536572.116818203
40048.5848745624,-52446.112157561,-12397.5272829986
122012.96335088,30855.3633251627,152868.326676043
311876.117391788,220050.938574864,531927.055966653
92148.0797014875,-4886.30026699932,87261.7794344882
70397.2653907568,-26425.5314167678,43971.733973989
24646.4862882929,-71449.0265866373,-46802.5402983443
97016.9765671347,2715.48399409092,99732.4605612256
140014.257139469,45739.9668457314,185754.2239852
307007.344553935,211719.563896579,518726.908450513
152386.350611748,52102.6114817436,204488.962093491
145661.616658963,44216.6522040024,189878.268862965
35060.7769814398,-67340.7306454232,-32279.9536639834
54451.7392422695,-46237.8020060326,8213.9372362369
145663.855370539,46176.8045671403,191840.659937679
80016.5936980488,-20481.7489413142,59534.8447567345
66777.4364792385,-33131.3357748284,33646.10070441
130509.032769768,31491.3786258504,162000.411395619
60013.7482861641,-39665.9660769248,20347.7822092394
60383.5752266817,-38241.4022599922,22142.1729666895
61673.1380056729,-35949.0633685119,25724.074637161
46839.6735681032,-49830.4948067115,-2990.82123860828
46836.7383848437,-48545.2855398077,-1708.54715496393
114022.899653749,19885.3966779736,133908.296331722
78499.2118165841,-16020.3260430313,62478.8857735528
37597.2665258367,-56456.6188882525,-18859.3523624158
32024.9243021951,-60594.6121415466,-28569.6878393515
94986.6267573089,3915.45485235852,98902.0816096674
116005.40397454,24916.6591532898,140922.06312783
40144.095739019,-51469.1680333188,-11325.0722942998
73472.9015868884,-16833.9920075934,56638.909579295
82011.1149601359,-7808.86857212208,74202.2463880138
58208.5927758732,-31349.527811925,26859.0649639482
55328.9503433468,-33404.5136179267,21924.43672542
79798.6995476312,-8055.85285462039,71742.8466930108
53521.3891749034,-34065.6960915146,19455.6930833888
30209.7531595688,-56501.0807770335,-26291.3276174647
41213.2130280846,-44069.0525381397,-2855.83951005509
31394.9070283079,-52761.2512686048,-21366.3442402969
43749.5976134115,-39070.9269749068,4678.67063850463
312344.389388106,230515.033013881,542859.422401987
52396.2341833512,-34898.8860123486,17497.3481710026
40141.0520891917,-46241.532809249,-6100.48072005729
40146.411785667,-45062.7098121509,-4916.29802648394
87048.8720941127,2989.67982907079,90038.5519231835
