,person,year,labinc,wt,age,hours,male,married,pp
8837,5751,1991,38436.8,86518,32,2840,0,0,1
8839,1155,1996,45879.13,130595,34,2080,0,1,1
8840,5036,1994,95631.23,598771,32,3370,1,1,1
8842,10541,1992,39167.51,119076,29,2288,1,0,1
8847,5227,1998,52175.13,663634,41,2600,1,1,1
8849,4407,1993,55849.19,667191,32,2455,1,0,1
8850,6598,2002,55849.19,100292,38,2080,1,0,1
8852,4693,1991,130494.5,469196,28,2374,1,0,1
8853,41,1996,93148.52,542012,34,3120,1,0,1
8854,7125,2002,42435.02,290527,45,1620,1,0,1
8855,273,2000,81054.09,772836,40,2340,1,1,1
8856,5651,1987,113987.2,720004,29,1985,1,1,1
8857,4830,2008,311858.6,579273,43,2860,1,1,1
8858,4502,1996,22939.56,787482,38,2600,1,0,1
8859,4201,1998,41472.54,223064,37,2600,1,0,1
8860,2994,1998,131106.7,580635,38,3470,1,1,1
8861,7661,2002,26067.23,267446,37,2340,1,1,1
8864,5048,1994,31631.87,684900,35,3374,1,0,1
8865,3463,2000,63323.5,563212,37,2860,1,0,1
8866,11920,2000,273810.8,575464,37,3016,1,1,1
8867,3829,2004,141991.6,782300,45,3120,1,1,1
8871,4220,2004,16161.64,624828,42,2600,0,0,1
8872,1955,2008,57747.28,549012,45,2496,1,1,1
8876,3558,1998,69566.84,589417,35,2548,0,1,1
8881,4493,1998,58462.9,699410,40,2080,0,0,1
8885,2999,2008,50655.51,726179,48,2496,1,0,1
8886,883,1996,53525.64,657333,32,2288,0,0,1
8888,5162,1990,80114.87,504789,28,2580,0,1,1
8891,5004,1994,26482.5,753989,34,1040,1,0,1
8892,4248,2012,74086.34,767908,51,3120,1,0,1
8893,1575,1994,149557.0,697829,36,3165,1,1,1
8894,8690,2002,24248.58,193455,38,800,0,0,1
8895,1197,1991,75272.07,616206,27,3570,1,1,1
8896,3623,2008,42550.63,561515,45,3380,1,1,1
8897,10524,1984,29375.31,118370,25,2226,1,0,1
8900,9315,2004,61183.37,210603,41,2080,0,0,1
8902,2312,1989,61582.51,592306,30,2340,1,0,1
8904,4248,2006,71653.33,807474,44,2600,1,0,1
8905,4248,2008,71424.27,757248,46,3120,1,0,1
8906,6335,2006,25966.84,173113,43,1300,0,0,1
8908,6158,1991,58455.97,153357,29,2682,0,0,1
8909,355,2010,312324.0,743538,45,2600,1,1,1
8914,6314,1990,50071.79,95429,28,3308,1,1,1
8919,4264,1993,18113.25,117102,33,2600,1,0,1
8920,2688,1987,22073.05,187712,28,3798,1,0,1
8922,2116,2014,147401.6,821254,53,5200,1,1,1
8923,10038,1992,69941.98,136880,34,1150,0,0,1
8924,5012,2002,286133.3,642323,38,3380,1,1,1
8926,4270,2000,18997.05,141831,40,2080,0,1,1
8928,4701,1989,110560.0,557109,29,2392,1,1,1
8930,1491,2000,56991.15,161827,38,2080,0,1,1
8935,964,1996,37537.46,585947,31,2080,0,0,1
8936,5127,2002,23036.15,619416,40,2080,0,0,1
8937,9012,2000,36094.39,177116,41,2860,0,0,1
8938,4289,2002,139429.4,510987,39,2080,1,1,1
8939,10505,2012,66487.75,84725,52,2808,1,1,1
8941,7833,2002,49782.73,177313,40,5304,0,1,1
8943,4297,1988,55314.14,488721,28,3475,1,1,1
8944,4297,1990,61755.21,503309,30,3532,1,1,1
8945,8242,1989,52785.01,119494,30,1280,1,1,1
8948,10402,1989,35190.01,61793,25,2392,0,0,1
8949,2234,2002,54559.32,475908,41,2392,0,1,1
8950,4300,1998,34783.42,451477,36,2444,0,1,1
8951,4300,2006,60589.29,506262,44,2080,0,1,1
8953,1062,1991,57655.2,723813,33,2448,1,1,1
8954,3624,1992,24868.26,508934,29,1680,0,1,1
8956,4163,2002,33948.02,760855,37,2080,0,1,1
8959,2437,1991,56053.67,486866,30,2996,0,1,1
8961,1733,1992,88593.18,496415,30,2450,0,1,1
8964,10341,1996,41000.0,78416,34,2340,1,0,1
8968,7384,2008,62812.83,238345,46,2340,1,1,1
8970,11858,2000,45592.92,1010059,42,1560,0,1,1
8971,4777,1988,20281.85,424805,27,2480,0,1,1
8972,7594,2002,13336.72,122583,39,2288,1,1,1
8973,12077,1987,43570.29,679632,28,3099,1,1,1
8975,1620,1991,130494.5,708765,34,3120,1,1,1
8976,4318,2000,113982.3,122784,39,3120,1,1,1
8979,2806,2002,33584.29,626218,38,2080,0,0,1
8983,3748,1989,29911.51,711062,31,2600,1,0,1
8984,12163,1987,51823.69,277338,25,2080,1,0,1
8985,4332,1987,23032.75,592838,26,2080,1,0,1
8986,3548,2010,38000.0,189850,47,2080,0,0,1
8987,5543,2012,169068.8,753499,51,2600,1,1,1
8988,4805,1994,47079.99,534739,32,2080,1,0,1
8989,3878,1990,23366.84,623083,31,3204,1,0,1
8994,3876,1989,29735.56,492246,27,2265,0,0,1
8995,1004,2002,50922.03,684644,41,2080,0,0,1
8998,3546,1996,36147.19,211172,32,2600,0,1,1
8999,7792,2002,33948.02,342571,43,2080,1,1,1
9001,6434,2008,35458.86,220151,50,2080,0,0,1
9002,3349,1994,26482.5,424179,33,2760,0,1,1
9005,12077,1988,59001.75,697680,29,3092,1,1,1
9006,4892,2012,75986.0,693529,52,2600,1,1,1
9007,199,2004,51948.14,918648,45,624,1,1,1
9008,2491,2010,50000.0,662935,47,2070,1,1,1
9014,1364,1992,57507.86,485947,29,2115,1,1,1
9022,7142,2002,29098.3,206360,39,2080,1,0,1
9028,4377,1996,79523.81,745002,37,1720,1,0,1
9029,1758,2014,46984.25,165351,51,2340,0,0,1
9031,3600,1987,67178.85,670324,28,2120,1,1,1
9033,7539,2002,58196.6,95505,41,2080,1,1,1
9035,9308,1998,26756.48,217553,33,2020,0,1,1
9036,2313,2004,31168.88,632074,44,3695,0,1,1
9037,4832,2010,62400.0,482742,48,2080,1,1,1
9039,5732,2000,48759.1,66419,36,1820,0,1,1
9041,3666,1992,68387.72,110814,30,2830,1,1,1
9043,6338,1992,22536.86,184458,35,2080,0,1,1
9044,4889,1993,75471.88,632869,35,2850,1,0,1
9046,2987,2004,110822.7,794272,46,3120,0,1,1
9049,7800,2012,72186.7,413925,48,2860,1,1,1
9054,2907,1998,197957.8,678152,36,2600,1,1,1
9057,4410,2002,69108.47,770914,40,2080,1,1,1
9058,4693,1998,69108.47,493915,35,2080,1,1,1
9060,2725,2000,35461.16,630976,36,2600,1,0,1
9061,2984,1990,83452.98,681240,29,1876,1,0,1
9062,11925,1989,64221.76,143297,27,3545,1,1,1
9064,12042,2004,20008.12,679928,41,1300,0,1,1
9067,2801,2000,46226.16,534142,38,2080,1,1,1
9069,5241,1993,45283.13,584094,29,2040,0,0,1
9071,4423,2004,79653.82,545242,43,2080,0,1,1
9073,3645,1989,77418.02,679124,30,1756,1,1,1
9074,4425,1991,51249.07,503339,31,2080,0,0,1
9077,4392,1991,80076.67,614562,33,2138,0,1,1
9078,10478,2002,19398.87,122652,40,2080,0,0,1
9081,4430,1998,22743.01,855483,35,1668,1,1,1
9082,2619,1998,22743.01,951057,40,2600,1,1,1
9085,7800,2000,69655.85,403982,35,2600,1,1,1
9086,12163,2012,109229.9,365459,51,2600,1,1,1
9090,9368,1993,83019.07,108542,31,2940,1,1,1
9091,3057,2002,18186.44,629568,43,2100,0,1,1
9092,1750,1990,36719.31,156844,31,2270,1,1,1
9094,4445,1989,40908.38,544049,26,2440,0,1,1
9098,4448,1994,47079.99,710828,30,2136,1,1,1
9099,3829,2014,341155.4,937634,55,2496,1,1,1
9101,201,1987,55662.48,727549,29,2485,1,1,1
9104,1516,1986,46763.52,173496,29,3300,0,0,1
9105,7123,1990,13352.48,135258,28,1945,0,0,1
9106,3624,1990,25035.89,518149,27,1840,0,1,1
9108,6605,1990,32713.57,102767,28,2460,0,0,1
9109,285,1988,18438.05,114021,27,2080,0,1,1
9111,7212,2002,65471.18,188594,44,2328,0,0,1
9112,6065,1990,41726.49,237995,29,1740,1,0,1
9114,2999,1998,53512.96,580635,39,2912,1,0,1
9116,1345,2000,69655.85,824053,42,2600,1,0,1
9118,11825,2002,48497.17,254951,38,3640,1,0,1
9121,3081,2006,40032.21,621572,42,2600,0,0,1
9124,3594,2000,37994.1,680770,41,2860,0,1,1
9125,7086,2010,48000.0,149385,49,1664,0,1,1
9127,4513,1990,60086.15,117533,31,2292,1,1,1
9129,1425,2002,36372.88,571610,39,3120,1,1,1
9131,3219,1990,53409.91,627050,29,2600,1,1,1
9132,4488,2004,103896.3,708922,40,2340,0,1,1
9135,3757,2012,113979.0,679889,50,2600,1,1,1
9136,5415,1990,26704.96,157013,31,3172,1,1,1
9138,3744,1987,34549.13,569517,26,2280,0,0,1
9139,311,2004,33477.69,826275,40,1680,1,0,1
9145,2873,2002,81232.76,577441,39,744,1,0,1
9151,10003,1992,69941.98,64858,29,2978,1,1,1
9153,4297,1996,78550.63,500523,35,3016,1,1,1
9154,4517,1993,67924.69,494713,33,3920,1,1,1
9156,4517,2002,96994.34,594609,42,2834,1,1,1
9158,7717,1989,45747.01,240589,28,2080,1,1,1
9159,4522,2002,23036.15,578635,42,2080,0,0,1
9161,4049,1990,25035.89,560225,30,2080,0,0,1
9162,1866,2010,25000.0,650977,49,2940,0,1,1
9163,4532,1988,60845.55,165301,29,2080,1,1,1
9165,9667,1993,152374.7,81213,33,2215,1,1,1
9166,3901,2000,51925.27,705147,41,2496,1,1,1
9169,12093,1998,46823.84,655059,34,3120,1,1,1
9173,3500,1996,52830.51,162904,38,3900,0,1,1
9174,11796,1991,14413.8,171276,27,960,1,0,1
9176,4543,2000,18997.05,102288,37,2080,0,0,1
9182,4004,2002,44859.88,856458,43,2080,1,1,1
9183,4762,2002,16974.01,498094,40,2570,0,0,1
9185,5416,2000,37994.1,432314,40,2340,1,1,1
9186,4548,2004,98124.27,720794,41,2600,1,0,1
9188,8542,1989,40468.51,67016,26,3610,0,1,1
9189,2245,1994,56643.12,529841,33,2470,0,0,1
9191,39,1986,29821.14,786120,27,3025,1,0,1
9192,7119,2000,273810.8,255384,36,2510,1,0,1
9194,6094,1992,34193.86,304198,35,1796,1,1,1
9198,6304,2002,21823.73,109267,41,1560,1,0,1
9202,6103,1998,51907.57,207141,40,4056,1,1,1
9204,12358,1986,43737.67,50648,25,3676,1,1,1
9206,5488,2002,9699.434000000001,637041,44,1820,0,0,1
9209,3503,2006,95211.73,999389,48,2276,1,1,1
9213,8862,1988,47938.92,130316,29,2496,1,0,1
9215,2133,2006,42628.89,577166,44,2080,0,1,1
9217,5241,1989,38709.01,570180,25,2080,0,0,1
9221,12163,2014,115157.5,378266,53,2385,1,1,1
9222,5233,2000,115157.5,510840,37,1720,0,1,1
9223,11850,1990,31525.2,554039,27,2768,0,0,1
9224,5543,2006,143899.6,792323,44,2600,1,1,1
9225,4589,2002,37585.3,626092,42,2080,0,1,1
9229,10129,1990,21697.78,102109,29,2746,0,0,1
9230,9761,1991,52370.14,139137,28,2255,1,1,1
9233,7271,1988,68220.77,296339,31,2080,0,0,1
9239,117,2008,50655.51,886224,48,2340,1,1,1
9242,4604,2008,41049.2,728508,44,2209,0,0,1
9243,5917,1996,27805.53,196356,33,3380,1,0,1
9244,520,2012,82634.77,260766,54,3440,1,1,1
9245,3180,1992,62170.66,680883,34,2080,1,1,1
9249,4761,1994,36781.25,505302,36,3200,0,1,1
9250,4977,2002,20005.08,1094882,42,2080,1,0,1
9252,7074,2002,24248.58,161281,44,1664,0,0,1
9257,1925,1988,59001.75,619909,27,2904,1,0,1
9258,5222,1996,34756.91,114843,33,2756,1,1,1
9259,1477,1993,27169.88,858384,34,585,1,1,1
9260,4502,2000,35461.16,897864,42,2340,1,0,1
9261,2988,2012,156721.1,829612,52,2340,1,1,1
9264,4634,1996,76465.21,617913,35,2080,1,1,1
9270,1195,2000,37994.1,156847,38,1935,0,1,1
9271,8130,1988,12906.63,47177,25,1200,1,1,1
9273,5048,1987,72553.16,655034,27,3295,1,0,1
9274,4607,2004,63492.18,1114543,46,2000,1,1,1
9276,12034,1987,11516.38,515529,25,765,0,0,1
9277,4042,2004,69264.19,535504,44,2860,1,1,1
9278,1003,1991,30429.13,556017,26,3120,1,1,1
9279,346,1991,83279.74,418798,29,3722,1,1,1
9281,3534,1992,140389.1,129122,33,3686,1,1,1
9284,2577,1996,40318.02,454980,35,2444,0,0,1
9287,4668,1990,123982.8,534935,29,3448,1,1,1
9288,4668,2000,273810.8,571967,39,3432,1,1,1
9290,1142,1996,192935.6,153469,37,3380,1,1,1
9293,4674,1992,46627.99,571808,33,2970,0,0,1
9298,4676,2006,48687.82,719736,44,2080,1,0,1
9299,7716,1996,100099.9,313946,36,2080,1,1,1
9302,1696,2002,36372.88,265745,40,2080,1,1,1
9303,1758,1988,16594.24,153219,25,1864,0,1,1
9305,5048,1989,110560.0,651091,29,3550,1,1,1
9306,2619,1988,110560.0,976707,30,2600,1,1,1
9308,1082,1998,96323.32,698534,35,2080,0,1,1
9309,4688,1993,98113.45,697712,33,2080,1,1,1
9318,4694,1992,140389.1,598929,32,2002,0,1,1
9319,6990,2002,30310.73,203081,44,2028,0,0,1
9321,4328,2002,31523.16,981033,44,2288,1,1,1
9325,4701,1991,130494.5,531174,31,2738,1,1,1
9327,1787,2004,56565.75,755068,41,2080,0,1,1
9328,4761,1990,25035.89,499098,32,2951,0,1,1
9330,3676,2006,80064.41,750716,45,2496,1,1,1
9331,4705,1991,130494.5,464669,30,2970,0,0,1
9333,4491,1996,192935.6,466489,34,2600,1,0,1
9336,7360,1994,70619.99,115624,31,3216,0,1,1
9337,3503,2004,103896.3,994574,47,2080,1,1,1
9339,2998,1987,32629.73,509905,26,2290,1,1,1
9340,4720,2002,76383.04,823282,45,2080,1,1,1
9342,1195,1993,51320.88,144009,31,2440,0,0,1
9343,427,2010,20000.0,952073,53,1638,0,1,1
9344,7555,1998,197957.8,74039,34,3120,1,1,1
9349,8390,1994,44137.49,102107,31,1200,1,1,1
9350,10293,1989,35190.01,66290,29,2490,0,0,1
9352,5967,2002,8487.005,248791,42,4032,0,0,1
9353,4739,1993,30188.75,480105,30,2427,0,0,1
9355,5468,1990,19027.28,111880,28,3500,1,1,1
9356,4742,2002,23642.37,587901,43,2080,0,0,1
9358,417,1994,44137.49,708675,34,2696,1,1,1
9359,4832,2004,70418.59,492653,43,2080,1,1,1
9361,401,2002,14549.15,535513,41,1716,0,1,1
9363,2619,1987,22641.56,953897,29,2530,1,1,1
9364,9305,2008,91179.91,195115,45,1872,0,0,1
9368,198,2010,140000.0,681953,46,2860,1,1,1
9370,7996,1990,42465.89,85853,27,1777,1,1,1
9372,779,1994,22068.75,635304,30,1856,0,1,1
9373,3159,1994,33103.12,508246,33,2554,1,0,1
9374,4756,2014,341155.4,682812,51,2340,1,1,1
9375,5437,1993,75471.88,600525,33,2600,1,1,1
9376,3419,1993,32452.91,662055,36,1400,0,1,1
9377,1786,1996,28639.7,520872,32,2352,0,1,1
9378,2638,1993,34717.06,511294,30,2080,0,1,1
9380,4761,1992,31085.33,495377,34,2952,0,1,1
9381,4761,1998,48161.66,522075,40,3016,0,1,1
9382,7395,2014,66330.7,199642,53,2600,0,1,1
9384,710,1992,52845.06,695836,33,3570,1,0,1
9385,2745,1992,27976.79,664499,33,2080,1,1,1
9386,4892,1996,70904.1,525184,36,2600,1,1,1
9388,3941,2002,29098.3,216982,40,2080,1,0,1
9389,839,2002,42435.02,224891,42,2288,0,1,1
9392,5447,1989,17595.0,419878,27,2080,1,1,1
9395,3791,2002,30310.73,689502,44,1092,0,1,1
9396,729,1996,192935.6,735002,37,3224,1,1,1
9397,5332,2002,30310.73,804795,42,1560,0,1,1
9398,4780,1989,19354.5,507292,29,2442,0,1,1
9399,4318,2014,18425.2,154251,54,2080,1,0,1
9401,3398,1993,64905.82,523294,30,2600,1,1,1
9402,5917,1988,29500.88,203812,25,2987,1,0,1
9403,12107,1996,23634.7,494681,36,3120,1,1,1
9406,5437,2000,103850.5,667450,40,2860,1,1,1
9409,3926,2002,75170.61,642264,37,2374,1,1,1
9413,6597,1993,52830.32,79284,31,3640,1,0,1
9415,4793,2006,124424.4,582589,43,2340,1,1,1
9418,1970,2004,47330.53,598764,41,1960,1,0,1
9419,825,1992,62170.66,824421,34,2274,1,1,1
9421,4380,1996,55611.06,759539,39,2820,1,1,1
9423,3811,1990,41726.49,579333,28,2730,1,1,1
9425,5468,1993,11320.78,395046,30,2395,1,1,1
9427,11777,1994,71944.12,184927,35,2200,0,1,1
9428,6325,1987,42226.71,117384,29,3468,1,0,1
9429,1667,2000,20263.52,622324,36,2340,1,1,1
9433,12380,1987,36852.4,97793,27,2080,1,0,1
9435,6739,1994,33838.75,90184,30,3154,1,1,1
9437,3017,1992,44137.49,673048,33,3027,1,1,1
9441,5425,1990,16464.11,511575,32,3200,0,0,1
9442,4813,1996,15293.04,522203,32,1620,1,1,1
9445,5327,2004,28860.08,711248,44,2080,0,1,1
9446,2746,1996,29195.81,502573,36,2080,0,1,1
9447,2295,1988,16963.0,682667,29,2138,0,0,1
9448,3293,2000,25329.4,686142,43,1440,0,1,1
9449,4793,2008,108402.8,557513,45,2340,1,1,1
9451,4824,1989,47905.51,463066,25,1640,0,0,1
9452,5591,2012,32294.05,742402,48,1080,0,1,1
9453,3836,2004,120057.9,551762,43,2180,0,1,1
9458,6094,1994,36781.25,306712,37,2325,1,1,1
9460,857,2002,36372.88,628083,40,1836,0,0,1
9466,4834,2008,75983.26,507523,45,4368,1,1,1
9467,4834,2010,74000.0,519299,47,2080,1,1,1
9469,1870,2002,27885.87,689668,41,2340,0,1,1
9470,686,1991,60858.27,532251,28,2165,1,0,1
9471,4688,1989,73899.02,662677,29,2830,1,1,1
9472,4373,2000,72188.79,679537,36,2600,0,1,1
9475,2468,1996,192935.6,436499,33,3932,1,1,1
9476,748,2000,40527.04,635434,40,2340,0,1,1
9482,4856,2004,71573.0,531003,42,2080,1,1,1
9483,4856,2006,64917.09,522905,43,2080,1,1,1
9485,2626,1991,14413.8,572560,30,1197,0,0,1
9486,4859,1990,26704.96,484099,30,2080,1,0,1
9487,273,1988,46095.12,651818,29,2080,1,0,1
9489,3901,1994,36045.62,618711,35,2425,1,0,1
9490,7133,2006,22720.98,187467,45,2340,1,0,1
9491,6225,2000,35461.16,181909,37,2600,0,0,1
9492,5557,1988,33188.48,584994,31,2895,0,1,1
9495,12210,2000,27862.34,181422,36,2712,0,1,1
9496,10326,1988,36876.09,79015,30,2626,1,0,1
9497,4499,2004,64992.9,588926,40,2080,0,0,1
9506,5038,1991,5605.366999999999,573565,26,885,0,0,1
9508,4892,2010,65000.0,613887,49,2600,1,1,1
9510,7372,1993,57358.63,260278,29,2615,1,1,1
9513,5931,1996,40318.02,244268,33,2080,1,0,1
9515,3546,1994,27953.75,205672,30,1840,0,1,1
9516,4856,2012,56989.5,546804,50,2500,1,1,1
9526,4780,1990,22699.21,511454,31,2687,0,0,1
9528,6466,1994,73562.49,99355,33,3340,1,1,1
9529,7716,1992,74604.79,286674,32,2680,1,1,1
9530,565,2008,60786.61,1046661,48,2080,1,0,1
9531,6174,1996,19463.87,191889,39,2080,0,1,1
9535,1052,1994,149557.0,530028,32,2420,1,1,1
9537,4934,2002,26673.44,506042,41,2764,0,0,1
9538,5066,2002,15519.09,620529,38,2080,0,1,1
9540,5029,1989,79177.52,596709,28,2244,1,1,1
9541,4390,1993,48302.0,589056,29,2256,1,1,1
9543,5138,1990,20028.72,555676,30,2435,0,1,1
9544,1655,2002,12124.29,877590,45,1040,0,1,1
9545,3655,1990,21614.32,441484,29,1512,0,1,1
9546,2997,2006,80064.41,735474,47,2600,1,1,1
9547,449,2002,80064.41,616051,42,1316,0,1,1
9550,12021,1994,51493.74,524376,34,3460,0,0,1
9551,9876,2000,105117.0,131749,43,2652,1,1,1
9553,4448,1991,48046.0,714330,27,2080,1,1,1
9554,4540,2008,58760.39,623131,46,2600,1,0,1
9556,4954,1991,43241.4,530241,28,2690,0,1,1
9558,126,1990,123982.8,758187,31,2920,1,1,1
9559,649,2010,120000.0,850398,52,2340,1,1,1
9560,7430,1990,31712.13,450100,30,2080,0,1,1
9561,2619,1989,31712.13,924512,31,2600,1,1,1
9563,3744,1992,38856.66,539288,31,2070,0,0,1
9565,8532,2002,42435.02,108621,39,2548,0,1,1
9567,4087,1991,80076.67,500294,29,3380,1,1,1
9570,9311,1988,27657.07,130936,28,2080,1,1,1
9572,3289,2000,126647.0,845495,43,2385,1,1,1
9575,8323,2002,48497.17,128783,40,2236,1,0,1
9578,3666,1989,54544.51,109091,28,3120,1,1,1
9580,4979,2002,42435.02,170499,37,3120,1,1,1
9582,4930,2002,16974.01,498094,39,2120,0,1,1
9583,9580,2000,75988.2,128803,36,1040,1,1,1
9588,4986,1998,111039.4,840867,40,3380,1,1,1
9590,2619,1991,49782.73,905549,33,2600,1,1,1
9591,3623,2014,52511.8,652301,52,3120,1,1,1
9594,1252,2012,73136.52,751136,54,2340,0,0,1
9595,1252,1993,76981.31,603369,35,2532,0,0,1
9597,8392,1998,33445.6,79705,37,2040,1,1,1
9602,5001,1996,104270.7,606116,34,832,0,1,1
9603,9667,2006,302747.4,96570,45,2340,1,1,1
9604,2605,2006,64917.09,583677,45,2120,0,1,1
9606,5004,1991,48046.0,734966,31,2170,1,0,1
9607,5005,1996,47964.54,757206,33,2080,1,0,1
9608,779,1998,48161.66,669309,33,2912,0,0,1
9610,9969,1988,53470.34,80021,26,2115,1,1,1
9611,3921,2002,59409.03,617425,38,2600,0,1,1
9612,8941,2002,42435.02,99688,38,2340,1,0,1
9613,4816,2000,273810.8,522399,36,3120,1,0,1
9614,1363,1992,77713.32,630386,34,2990,1,1,1
9622,4722,1990,23366.84,619588,29,2600,1,1,1
9624,4892,1992,49736.52,504093,31,2534,1,1,1
9631,6300,2000,25329.4,109969,40,2805,1,0,1
9632,5366,1996,34756.91,608104,34,3120,1,1,1
9633,1018,1992,31085.33,686918,27,2350,0,1,1
9634,2335,1996,54220.79,664981,39,2600,1,1,1
9635,903,1998,72242.49,624618,36,2860,1,1,1
9636,2746,1990,33381.2,473123,30,1040,0,1,1
9637,5088,1991,16015.33,164410,31,2080,0,1,1
9638,5033,2004,55411.35,792548,44,2080,1,1,1
9639,1620,1987,113987.2,710384,29,2600,1,1,1
9640,5033,2008,70917.71,742285,47,2080,1,1,1
9641,5033,2010,85000.0,733887,49,2080,1,1,1
9642,8912,2002,25461.01,115797,43,2080,0,1,1
9643,5669,1988,44251.31,557465,30,2340,0,1,1
9644,12116,2000,53191.74,547567,36,2120,1,1,1
9645,486,1988,47938.92,536234,25,1620,1,0,1
9649,4816,2004,306993.9,565293,40,2600,1,1,1
9652,11791,2010,139500.0,698928,45,2080,1,1,1
9657,6258,2002,96994.34,453978,44,1560,0,0,1
9658,5048,1986,50695.93,632183,26,3170,1,0,1
9659,7451,2000,44959.69,105883,38,2080,0,0,1
9660,8237,1994,66206.24,114642,34,1272,0,1,1
9662,3855,2002,38797.73,679568,38,1040,0,1,1
9663,41,1990,58417.09,143518,28,2710,1,0,1
9666,5054,2002,37888.41,547698,41,1920,1,1,1
9667,4503,1991,32671.28,463635,29,3640,1,0,1
9668,1233,2002,55771.74,709910,42,2704,0,1,1
9669,5056,1994,57378.74,634369,33,2470,1,1,1
9670,7360,1991,48046.0,113758,28,4140,0,0,1
9671,3398,1996,80636.04,552216,33,2600,1,1,1
9672,5498,2002,24248.58,567882,39,2760,0,1,1
9676,4200,2002,42435.02,223499,42,1248,0,0,1
9677,649,2000,123480.8,754544,43,3120,1,1,1
9678,5067,1989,70380.02,450828,26,2340,1,1,1
9679,5067,2010,125500.0,559752,47,2120,1,0,1
9680,3911,1990,22448.85,545322,29,1618,0,0,1
9681,2121,2000,30395.28,718260,42,1730,0,1,1
9685,8947,1996,52774.89,87976,32,2080,1,1,1
9687,3224,1990,83452.98,720048,31,2579,1,1,1
9689,3039,1988,35032.29,568316,28,2080,1,1,1
9690,4862,2002,32735.59,538757,38,1560,1,1,1
9693,12078,1996,27805.53,491899,34,520,0,1,1
9698,12021,1996,25024.98,551623,36,1300,0,0,1
9700,5808,1998,32107.77,104238,38,2808,1,1,1
9701,3208,1996,97319.36,784048,36,2885,1,1,1
9702,2831,1998,29432.13,712664,37,2400,0,1,1
9705,7553,2002,14549.15,106208,45,1976,0,0,1
9706,2010,2012,30394.4,1009825,55,2496,1,1,1
9709,1368,1998,38796.89,569015,37,2860,1,1,1
9710,8194,1992,55953.59,181142,35,2185,0,1,1
9712,5106,1991,68865.94,549730,27,3954,1,1,1
9714,6068,1990,123982.8,357770,32,2580,0,0,1
9715,120,1992,140389.1,510100,30,4295,1,0,1
9718,5122,1989,54544.51,673930,30,2440,1,1,1
9720,5122,2000,69655.85,824696,41,2860,1,1,1
9721,963,1987,47984.89,462519,25,2080,0,1,1
9722,5168,2012,20516.22,703890,51,2340,1,1,1
9724,3957,1987,47984.89,190945,26,3000,1,0,1
9726,3322,1992,17096.93,217281,33,2042,0,0,1
9727,9305,2006,90883.93,195197,43,1560,0,0,1
9729,6800,1987,30710.33,111335,26,2420,1,1,1
9730,5784,1993,93585.13,123524,35,2695,1,1,1
9733,4339,1988,40563.7,652635,25,2600,0,0,1
9735,3628,1998,197957.8,827724,41,2600,1,1,1
9736,2462,2000,16717.4,595204,41,2080,0,1,1
9739,2504,1990,30043.07,656622,30,1610,1,0,1
9740,5142,1998,33445.6,138222,37,1590,0,0,1
9743,9885,2008,17222.87,126969,49,3120,0,1,1
9745,2421,2012,33243.88,781192,53,3276,1,1,1
9746,5983,1996,59781.89,207767,34,2080,0,0,1
9748,5151,2000,53191.74,698959,41,2600,0,1,1
9751,3002,1993,27169.88,144642,29,2490,1,1,1
9752,4491,1993,152374.7,448819,31,2132,1,0,1
9755,5162,1998,78931.61,536060,36,3120,0,1,1
9756,7151,1994,35310.0,328660,34,2485,1,0,1
9758,5166,2000,56991.15,616290,36,3380,1,1,1
9763,7978,1996,31281.22,72548,33,2600,1,1,1
9764,5178,2000,64589.97,767788,39,2340,1,1,1
9768,3113,1996,38927.74,644857,36,3692,0,1,1
9769,209,1989,52785.01,554034,29,2080,1,0,1
9770,10035,2002,33948.02,164905,40,938,1,0,1
9771,5187,2002,33948.02,732025,41,2600,1,0,1
9772,5188,2002,50922.03,751088,43,2444,0,0,1
9776,5191,1996,35174.0,629190,36,2340,0,1,1
9777,10505,2008,81048.81,79106,47,2808,1,1,1
9778,5579,2000,122847.6,493340,38,2600,1,1,1
9779,7360,1996,192935.6,114824,33,2860,0,1,1
9781,4765,2012,81684.95,662644,49,2860,1,0,1
9782,5206,1998,32107.77,615212,38,2944,1,0,1
9783,5195,1993,27169.88,485826,31,2495,0,1,1
9785,3541,1994,23540.0,162084,32,2860,1,1,1
9788,3026,1991,130494.5,712702,30,2670,1,0,1
9789,2840,1994,38252.5,813051,30,2080,0,1,1
9793,5213,1991,80076.67,507926,31,2450,1,1,1
9797,8390,1989,42228.01,98933,26,2600,1,1,1
9798,9368,1990,53409.91,104356,28,2934,1,1,1
9804,9447,1986,41749.59,80564,28,2450,1,0,1
9807,5226,1989,46626.76,589167,31,2505,1,1,1
9812,355,2000,88652.9,634391,36,2860,1,1,1
9815,12034,1990,41726.49,521883,28,2327,0,0,1
9816,1309,1989,110560.0,553690,27,2360,1,0,1
9817,1787,1998,37459.07,705006,35,2080,0,1,1
9819,7679,2000,39260.57,191528,36,2392,0,1,1
9820,859,1994,54436.24,659430,33,3015,1,1,1
9824,5860,2004,80808.22,132379,42,3120,1,1,1
9825,5241,1996,76465.21,615475,32,2080,0,1,1
9826,8891,1992,46627.99,72680,28,2524,1,0,1
9827,5243,1998,49499.48,162227,39,4024,1,0,1
9829,4407,1994,70619.99,667940,33,2690,1,0,1
