"person","year","labinc","wt","age","hours","male","married","pp"
6508,1998,32910.47,333035,39,2080,1,1,0
12304,1998,46823.84,124274,38,2080,0,1,0
5921,1998,86958.55,292129,38,1872,1,1,0
9486,1998,24080.83,69981,35,2030,1,1,0
1210,1998,28827.6,141248,37,2288,0,0,0
4859,1998,28094.3,503263,38,2080,1,1,1
9037,1998,7358.031,142039,39,1090,0,0,0
3784,1998,18729.54,457251,37,2080,0,0,0
8688,1998,24080.83,190371,34,2080,0,1,0
2144,1998,73580.31,797096,38,3120,1,0,1
1741,1998,26324.36,758686,37,2340,1,0,0
1700,1998,58864.25,207242,40,2080,1,0,0
9109,1998,13378.24,129752,34,1292,0,1,1
8260,1998,32776.68,124489,39,2295,0,1,0
6312,1998,20067.36,115704,34,2420,0,0,0
6452,1998,9364.768,219735,39,1872,1,0,0
11760,1998,17122.68,208479,35,780,1,0,0
9282,1998,16053.89,77089,38,1304,1,1,0
5688,1998,16053.89,908450,41,2480,1,0,0
3612,1998,24080.83,534699,35,2080,1,0,1
11800,1998,93647.67,613695,40,2340,0,1,0
5684,1998,26422.53,149143,38,1944,0,0,0
1555,1998,18324.17,723811,37,2280,1,0,1
2497,1998,48161.66,674807,34,2080,1,1,0
7664,1998,52175.13,243520,34,2080,1,0,0
6888,1998,50837.31,140081,41,2080,1,1,1
4615,1998,5351.295,585241,33,1165,1,0,0
6770,1998,21405.18,227185,35,904,1,1,0
8498,1998,30769.95,200540,36,2120,1,0,1
6221,1998,8695.855,150002,35,1040,0,0,0
5713,1998,11050.43,592785,34,1036,0,1,0
5557,1998,53512.96,625945,41,1976,0,1,0
428,1998,12040.42,804570,40,572,0,1,0
6422,1998,13378.24,119046,40,1820,0,1,0
4583,1998,17739.54,659769,33,1400,1,0,0
3838,1998,46154.93,538469,33,2080,1,0,0
4143,1998,26756.48,512177,35,1760,1,1,0
6150,1998,11371.5,215989,33,2380,0,0,0
10574,1998,33445.6,108777,36,3344,1,1,0
1057,1998,24080.83,295607,41,1872,0,0,0
5731,1998,37459.07,77712,38,2080,1,1,0
8971,1998,53512.96,90933,36,2080,1,0,0
6029,1998,20067.36,86121,38,1400,1,0,0
5854,1998,24080.83,102154,39,1600,1,0,0
6297,1998,5351.295,118402,39,1560,0,0,0
5841,1998,26488.91,129809,40,2600,0,1,0
4580,1998,11103.94,784674,38,1540,0,0,0
1150,1998,18729.54,204473,34,2080,1,1,0
343,1998,6256.244,175286,39,2592,0,1,0
10130,1998,42810.36,118515,38,1976,0,0,0
10165,1998,30769.95,117950,38,2496,1,1,0
273,1998,74918.14,772694,38,2080,1,1,0
4015,1998,24749.74,138723,35,1820,0,1,1
7804,1998,7491.814,224297,35,1201,0,1,0
3215,1998,37414.92,853242,40,2080,1,1,0
4078,1998,11516.38,545885,33,680,0,1,0
9567,1998,27125.74,125747,38,2800,0,0,0
8642,1998,20067.36,101335,36,2120,0,0,0
8209,1998,16053.89,350546,40,2080,1,0,1
7676,1998,80269.44,176673,35,2880,1,1,1
772,1998,86958.55,1087496,38,3753,1,0,1
12050,1998,52844.04,262024,39,2080,1,0,0
3420,1998,40134.72,809882,39,1310,1,0,0
6154,1998,37459.07,198026,40,2080,0,0,0
6939,1998,12709.33,80143,41,1040,0,1,1
10011,1998,48161.66,97325,37,3380,0,1,1
6555,1998,16722.8,199973,33,2080,0,0,0
2734,1998,16053.89,148498,37,1560,1,0,1
2387,1998,35318.55,140028,34,2600,0,1,1
4674,1998,33445.6,679422,38,2496,0,1,0
170,1998,22743.01,598560,41,1820,0,0,0
7567,1998,10702.59,284579,34,2040,1,0,1
1560,1998,10702.59,803794,36,1445,1,0,1
9098,1998,22743.01,108153,39,2600,1,0,0
4469,1998,28094.3,499001,37,2080,0,1,1
1037,1998,20736.27,518217,37,2340,0,0,1
9329,1998,80269.44,199732,34,2600,1,1,0
6836,1998,40134.72,267808,40,1456,1,0,1
277,1998,29432.13,716905,38,1976,1,0,1
3687,1998,46823.84,500892,37,1664,0,1,0
6338,1998,17391.71,194389,41,2080,0,1,0
10573,1998,26756.48,90722,39,2288,0,0,0
9899,1998,33445.6,99938,40,1820,0,1,1
6129,1998,9364.768,182541,37,1040,0,1,1
10159,1998,21405.18,140455,33,2030,0,0,0
491,1998,53512.96,619377,39,2160,0,1,1
1714,1998,30769.95,213527,40,1240,0,0,0
4077,1998,33445.6,590688,36,2320,0,0,1
9946,1998,25686.22,95328,41,2860,0,0,1
10313,1998,10702.59,127842,35,672,0,0,1
11847,1998,8026.943,633396,37,1040,0,1,0
2525,1998,6421.555,557113,38,2420,0,1,0
9980,1998,9364.768,148078,39,1664,0,1,1
1839,1998,20067.36,176034,33,1650,0,1,1
2273,1998,26756.48,272631,33,2080,1,0,0
942,1998,40803.63,472006,37,1560,0,1,1
5912,1998,20267.29,235083,38,2080,1,1,1
6433,1998,49499.48,196598,37,2080,1,1,1
11844,1998,18729.54,236358,36,2080,1,0,1
12021,1998,56188.61,548853,37,2868,0,0,1
3596,1998,60202.07,609449,34,2080,1,1,0
9847,1998,80269.44,87047,34,3740,1,0,0
1065,1998,19218.4,626490,39,789,0,1,1
672,1998,40134.72,161831,34,2711,1,1,0
5224,1998,61539.9,572226,40,2340,0,1,0
5399,1998,32107.77,425116,35,3900,1,1,1
414,1998,22074.09,688969,34,2600,0,1,1
10237,1998,12512.49,113734,35,3740,0,0,0
2102,1998,46823.84,697289,40,2530,0,1,1
9286,1998,12040.42,133933,34,1360,0,1,0
5089,1998,7356.249,152163,35,1380,0,1,0
8006,1998,26756.48,81995,36,1920,0,1,0
6068,1998,86958.55,380607,40,2860,0,0,0
213,1998,93647.67,500090,35,1300,1,0,0
6971,1998,14448.5,213030,37,1560,0,0,0
3879,1998,16053.89,754773,38,2600,0,1,0
2289,1998,13244.46,546838,38,2259,0,1,1
4766,1998,16053.89,431848,37,1980,0,1,0
1288,1998,40134.72,192507,40,3900,1,0,0
1954,1998,7358.031,507421,37,1664,0,1,0
5578,1998,24080.83,503461,35,2340,0,1,1
2196,1998,18729.54,595541,41,880,0,1,0
2828,1998,13378.24,616925,37,780,0,0,1
5574,1998,25418.65,498507,38,2080,0,0,0
2356,1998,12843.11,154659,34,2041,0,0,0
1583,1998,17595,694609,40,2040,0,1,0
5469,1998,52580.41,523435,34,2080,0,1,1
8334,1998,24080.83,74659,34,1560,0,1,0
3051,1998,18729.54,471088,35,560,0,0,0
4864,1998,7358.031,498489,35,1300,0,1,0
2383,1998,14716.06,87560,35,1300,0,1,0
5152,1998,11795.59,533446,35,1280,0,0,0
3523,1998,8847.029,543773,35,768,0,1,0
9257,1998,18060.62,109892,38,1300,0,1,0
7443,1998,23031.49,167410,37,1594,0,0,0
7492,1998,16053.89,201788,35,2080,0,0,1
3876,1998,42810.36,518640,36,2080,0,1,1
1648,1998,13378.24,572891,36,1560,0,1,0
10321,1998,22743.01,99500,36,2012,0,0,1
2423,1998,9986.855,697908,39,1380,1,0,1
12086,1998,6020.208,477935,36,1560,0,0,0
3542,1998,13968.28,228185,40,2080,0,0,0
9955,1998,20870.05,78079,36,2080,0,1,0
2934,1998,41558.52,790612,36,1300,0,1,0
4748,1998,22074.09,494712,38,1820,0,0,0
5502,1998,23652.73,522226,36,2184,0,1,0
7300,1998,17659.28,157981,35,2496,0,0,1
4785,1998,22743.01,486284,35,1872,0,1,0
4085,1998,64215.55,519047,34,1560,0,1,0
3331,1998,22743.01,752871,39,2656,1,1,0
7949,1998,9097.202,75588,36,1160,0,1,0
10336,1998,20067.36,95266,35,2080,0,1,0
3354,1998,40134.72,443441,36,1872,1,0,0
2451,1998,40134.72,673832,38,2600,1,1,0
1510,1998,27425.39,724858,34,2080,0,0,0
10478,1998,14716.06,112989,36,1735,0,0,1
1927,1998,17391.71,563801,36,1664,0,1,0
8144,1998,24080.83,88169,34,2080,0,1,0
8690,1998,25024.98,192272,34,3328,0,0,0
8602,1998,42810.36,173347,37,2080,1,1,0
3648,1998,5030.889,500892,37,3040,0,1,0
6765,1998,21114,126230,35,840,0,0,0
4323,1998,20067.36,140956,37,860,0,1,0
708,1998,9364.768,789966,38,1188,0,1,0
4105,1998,15582.97,586215,39,2080,0,1,0
3839,1998,16053.89,652993,39,1040,0,1,0
1544,1998,26756.48,533284,36,1095,0,1,0
307,1998,27024.04,788690,40,1840,0,1,0
3204,1998,29030.78,826141,34,2080,0,0,0
4867,1998,9364.768,500892,37,1560,0,0,0
9854,1998,18729.54,80740,35,2040,1,0,0
2591,1998,13759.52,522226,35,2080,0,1,0
1451,1998,22873.5,116119,35,728,0,1,1
8932,1998,37459.07,70126,36,1820,0,1,0
5749,1998,17659.28,75865,35,2600,1,0,1
1551,1998,33445.6,570472,40,2004,0,1,0
12237,1998,20028.72,162929,41,2080,1,0,1
7262,1998,17391.71,195545,33,1820,1,0,0
8441,1998,12709.33,397761,41,1744,1,0,1
2040,1998,10812.29,524066,36,1615,1,0,1
7869,1998,21405.18,102304,36,2080,0,1,0
9307,1998,53512.96,193984,35,2080,1,0,0
4742,1998,24080.83,554834,39,2080,0,0,1
3728,1998,14716.06,635644,39,1805,0,0,0
9542,1998,10102.73,106456,35,1888,0,1,0
4924,1998,29432.13,580083,39,2184,0,1,1
1942,1998,13378.24,594050,38,2080,0,1,0
7476,1998,20067.36,256365,34,2000,0,0,0
2077,1998,8026.943,682979,41,2080,0,1,0
1339,1998,26756.48,589061,35,2080,0,0,0
1921,1998,10702.59,655744,39,1155,0,1,0
28,1998,18729.54,758203,34,2426,0,0,1
9205,1998,5004.996,105741,36,1401,0,0,1
2281,1998,22743.01,727564,40,1050,0,1,0
9264,1998,33445.6,112275,37,2080,0,0,0
9619,1998,32107.77,249274,40,2000,0,0,0
1947,1998,16053.89,531584,37,1820,0,1,1
4293,1998,42810.36,704967,41,2080,1,1,1
8954,1998,49499.48,76527,34,3120,1,0,1
2336,1998,77593.79,717435,41,650,1,1,1
7883,1998,31907.1,168647,37,2340,0,1,1
3347,1998,32107.77,590108,41,2080,0,0,1
2138,1998,37459.07,539130,36,2220,1,1,1
818,1998,101674.6,926978,40,1820,1,1,0
2215,1998,29432.13,534464,37,2810,0,1,0
924,1998,197957.8,611386,36,4940,1,1,1
6828,1998,33445.6,112813,41,2080,0,0,1
3805,1998,42810.36,546973,35,2600,1,1,1
4271,1998,73580.31,166783,35,2080,1,1,1
1990,1998,15786.32,598560,40,2924,0,1,1
1810,1998,197957.8,578779,35,2080,1,0,0
5398,1998,90972.02,500470,35,2340,1,1,1
4368,1998,43880.63,734190,40,2100,0,1,0
2566,1998,25418.65,523225,38,2080,0,1,1
1427,1998,85620.73,763127,34,2528,0,0,1
3672,1998,197957.8,761949,41,5200,1,1,0
174,1998,54630.04,134626,37,1868,0,1,1
6802,1998,53512.96,140288,36,2080,1,0,0
4805,1998,20067.36,564067,36,1810,1,0,1
6617,1998,66891.2,137115,34,2160,1,0,1
6818,1998,62877.72,138243,34,1924,0,0,1
522,1998,33445.6,232975,35,2080,0,0,0
1846,1998,197957.8,1031033,40,2450,1,1,1
7819,1998,30769.95,151473,38,2080,0,0,0
6358,1998,23010.57,102034,35,1965,0,0,1
12116,1998,36121.25,536066,34,2080,1,1,0
3685,1998,107025.9,736332,40,1820,1,1,1
61,1998,44683.32,538309,35,2080,0,1,1
2889,1998,98998.97,657401,35,2080,0,0,1
7107,1998,37726.63,145664,36,2600,0,0,1
12185,1998,17243.1,215730,37,1820,0,1,0
500,1998,52175.13,555520,34,2080,0,0,1
1968,1998,49365.7,560431,35,1976,0,0,1
3815,1998,100336.8,577367,34,2756,1,0,1
9419,1998,64215.55,120673,38,2340,1,1,1
5666,1998,82945.08,842348,39,2600,1,1,1
12053,1998,64215.55,210796,36,2686,1,1,0
4161,1998,42810.36,564279,34,1880,1,0,0
3781,1998,64215.55,500050,38,2340,0,1,1
6870,1998,40134.72,179901,36,920,0,1,1
3243,1998,40134.72,765505,40,1040,0,0,1
5439,1998,72643.84,451359,35,2236,1,1,1
11774,1998,33445.6,521187,36,1610,0,1,1
1504,1998,197957.8,1093231,40,2340,1,1,1
3516,1998,49499.48,653489,35,2340,1,0,0
2743,1998,8026.943,144736,36,1820,0,0,1
2233,1998,50837.31,601544,33,2080,1,1,1
881,1998,77593.79,672865,38,2600,1,1,1
10752,1998,37459.07,346696,39,2080,0,1,0
1104,1998,45486.01,792434,40,1225,0,1,0
1924,1998,16053.89,579067,35,3776,1,1,1
11,1998,33445.6,956809,38,1100,1,0,1
2371,1998,26756.48,557457,37,3120,1,1,0
863,1998,82945.08,935429,38,3120,1,1,1
4621,1998,127093.3,663151,36,2600,1,1,0
12068,1998,29432.13,167868,35,3518,1,0,0
3405,1998,64215.55,679025,33,3260,1,1,0
10168,1998,21405.18,123688,38,1880,0,1,0
8042,1998,40134.72,294238,34,2080,0,0,0
3307,1998,28094.3,278266,41,1820,1,0,1
4528,1998,22475.44,654313,41,752,0,0,0
9020,1998,53512.96,108394,37,3120,1,1,0
1435,1998,16053.89,173484,38,2080,0,0,0
11960,1998,80269.44,180026,37,1820,1,1,1
9092,1998,20134.25,104278,36,2080,0,1,1
4125,1998,30769.95,526973,35,2080,0,0,0
822,1998,10702.59,971761,40,1090,1,1,1
5802,1998,197957.8,86186,36,1300,0,1,1
1952,1998,197957.8,571811,34,5040,1,1,1
12034,1998,120404.1,541430,36,2860,0,1,1
1144,1998,93647.67,695010,36,2295,1,0,0
2499,1998,113987.2,577053,38,2780,0,0,1
1652,1998,13378.24,620781,36,520,0,1,1
475,1998,16053.89,667548,34,1664,0,0,0
1345,1998,53512.96,743196,40,2340,1,1,1
5654,1998,40134.72,677898,38,1040,0,1,1
1174,1998,197957.8,839809,38,2080,1,1,1
2146,1998,10702.59,723390,38,1074,0,0,1
3322,1998,10702.59,237443,39,1100,0,0,0
2088,1998,30769.95,515431,36,1300,0,1,1
3410,1998,46823.84,764253,38,3134,1,1,1
5496,1998,41472.54,725849,41,3380,1,1,0
3675,1998,70904.66,593182,33,2860,1,1,0
5191,1998,20736.27,626031,37,1560,0,1,1
2939,1998,92309.85,727241,40,2340,1,1,1
2189,1998,56188.61,528627,35,2600,1,1,1
3134,1998,24080.83,799274,39,1920,0,0,0
8348,1998,28763.21,96306,34,2080,1,1,0
7144,1998,6689.12,171024,35,1664,0,0,0
3258,1998,38796.89,1023809,40,2080,1,1,1
5460,1998,21405.18,191947,39,2080,0,0,0
4371,1998,54850.78,577320,36,2080,0,1,1
9033,1998,16053.89,118446,33,2345,0,1,0
547,1998,50837.31,1064960,40,2704,1,1,1
6996,1998,100336.8,176775,35,2510,1,1,1
1545,1998,13378.24,917648,38,2280,1,0,0
12027,1998,22743.01,548337,36,2080,0,1,1
3753,1998,13378.24,509909,37,1248,0,1,0
8976,1998,37459.07,135777,38,2600,1,1,1
8264,1998,49736.52,134332,40,720,0,0,1
3776,1998,20067.36,614357,34,1664,1,1,0
240,1998,26756.48,572810,35,2080,0,1,0
3108,1998,34783.42,578032,37,1960,0,1,1
5259,1998,18729.54,553030,38,2040,0,1,0
4948,1998,77593.79,793562,38,2080,0,1,1
4394,1998,197957.8,653126,36,1440,1,1,1
4491,1998,197957.8,508983,36,5200,1,0,1
8239,1998,48161.66,102438,35,2080,1,0,1
1574,1998,44148.19,634575,36,2080,1,1,0
11845,1998,42810.36,124859,37,2340,0,1,1
662,1998,16053.89,504494,35,1248,0,1,0
1653,1998,197957.8,950057,41,2340,1,0,1
5450,1998,9364.768,417970,37,1590,0,1,0
5358,1998,197957.8,503812,35,1820,1,0,1
8552,1998,33445.6,109619,33,2652,1,0,1
8684,1998,34783.42,182501,33,3742,0,0,1
3900,1998,21405.18,629027,33,2405,0,0,1
12032,1998,13378.24,768128,34,1820,0,1,1
959,1998,77593.79,732154,38,2496,1,1,1
2714,1998,60202.07,623727,37,4160,1,0,1
2134,1998,10702.59,560185,35,1175,0,1,1
3293,1998,20067.36,650714,40,2300,0,1,1
3874,1998,127093.3,579175,37,2340,1,1,1
3086,1998,120404.1,776029,33,2184,1,1,1
7626,1998,26756.48,168397,34,2080,0,0,1
10060,1998,29432.13,91867,41,2080,0,1,0
2724,1998,96323.32,590107,35,2710,1,1,1
5799,1998,56188.61,111526,34,2184,0,1,1
5028,1998,197957.8,596153,39,1976,0,1,1
5918,1998,29432.13,285040,33,4340,1,0,1
1312,1998,12709.33,646196,40,2080,0,1,1
9574,1998,40134.72,93058,38,2080,0,1,1
1711,1998,5351.295,881473,37,1160,0,1,0
7563,1998,100336.8,287019,33,2540,1,1,1
2249,1998,26756.48,574363,34,2080,0,1,0
4058,1998,108363.7,587015,34,2430,1,1,1
1252,1998,197957.8,632119,40,2600,0,0,1
5746,1998,13378.24,113656,33,1820,0,0,1
406,1998,20736.27,536795,34,2028,1,0,1
264,1998,33445.6,515431,36,1760,0,0,1
5334,1998,66891.2,578044,37,2120,1,1,1
3896,1998,120404.1,620422,39,2080,0,0,1
2868,1998,76255.96,782138,40,2792,1,1,1
5759,1998,68229.02,270822,33,2860,1,1,1
815,1998,18729.54,749089,38,2104,1,0,0
6674,1998,34783.42,79794,40,1085,0,1,1
7955,1998,5351.295,100849,41,1300,1,0,0
3127,1998,17391.71,698419,36,2260,1,1,0
5763,1998,28094.3,180521,36,2286,0,0,1
212,1998,69566.84,680105,37,2600,1,1,0
2482,1998,16053.89,427258,37,2080,0,1,0
9929,1998,94985.5,137345,36,2652,1,0,1
7119,1998,113715,243925,34,3545,1,0,1
3376,1998,40134.72,584910,37,2600,1,1,0
4060,1998,60202.07,688598,40,2500,0,0,1
3965,1998,77593.79,655210,35,2340,1,1,1
5369,1998,57526.43,477505,36,2600,0,1,0
1641,1998,60202.07,145492,40,2430,1,1,1
7115,1998,19398.45,190718,35,2080,0,0,1
9661,1998,74918.14,108858,39,4160,0,0,1
4934,1998,8026.943,472270,37,2340,0,1,1
2927,1998,73580.31,537016,37,2080,1,1,1
87,1998,24080.83,187904,35,4160,1,0,0
22,1998,46823.84,747383,35,2340,0,1,1
5726,1998,56188.61,109355,35,1560,1,1,1
4240,1998,41472.54,808579,35,2340,1,1,1
11781,1998,48964.36,584097,34,2080,0,1,1
472,1998,17391.71,578803,35,1248,0,1,0
655,1998,45486.01,505759,38,2600,0,1,1
8681,1998,42890.63,103871,37,2340,1,1,0
7679,1998,32107.77,177778,34,1872,0,1,1
2032,1998,42810.36,611417,33,3126,1,0,0
6110,1998,46823.84,207141,39,2600,1,0,1
7361,1998,7180.101,98240,37,2080,0,0,1
11823,1998,80269.44,633803,37,520,1,1,1
5887,1998,36121.25,330736,39,1300,0,1,0
10455,1998,17391.71,105925,37,2658,1,1,1
5233,1998,54392.24,471088,35,1340,0,1,0
4688,1998,197957.8,775325,38,5460,1,1,1
9095,1998,20067.36,117628,38,1415,0,1,0
12278,1998,22743.01,74551,35,1040,0,0,0
10488,1998,124417.6,79666,34,2080,1,1,1
12259,1998,197957.8,120673,38,2392,1,1,1
2260,1998,24080.83,162960,36,2600,0,1,1
3457,1998,24080.83,496115,36,1820,0,1,0
5340,1998,18729.54,668934,39,1664,0,0,0
1433,1998,52175.13,197794,35,2600,1,0,1
2842,1998,53512.96,1112753,41,2860,1,0,1
1610,1998,10702.59,667653,39,1612,0,1,0
486,1998,127093.3,584370,34,2600,1,1,1
3465,1998,6689.12,503461,34,986,0,1,0
11780,1998,197957.8,585611,37,2600,1,1,1
3394,1998,37244.86,362663,40,2080,1,1,1
6008,1998,21377.09,232613,35,2585,1,1,1
229,1998,17391.71,602662,35,950,0,0,1
9655,1998,46823.84,163164,34,2716,0,0,1
8907,1998,32107.77,103307,36,2912,1,0,1
4972,1998,12040.42,771515,36,1560,0,1,0
5013,1998,42810.36,100784,34,2080,1,1,1
8194,1998,17124.15,182603,41,1300,0,1,1
1819,1998,30769.95,190904,35,2340,1,0,0
979,1998,100336.8,574801,38,2600,0,1,0
2744,1998,12843.11,596489,40,1456,0,0,0
1477,1998,36121.25,947729,39,2080,1,0,1
3071,1998,53512.96,264242,34,2080,1,0,0
1863,1998,6956.684,722183,39,624,0,1,1
10057,1998,17391.71,114409,38,3773,1,0,0
2437,1998,109701.6,526651,37,2080,0,0,1
1019,1998,41472.54,729460,33,1560,0,1,1
9822,1998,53512.96,133618,34,2080,1,1,1
6653,1998,29432.13,128989,40,2600,1,1,1
615,1998,9364.768,671066,37,1300,0,1,0
8615,1998,13378.24,114309,39,1820,0,0,0
4388,1998,41472.54,805569,38,1987,1,0,0
9609,1998,17530.84,108118,37,2080,0,1,0
5342,1998,73580.31,577028,34,2704,1,1,1
7687,1998,16053.89,322927,39,1125,0,1,1
8977,1998,36121.25,171631,38,2080,0,0,0
4760,1998,36121.25,584979,34,2080,1,0,1
9863,1998,10033.68,73955,35,945,0,0,1
3207,1998,38796.89,894463,40,2184,1,1,1
2116,1998,38796.89,667755,36,2080,1,1,1
1007,1998,197957.8,771513,40,1935,1,1,1
2527,1998,86958.55,562833,34,2600,1,1,1
10065,1998,64215.55,136369,39,2600,1,1,1
12003,1998,14047.15,595621,34,2080,0,0,0
1788,1998,42810.36,609627,33,2000,1,0,0
8869,1998,5217.513,117504,39,1664,0,1,0
1017,1998,38127.98,563935,36,2080,0,1,1
6854,1998,32107.77,188625,36,2080,0,0,0
372,1998,32928.22,585611,36,880,1,1,0
2435,1998,33445.6,524124,35,2080,0,0,0
9322,1998,44148.19,143097,36,2080,0,0,0
4438,1998,34783.42,547211,35,2255,0,1,0
9660,1998,37951.39,131423,40,2340,0,0,1
1064,1998,49499.48,829542,40,2444,1,1,1
1710,1998,56188.61,1118147,40,2080,1,0,1
262,1998,10702.59,563676,38,840,0,1,0
4675,1998,46823.84,510561,38,1672,0,1,0
4021,1998,33445.6,168956,33,2340,0,1,0
3560,1998,24080.83,589417,34,2080,0,1,1
6893,1998,20067.36,152354,37,1936,0,0,1
6515,1998,39465.8,129752,34,2080,0,1,1
4294,1998,90233.37,590589,38,1040,0,1,0
4097,1998,49845.98,511474,36,4300,0,1,1
298,1998,37459.07,227545,34,2080,0,1,0
9565,1998,33445.6,93948,37,2600,1,0,0
8658,1998,36121.25,100430,36,2080,0,1,0
3091,1998,40134.72,720888,33,2496,0,0,1
1443,1998,18729.54,617384,35,2481,0,1,1
1140,1998,48161.66,531790,40,1820,0,1,0
950,1998,33445.6,555024,34,2080,0,1,1
1553,1998,32107.77,581088,38,2160,0,1,1
9930,1998,36121.25,78022,36,2080,0,1,0
4337,1998,24080.83,746836,38,2080,0,1,0
839,1998,22743.01,205450,38,2912,0,1,1
1769,1998,9364.768,524659,34,1248,0,1,0
3191,1998,34783.42,168276,35,2080,0,0,0
3758,1998,16053.89,577739,37,832,0,1,0
2308,1998,17391.71,613024,34,2080,0,1,0
2758,1998,11000,639196,33,1768,0,0,1
2243,1998,29432.13,474083,37,1560,0,1,1
2162,1998,40134.72,573683,35,520,0,1,0
4423,1998,28094.3,497870,36,1620,0,1,1
5463,1998,28094.3,525910,35,2340,1,1,0
9901,1998,37459.07,123984,39,2080,1,0,0
1531,1998,30769.95,722284,36,2368,0,0,0
2819,1998,14716.06,552785,39,1872,0,1,1
6206,1998,14716.06,241567,39,2800,0,0,0
4753,1998,22743.01,539909,39,2080,0,0,1
1949,1998,42810.36,661937,41,2080,0,1,0
4951,1998,22743.01,671490,38,2120,0,1,0
2064,1998,26756.48,672386,40,2080,0,0,1
2592,1998,27559.17,529959,34,2080,0,1,0
2066,1998,32107.77,560972,35,2080,0,1,1
8152,1998,46823.84,108429,36,2080,0,1,1
6245,1998,21405.18,293393,38,2080,0,0,0
2834,1998,22743.01,787822,40,2080,0,1,0
2104,1998,37508.57,697289,41,2080,0,1,1
3249,1998,30769.95,633208,36,2340,0,1,1
2285,1998,60202.07,804502,41,3328,0,1,1
2402,1998,24080.83,584968,39,2080,0,0,0
5351,1998,32509.12,488886,35,2340,0,0,0
2645,1998,6287.772,108441,35,710,0,1,0
3893,1998,16053.89,556457,35,832,0,1,0
2035,1998,21405.18,506773,35,2080,0,1,1
6313,1998,38796.89,110246,37,2080,0,1,0
712,1998,37459.07,761780,39,2288,0,1,0
6028,1998,18729.54,110123,35,1900,0,0,0
4594,1998,8026.943,590877,39,1674,0,1,1
6019,1998,30101.04,473344,39,2600,0,0,1
5225,1998,37459.07,505575,37,1819,0,1,1
141,1998,37459.07,520162,35,2236,0,0,1
4865,1998,14716.06,571843,34,1248,0,1,1
8422,1998,17391.71,142766,36,2160,0,1,1
2154,1998,16891.2,633827,38,2080,0,1,0
7959,1998,23411.92,78999,35,2080,0,1,0
121,1998,34783.42,668097,33,2184,0,0,1
3790,1998,20067.36,600609,38,2080,0,0,0
5701,1998,82945.08,557124,34,2340,0,0,1
5797,1998,36121.25,92903,37,2600,0,0,1
1629,1998,62610.16,490903,36,2080,0,1,1
9885,1998,46823.84,118088,39,2340,0,1,1
12097,1998,53512.96,655818,36,2318,0,1,1
4218,1998,13378.24,536040,37,2496,0,1,0
608,1998,14716.06,769923,38,1248,0,1,0
7198,1998,28094.3,284341,36,2080,0,1,1
5652,1998,20334.92,580134,38,2080,0,0,0
498,1998,77593.79,837798,40,2080,1,1,0
6735,1998,40134.72,232819,39,1820,1,0,1
6741,1998,33350.07,104211,36,2340,0,0,1
2275,1998,18729.54,624297,33,2000,0,1,0
7096,1998,36121.25,218814,39,2080,0,0,0
3877,1998,28094.3,567185,37,2600,0,1,0
5370,1998,12040.42,547451,34,1664,0,1,1
665,1998,29432.13,577400,33,2340,0,1,1
1986,1998,21405.18,507746,35,2652,0,1,0
2270,1998,26756.48,190787,38,2080,0,0,0
745,1998,38127.98,244586,41,1976,0,0,0
4212,1998,24080.83,219695,33,2288,0,0,0
3245,1998,42810.36,700701,34,2080,0,1,0
2136,1998,33445.6,624953,39,2080,0,0,0
8000,1998,53512.96,189623,41,2600,0,1,0
12255,1998,45954.25,160248,37,1960,1,0,0
12025,1998,23856.91,486292,36,1560,0,1,1
2205,1998,25284.87,456525,36,2080,0,1,1
1913,1998,19018.91,686313,34,1456,0,1,0
3770,1998,44148.19,542985,37,2080,0,1,1
10551,1998,20067.36,95249,35,1134,0,1,0
8001,1998,26756.48,202334,40,2176,0,0,1
3269,1998,33445.6,150337,39,1640,0,0,1
9541,1998,18729.54,78776,35,1920,0,1,1
7049,1998,22743.01,163674,36,2080,0,1,0
963,1998,80269.44,505819,35,2236,0,1,1
11987,1998,21405.18,669048,38,2080,0,1,0
1683,1998,57526.43,845025,40,2080,0,1,0
8044,1998,12843.11,246698,36,1456,0,1,0
2914,1998,36121.25,148498,37,2080,1,0,1
276,1998,17391.71,515431,36,2016,0,1,1
7388,1998,29164.56,169090,36,2340,0,1,0
7797,1998,20067.36,205041,35,1480,0,0,0
7432,1998,54850.78,182047,36,2080,0,1,0
12040,1998,18729.54,515597,34,1760,1,0,0
2326,1998,32107.77,609181,37,2496,1,0,1
1514,1998,50837.31,771834,38,2080,0,1,0
6711,1998,37459.07,84551,35,2320,0,1,0
373,1998,27425.39,544446,39,1976,0,1,0
4962,1998,25418.65,647472,34,2340,0,1,1
3364,1998,37459.07,612212,38,2340,0,1,1
6901,1998,11772.85,274373,36,1300,0,0,0
774,1998,26756.48,817016,37,2444,1,0,0
2576,1998,24080.83,456492,35,2400,1,1,0
10444,1998,21405.18,114974,34,2000,0,1,1
821,1998,64215.55,744174,40,2080,0,0,0
7378,1998,25418.65,186358,39,2080,0,1,0
969,1998,33445.6,561858,39,2080,0,0,1
2967,1998,24080.83,138946,33,1820,1,0,0
2725,1998,26756.48,622043,33,3340,1,0,1
1965,1998,26756.48,580139,37,2080,0,1,0
7802,1998,38252.5,209379,36,2080,0,0,0
5781,1998,21672.75,71130,34,2080,0,0,0
89,1998,49499.48,287630,39,1976,0,1,0
