"person","year","labinc","wt","age","hours","male","married","pp"
1970,1990,46733.67,509315,27,2816,1,0,0
5313,1990,33381.2,524242,26,2450,1,1,0
6456,1990,18359.66,225618,30,2340,1,0,0
2227,1990,28374.01,652034,31,2080,1,1,0
3473,1990,123982.8,453109,28,2080,1,1,1
6927,1990,35050.25,122295,28,2210,1,1,0
4357,1990,53409.91,688969,31,1480,1,1,0
6193,1990,18359.66,227259,30,2516,1,0,0
4610,1990,16690.6,470451,28,1960,1,0,1
9390,1990,50071.79,89404,32,2520,1,0,0
10461,1990,33381.2,225604,32,1760,1,1,0
9250,1990,26704.96,79740,26,1720,1,1,0
4905,1990,5875.09,140256,29,1040,1,1,0
12548,1990,38388.37,253346,30,2080,1,1,0
207,1990,35050.25,623323,26,1590,1,1,0
7112,1990,16690.6,62695,25,960,1,1,0
8657,1990,27976.79,110230,30,2040,1,0,0
4633,1990,75107.69,762652,31,2080,1,1,0
1476,1990,45064.61,680972,27,1880,1,1,0
9181,1990,5007.179,80645,27,600,1,0,0
9869,1990,36719.31,143546,30,2260,1,0,0
4402,1990,45064.61,947745,32,2375,1,1,0
7091,1990,20028.72,182486,32,1430,1,0,0
8644,1990,20863.25,100506,31,2600,1,0,0
1590,1990,16690.6,635118,29,1080,1,1,0
6415,1990,33381.2,93698,26,2704,1,0,0
1260,1990,28374.01,701328,30,2080,1,0,0
4630,1990,75107.69,604317,27,2304,1,0,1
12327,1990,13352.48,281225,26,2040,1,1,0
7023,1990,8345.299,103430,27,1972,1,1,0
4519,1990,20028.72,441475,28,2120,1,1,0
10404,1990,43395.55,132775,30,3036,1,1,0
7375,1990,10014.36,85296,31,680,0,0,0
5579,1990,39056,425139,28,2832,1,1,1
4020,1990,13352.48,211105,26,2026,1,0,1
466,1990,22031.59,738209,32,2000,1,1,0
134,1990,65093.33,599155,29,2152,1,1,0
6577,1990,28374.01,65446,29,2296,1,0,0
8097,1990,35050.25,93549,29,2080,1,0,0
9149,1990,17525.13,97741,25,2000,1,0,0
10155,1990,41726.49,84783,30,3120,1,0,0
9161,1990,34193.86,123347,31,1825,1,1,0
7082,1990,35050.25,102913,30,2080,1,0,0
12139,1990,20028.72,524876,26,2450,1,0,1
135,1990,31712.13,533109,26,1960,1,1,0
9062,1990,21822.96,83175,28,640,1,0,0
404,1990,20028.72,635520,33,1880,1,0,0
5580,1990,25035.89,486409,26,2080,1,1,1
5493,1990,6676.239,518218,30,1792,1,1,0
8233,1990,25035.89,138731,25,1800,1,0,1
3567,1990,37662.33,557846,30,2282,1,0,0
7457,1990,30043.07,94909,26,2300,1,1,0
9508,1990,18359.66,79460,27,1886,1,0,0
638,1990,42561.02,557378,29,2880,1,1,1
5573,1990,30043.07,612494,33,2385,1,1,0
9306,1990,8345.299,194542,30,2120,1,0,0
10180,1990,33381.2,77452,26,1530,1,0,0
4983,1990,28374.01,624419,26,1320,1,0,0
9400,1990,27539.48,65664,32,2680,1,1,0
4062,1990,61755.21,580618,27,2600,1,1,1
3847,1990,67179.65,614117,31,2080,1,1,0
580,1990,53409.91,714342,30,2000,1,1,1
1205,1990,31712.13,540479,27,2080,1,0,1
8423,1990,20028.72,114081,25,1525,1,0,0
11833,1990,26704.96,205631,26,2240,1,0,0
8810,1990,25035.89,71912,27,2080,1,1,0
11758,1990,47568.2,508080,25,1845,1,0,0
10067,1990,66762.39,81966,29,2600,1,1,0
4577,1990,56748.03,614229,27,2120,1,0,0
9650,1990,11683.42,87482,26,1740,1,0,0
9649,1990,15021.54,74274,27,1410,1,0,0
3279,1990,66833.45,179682,30,2080,1,1,0
2888,1990,23314,947037,27,2684,1,1,0
1468,1990,58417.09,911350,32,2080,1,1,0
3833,1990,55078.97,493749,26,2744,1,1,1
125,1990,10014.36,874474,33,750,1,0,0
1526,1990,32713.57,894965,32,1024,1,0,0
4941,1990,9346.734,120474,26,1272,1,0,0
9962,1990,50071.79,138593,26,2080,1,0,0
12012,1990,68347.99,552766,30,2652,1,1,0
9216,1990,40057.43,95794,27,2552,1,1,1
4324,1990,60086.15,143652,27,2200,1,1,0
844,1990,16690.6,629496,27,2700,1,0,0
8523,1990,43395.55,72546,30,2050,1,0,0
951,1990,51740.85,505804,27,4063,1,1,1
10202,1990,25035.89,131856,30,2330,1,1,1
12394,1990,6676.239,280950,32,1560,1,0,0
2522,1990,46733.67,758535,31,2080,1,1,0
8606,1990,48402.73,123862,27,2080,1,1,0
7507,1990,41726.49,189150,30,2330,1,0,0
7431,1990,27539.48,136076,26,2265,1,1,0
10197,1990,18359.66,133370,26,2336,1,0,0
12168,1990,20028.72,87545,30,2080,0,1,1
9136,1990,11683.42,90217,31,584,1,0,0
7696,1990,15021.54,207876,26,2080,1,0,0
12557,1990,17358.22,95402,26,2008,1,0,0
1280,1990,83452.98,590511,29,2080,1,0,0
274,1990,50071.79,145989,29,2080,1,1,0
1731,1990,33381.2,652812,27,2170,1,0,0
42,1990,50071.79,628064,26,1560,1,0,1
1809,1990,70100.51,559509,30,2860,1,1,0
11754,1990,85122.05,835881,32,2505,1,1,0
9344,1990,33381.2,109542,30,1921,0,0,1
4936,1990,21282.18,152039,31,2020,1,1,0
782,1990,46566.77,124877,32,2700,1,0,0
8355,1990,33381.2,97347,28,2185,1,1,0
3634,1990,14187.01,544665,26,2046,1,1,0
6360,1990,38388.37,111707,29,1960,1,1,0
12414,1990,46733.67,269670,28,2220,1,0,0
12428,1990,29644.17,63234,26,1200,1,1,1
10068,1990,30043.07,110699,28,1840,1,1,0
4940,1990,8345.299,152039,31,2120,1,0,0
899,1990,80114.87,817333,33,2600,1,0,0
4914,1990,50071.79,161541,31,2080,1,1,0
12534,1990,63424.27,111266,29,2040,1,0,0
8543,1990,16690.6,72939,32,1560,1,1,0
8765,1990,43395.55,95421,29,2340,1,1,0
3621,1990,31712.13,655942,32,2000,1,1,0
10199,1990,25035.89,106858,30,2600,1,1,0
5227,1990,50071.79,580257,33,2080,1,1,1
8526,1990,11683.42,68914,29,1170,1,1,0
3616,1990,25035.89,520914,27,2382,1,0,1
6462,1990,13352.48,236253,26,1960,1,0,0
6593,1990,16441.91,102538,27,720,1,1,0
1580,1990,56748.03,548458,28,2080,1,0,0
678,1990,30043.07,147727,29,2040,1,0,0
8682,1990,33381.2,192347,30,2330,1,0,1
4750,1990,35050.25,638798,29,2452,1,1,0
9114,1990,16249.96,96121,26,2080,1,1,0
9131,1990,33381.2,94951,30,2505,1,1,0
8655,1990,18359.66,131856,31,2000,1,0,0
1643,1990,26704.96,114073,30,1920,1,1,0
3455,1990,64926.42,654237,30,2196,1,1,1
4583,1990,26037.33,165315,25,1820,1,0,0
8732,1990,18359.66,108954,31,1575,1,0,0
12039,1990,22699.21,139143,29,1968,1,0,0
11817,1990,50071.79,188538,32,1198,1,0,0
3930,1990,28374.01,562636,29,2132,1,0,0
1369,1990,41726.49,537821,29,3096,1,0,1
4370,1990,15021.54,579807,30,846,1,0,0
12533,1990,33289.39,99001,25,2080,1,0,0
7656,1990,27539.48,177181,30,2080,1,1,0
8689,1990,30043.07,203250,29,2470,1,0,0
1417,1990,13352.48,144694,26,2502,1,1,0
5116,1990,46733.67,563954,30,4160,1,1,0
311,1990,58417.09,711578,25,2080,1,0,1
3346,1990,41726.49,460809,27,2600,1,0,1
9850,1990,33381.2,83867,30,1265,1,0,0
11978,1990,38388.37,275273,31,1680,1,1,0
937,1990,61755.21,459512,28,2376,1,0,0
4903,1990,30877.6,586706,31,2080,1,1,0
7697,1990,20028.72,163064,28,984,1,0,1
11771,1990,66762.39,308070,32,2080,1,1,0
8005,1990,41726.49,77791,29,2080,1,1,0
1545,1990,21697.78,813966,30,2080,1,0,0
5539,1990,20028.72,190443,25,1394,1,1,1
6527,1990,26871.54,131165,26,1800,1,0,0
7516,1990,28374.01,172931,29,2080,1,0,0
1917,1990,38388.37,613327,29,2080,1,0,0
6466,1990,58417.09,101345,29,2120,1,0,0
8168,1990,60086.15,99348,29,2600,1,1,0
2884,1990,123982.8,614411,27,2740,1,1,1
1054,1990,33381.2,657447,29,2080,1,1,0
3838,1990,25035.89,493749,25,1550,1,0,0
10337,1990,8345.299,93698,27,2040,1,0,1
6928,1990,53409.91,139919,27,2040,1,0,0
477,1990,21697.78,613685,26,1794,1,0,1
122,1990,58417.09,660264,28,3545,1,1,0
4029,1990,66762.39,580331,27,2304,1,1,0
1873,1990,23366.84,619325,27,2080,1,0,0
815,1990,28707.83,778203,30,2080,1,0,1
4656,1990,75107.69,806313,33,2210,1,1,0
9245,1990,16690.6,113249,31,1736,1,1,0
7837,1990,6676.239,176930,29,1024,1,0,0
7711,1990,9752.315,122830,26,1880,1,0,0
10119,1990,10014.36,85466,33,650,0,1,0
5961,1990,16690.6,131682,26,960,1,0,0
4138,1990,25035.89,509905,27,2000,1,0,1
10200,1990,16857.5,106436,27,2120,1,0,0
5248,1990,40057.43,648903,32,2640,1,1,0
2777,1990,14750.44,541484,30,2290,1,0,0
6093,1990,41726.49,186650,26,3156,1,1,0
10194,1990,50071.79,105845,27,3280,1,1,0
11165,1990,48402.73,319677,33,2080,1,1,1
8011,1990,25035.89,67590,30,1600,1,1,1
7728,1990,36719.31,104394,31,2120,1,1,0
9078,1990,58417.09,78754,32,2080,1,0,0
2593,1990,33381.2,114073,27,1240,1,0,0
3087,1990,30043.07,200366,28,2080,1,1,0
8408,1990,17024.41,88982,26,916,0,0,0
6582,1990,10848.89,73102,26,1778,1,0,0
7289,1990,28374.01,121428,29,2276,1,0,1
9770,1990,11683.42,87443,26,2100,1,1,0
7060,1990,40057.43,100279,30,2080,1,0,0
7705,1990,9179.828,143204,32,1710,1,0,0
8026,1990,71769.56,164031,28,2080,1,1,0
1859,1990,29709.26,827170,32,2074,1,1,0
6468,1990,53409.91,80035,27,2296,1,0,0
6467,1990,25035.89,75868,28,2080,1,0,0
3400,1990,46733.67,621861,30,1240,1,0,0
12232,1990,50906.32,148271,31,2960,1,1,0
2351,1990,24201.37,141572,29,2080,1,0,0
6136,1990,41726.49,104856,28,2080,1,0,1
9493,1990,21554.24,110667,26,1800,1,1,0
12131,1990,22532.31,194402,25,2340,1,1,1
5182,1990,48402.73,611336,30,3450,1,1,0
1901,1990,56748.03,744376,31,2693,1,1,0
9217,1990,21697.78,107812,26,1165,1,0,0
7709,1990,18810.3,99786,29,2080,1,0,1
8621,1990,46733.67,195116,32,3440,1,1,0
5082,1990,5007.179,589697,27,1554,1,0,0
8575,1990,35050.25,83705,28,2080,1,0,1
6170,1990,50071.79,200418,31,2600,1,1,0
3144,1990,62589.74,590034,32,2600,1,0,0
8995,1990,25035.89,103207,31,595,1,0,1
7406,1990,10014.36,342283,26,1440,1,0,0
10523,1990,45064.61,109493,31,2080,1,1,0
10201,1990,16690.6,110230,29,2450,1,0,0
7466,1990,24201.37,191438,26,2080,1,0,0
1982,1990,28374.01,474766,30,2080,0,0,0
5217,1990,21363.96,108494,26,2036,1,0,0
8712,1990,26563.08,100977,26,2080,1,1,0
4915,1990,31712.13,131612,29,2150,1,1,0
2513,1990,16690.6,617912,26,1840,1,0,0
3620,1990,20028.72,577573,28,2080,1,0,0
11867,1990,18359.66,544966,27,2080,0,0,0
7992,1990,70100.51,92222,28,1864,1,1,0
10163,1990,33381.2,84783,30,1560,1,1,0
970,1990,53409.91,529108,30,2496,1,1,0
7868,1990,25035.89,93378,29,2034,1,0,0
12205,1990,28374.01,353559,31,2080,1,1,1
3138,1990,59752.34,622814,32,2080,1,0,0
8485,1990,25181.1,185763,29,1600,1,0,0
3489,1990,58417.09,531783,28,1805,1,1,0
1300,1990,16690.6,506590,25,2700,1,0,0
2318,1990,26704.96,614692,30,2296,1,1,0
4680,1990,33381.2,534935,29,3688,1,0,0
1149,1990,31712.13,143652,28,2008,1,1,0
9165,1990,16690.6,100619,26,2060,1,0,0
7077,1990,17858.94,138330,32,1840,0,0,0
3990,1990,23366.84,852930,31,2270,1,0,0
1316,1990,45064.61,563431,28,1880,1,0,0
4111,1990,30043.07,517682,26,1320,1,1,0
9936,1990,123982.8,106695,31,2080,1,1,0
4582,1990,38388.37,121347,28,2167,0,0,0
2582,1990,30043.07,553508,29,1236,1,1,0
7416,1990,41726.49,176055,27,2320,0,0,0
4841,1990,31712.13,469409,27,2084,0,1,0
5174,1990,53409.91,467635,28,2080,1,1,1
2586,1990,45064.61,134193,29,2240,1,1,0
12367,1990,15021.54,79460,26,2080,1,0,0
9505,1990,15021.54,81700,29,1950,1,0,0
1894,1990,28374.01,515536,28,2080,1,1,0
12506,1990,20028.72,70919,30,2010,0,1,1
2584,1990,23473.66,513918,25,2482,1,1,0
4601,1990,41726.49,709722,33,2164,1,1,0
10547,1990,18025.84,112305,28,2260,1,0,0
2594,1990,40057.43,436327,28,2948,1,1,0
9230,1990,50071.79,90807,28,2080,1,1,1
5461,1990,18359.66,131775,26,2442,1,1,0
2621,1990,28374.01,647713,30,3020,1,1,0
9506,1990,14687.73,79460,27,1960,1,0,0
8481,1990,33381.2,224759,26,595,1,0,1
12171,1990,50071.79,87937,29,1480,1,1,0
11928,1990,13352.48,681996,27,1031,1,0,1
8743,1990,66762.39,466563,31,3563,1,0,0
5672,1990,8345.299,562023,29,750,1,0,0
12324,1990,40057.43,177417,27,2900,1,1,0
2135,1990,60086.15,487555,28,2080,1,1,0
8676,1990,16690.6,96218,30,2600,1,0,1
4606,1990,45064.61,885543,31,2660,1,0,0
2545,1990,67179.65,550231,28,2080,1,1,1
4629,1990,123982.8,528194,28,1800,1,1,0
4515,1990,25035.89,519982,26,2080,1,0,0
1651,1990,75107.69,107155,27,2080,1,1,1
1739,1990,50071.79,701731,30,2375,1,1,0
2696,1990,26704.96,150094,26,2120,1,1,0
12418,1990,58417.09,216804,27,2600,1,0,0
12406,1990,58417.09,220696,27,2080,1,1,0
1186,1990,56748.03,595682,28,3590,1,1,1
2537,1990,20863.25,635420,31,2080,1,0,0
6790,1990,34716.44,117189,28,1955,1,0,1
6685,1990,30043.07,140651,28,2080,0,0,0
12420,1990,63424.27,466563,31,2080,1,1,0
7343,1990,65093.33,86913,32,2900,1,1,0
9670,1990,36719.31,67547,28,2366,1,1,1
11924,1990,64146.97,165071,30,4486,1,1,1
1097,1990,26704.96,963316,33,1725,1,0,0
8604,1990,35050.25,100356,26,2190,1,0,1
10078,1990,38388.37,112561,25,1160,1,0,0
12295,1990,66762.39,82804,27,2390,1,0,0
12220,1990,50071.79,102975,30,2080,1,1,0
10370,1990,36719.31,177397,32,1920,1,1,1
2100,1990,37320.18,664333,32,2080,1,1,1
9890,1990,43395.55,171785,33,2080,1,1,1
3493,1990,44230.08,710589,32,2080,1,0,0
7752,1990,78445.8,127977,33,1275,1,1,0
4391,1990,24955.78,619106,32,2080,0,1,1
2223,1990,43395.55,451583,28,1960,1,0,0
9769,1990,123982.8,92385,28,3932,1,1,0
707,1990,50071.79,467979,28,2288,1,1,1
1975,1990,30043.07,560638,26,1833,1,0,1
10208,1990,25035.89,106237,30,2230,1,1,0
34,1990,8345.299,792538,31,2413,1,1,1
9779,1990,33381.2,102680,29,2080,1,1,0
1645,1990,83452.98,165634,32,2080,1,1,1
4127,1990,45899.14,548346,28,2296,1,0,1
1215,1990,15021.54,163793,28,2080,1,0,0
1464,1990,11683.42,723745,27,2080,1,1,0
4579,1990,33381.2,504033,29,1720,1,0,0
12541,1990,36719.31,66585,27,2180,1,1,0
4278,1990,46733.67,646160,31,2496,1,1,1
6141,1990,38388.37,129898,30,2493,1,1,1
6067,1990,45064.61,251064,27,2222,1,0,1
9377,1990,60086.15,126356,29,2080,1,0,0
8628,1990,25035.89,227674,25,2390,1,0,0
7889,1990,10014.36,89435,29,2166,1,0,1
1578,1990,26392.51,472809,28,2120,1,1,0
2157,1990,19361.09,702416,32,2080,1,1,0
12488,1990,45064.61,100279,31,2469,1,1,0
1573,1990,48402.73,113749,30,2080,1,1,0
630,1990,26704.96,502700,26,2877,1,1,0
5007,1990,46733.67,870387,32,2250,1,1,0
4204,1990,16690.6,247166,31,2080,1,0,0
1977,1990,26037.33,475993,27,2080,1,1,0
8436,1990,30043.07,140740,29,2080,1,1,0
2173,1990,31044.51,603709,29,2080,1,1,1
9915,1990,41726.49,110379,32,2696,1,0,0
3570,1990,15856.07,157273,29,2094,1,1,0
9603,1990,21697.78,92373,32,3218,1,1,0
408,1990,66762.39,559590,29,2400,1,1,1
1721,1990,123982.8,151400,32,2080,1,0,1
5444,1990,7844.581,128003,26,840,1,1,0
5033,1990,81783.92,590974,30,2080,1,1,1
1345,1990,51740.85,733382,32,2340,1,1,1
5144,1990,33381.2,635678,29,2860,1,1,0
9884,1990,16690.6,74390,30,2385,1,1,0
5616,1990,35050.25,246395,33,1820,1,1,1
6964,1990,28374.01,96422,29,2080,1,1,0
11759,1990,40057.43,508080,26,1993,1,1,0
5382,1990,33381.2,528384,29,2403,1,1,1
10053,1990,25035.89,121109,28,2080,1,0,1
9027,1990,68431.45,82054,31,2319,1,0,0
4313,1990,20028.72,166400,26,2103,1,0,0
6075,1990,25035.89,251064,26,2080,1,0,0
5145,1990,24034.46,723533,30,3796,1,0,0
1275,1990,33381.2,735378,31,2080,1,1,0
6584,1990,33381.2,78244,27,2766,1,0,0
2415,1990,46733.67,632580,28,1960,1,1,1
3615,1990,21197.06,455297,28,2080,1,0,0
4858,1990,78445.8,505146,30,2080,1,1,1
3083,1990,46733.67,872317,31,2120,1,1,0
4572,1990,20028.72,614229,27,2902,1,1,0
12443,1990,41726.49,142382,27,3008,1,0,0
4720,1990,70100.51,692564,33,2080,1,1,1
4364,1990,27539.48,128661,32,2503,1,0,0
9914,1990,38388.37,120962,26,2080,1,0,0
12065,1990,30043.07,451146,28,3816,1,1,0
3807,1990,26704.96,528761,30,2080,1,1,0
5545,1990,33381.2,722799,30,2449,1,0,0
1245,1990,33445.6,560375,29,2080,1,1,0
4716,1990,35050.25,656582,31,2080,1,1,0
12361,1990,18359.66,122704,29,2485,1,0,0
2329,1990,51233.46,632811,32,2600,1,1,0
4245,1990,41130.64,455506,28,2104,1,0,1
3596,1990,36719.31,558833,26,2230,1,0,0
1971,1990,40057.43,524321,26,3176,1,0,1
10531,1990,36719.31,98987,26,2420,1,1,1
6279,1990,8846.017,192981,26,1624,1,0,1
8386,1990,19194.19,108854,32,2080,1,0,0
11829,1990,41726.49,215851,28,2440,1,0,0
1887,1990,14767.84,606462,30,2080,1,0,1
5633,1990,40057.43,154281,27,2080,1,0,0
7080,1990,13352.48,108746,28,2753,1,0,0
6873,1990,61755.21,254427,29,2218,1,1,0
7700,1990,41726.49,111704,31,2820,1,0,1
5046,1990,46733.67,132222,33,2080,1,1,1
5329,1990,58417.09,691362,28,3640,1,1,0
3462,1990,50071.79,453109,28,1720,1,0,1
12376,1990,25035.89,87728,27,2730,1,0,1
2335,1990,58417.09,697839,33,3148,1,1,1
5034,1990,40057.43,613586,29,2215,1,1,0
3478,1990,55078.97,663788,32,2080,1,1,0
5254,1990,60086.15,494152,26,3794,1,1,1
5525,1990,33047.38,598746,29,2200,1,1,1
8935,1990,25035.89,72453,27,2680,1,0,1
8629,1990,24201.37,177601,26,2390,1,0,0
6620,1990,45064.61,110989,25,3710,1,1,1
4574,1990,30043.07,804029,31,1515,1,0,1
7149,1990,11683.42,250557,28,1465,1,0,1
7635,1990,33381.2,71655,28,2080,1,1,0
5677,1990,71769.56,621218,25,2845,1,0,1
12198,1990,25035.89,149579,32,1080,1,0,0
2676,1990,53409.91,130100,31,2080,1,1,0
5252,1990,10014.36,419545,28,1101,1,1,0
2579,1990,16690.6,440212,28,2600,1,0,1
12007,1990,26704.96,184801,27,3444,1,1,0
1085,1990,46733.67,758955,29,2581,1,0,0
4129,1990,28374.01,432258,27,2080,1,1,1
10051,1990,28374.01,127810,25,3156,1,1,0
8370,1990,16690.6,101877,31,3638,1,1,1
7871,1990,40057.43,147789,28,2112,1,1,1
9886,1990,83452.98,90870,26,2600,1,1,1
2721,1990,28374.01,676968,31,4160,1,0,0
8519,1990,18025.84,213148,31,2040,0,1,0
2665,1990,21697.78,114412,28,2242,1,0,1
4061,1990,30043.07,643771,28,1500,1,0,0
4677,1990,43395.55,576857,29,2420,1,0,0
2067,1990,40057.43,437286,28,2265,1,1,1
1235,1990,53409.91,441740,28,2080,1,1,1
3353,1990,27539.48,510930,29,2832,1,0,0
5269,1990,23366.84,530418,27,2688,1,1,0
7401,1990,50071.79,211851,26,2910,1,0,1
1697,1990,46733.67,164299,29,2080,1,0,0
8886,1990,35050.25,106797,33,2080,1,0,0
8301,1990,123982.8,104217,28,2080,1,1,0
12385,1990,53576.82,130865,33,2678,1,1,1
4707,1990,75942.22,563749,25,2080,1,0,1
4159,1990,50238.7,545492,29,3336,1,1,1
6806,1990,43395.55,83980,30,2080,1,1,0
8552,1990,18359.66,98176,26,1960,1,0,1
9075,1990,30043.07,89301,30,2080,1,1,0
10224,1990,56748.03,148271,31,2080,1,0,0
631,1990,30043.07,715191,32,2695,1,1,1
1089,1990,16690.6,645166,27,1560,1,1,0
5204,1990,30043.07,694367,32,1800,1,1,0
7116,1990,58417.09,189908,32,2080,0,0,1
8055,1990,38388.37,97911,27,2117,1,0,0
7541,1990,55078.97,96538,31,1915,1,0,1
9524,1990,63424.27,119744,31,2359,1,1,1
10389,1990,56414.22,119393,32,2080,1,0,0
5343,1990,66762.39,586761,29,2721,1,1,1
6138,1990,61755.21,133672,26,2080,1,0,0
690,1990,40057.43,464159,28,2820,1,1,1
9502,1990,38388.37,153650,33,2712,1,1,0
629,1990,21697.78,557378,28,1640,1,1,1
8882,1990,31712.13,89214,29,3261,1,1,0
8704,1990,16690.6,98827,28,1371,1,1,0
9630,1990,15021.54,202153,28,2080,1,0,0
4586,1990,26704.96,580229,26,2124,1,0,1
214,1990,11683.42,553052,26,2304,1,0,0
6509,1990,35050.25,93262,30,2300,1,0,1
8761,1990,25035.89,120950,26,2343,1,1,0
10014,1990,76776.74,101228,30,2640,1,0,0
7816,1990,6676.239,308854,28,720,1,0,0
6477,1990,41793.51,101556,29,2080,1,0,0
9175,1990,23366.84,76582,30,3180,1,1,0
9622,1990,35050.25,338783,32,2120,1,1,0
31,1990,25035.89,117384,26,2040,1,1,1
2476,1990,20863.25,487563,26,1760,1,0,0
8420,1990,16690.6,84358,29,2395,1,0,0
2751,1990,35050.25,182508,32,2328,1,1,0
2022,1990,40057.43,735837,25,1860,1,0,0
1978,1990,40329.49,560638,26,2080,1,0,0
7966,1990,11683.42,144583,26,945,1,0,0
6982,1990,42561.02,55545,32,2080,0,0,1
9517,1990,10014.36,102574,31,1440,0,0,0
6057,1990,25035.89,197996,29,2816,1,0,0
5935,1990,61421.39,197200,31,2550,1,1,1
1248,1990,21697.78,441740,27,2080,1,0,0
2269,1990,22632.45,180556,29,2080,1,0,0
8986,1990,41726.49,103207,31,2080,1,0,0
12079,1990,11683.42,596755,29,2496,1,0,0
1925,1990,46733.67,627457,29,2464,1,1,0
8228,1990,63424.27,88617,27,2475,1,1,1
10121,1990,41726.49,107613,29,2080,1,0,0
5554,1990,35050.25,530536,27,2556,1,0,1
4047,1990,18359.66,126116,28,1480,1,1,0
7410,1990,45064.61,223600,29,2080,0,0,0
12031,1990,29208.54,590719,28,2080,1,1,1
60,1990,123982.8,635754,29,2275,1,0,1
11781,1990,16690.6,552987,26,1848,0,1,0
6888,1990,58417.09,132942,33,3054,1,1,1
5527,1990,20028.72,555233,30,1504,1,0,0
3200,1990,31244.8,788249,31,2136,1,1,1
1418,1990,40057.43,153957,25,2260,1,1,0
4248,1990,41726.49,647177,28,2120,1,0,1
5022,1990,50071.79,559693,27,3110,1,1,1
8024,1990,28374.01,133662,28,3126,1,1,1
461,1990,58417.09,557378,29,2080,1,1,1
3060,1990,123982.8,718999,31,2335,1,0,1
4751,1990,35050.25,592375,29,2384,1,1,0
493,1990,36719.31,598884,26,2286,1,0,0
2782,1990,16690.6,541484,30,2080,1,1,0
12013,1990,50071.79,509747,28,1560,1,0,1
10398,1990,35050.25,134175,33,2080,1,0,0
5356,1990,40891.96,409955,28,2650,1,1,0
3961,1990,29208.54,595106,28,1560,1,1,1
564,1990,15188.44,977842,31,1050,1,0,1
2194,1990,31244.8,516664,26,2080,1,1,0
5251,1990,20028.72,493541,30,2250,1,1,0
5779,1990,12017.23,109484,26,1960,1,1,0
7210,1990,31712.13,145435,33,2172,1,1,1
3870,1990,30877.6,632179,31,2112,1,1,0
2732,1990,33381.2,464726,27,2080,1,0,0
727,1990,40057.43,572733,26,2160,1,1,1
5049,1990,20863.25,582141,31,2236,0,1,0
1007,1990,123982.8,709813,32,2216,1,1,1
6679,1990,38388.37,79795,29,2080,1,0,0
5542,1990,22532.31,721200,33,2080,1,1,0
5237,1990,41726.49,460809,27,2212,1,1,1
8647,1990,20028.72,131856,30,2020,1,0,1
415,1990,30043.07,459029,28,2350,1,0,0
4575,1990,41726.49,631544,30,2040,1,1,0
2305,1990,56748.03,475209,26,2160,1,1,1
1654,1990,41552.91,805765,31,2230,1,1,0
10033,1990,11683.42,78425,26,2556,1,1,0
9518,1990,43395.55,86656,29,2695,1,1,1
6589,1990,28374.01,62393,30,2520,1,1,1
6441,1990,38388.37,191792,28,2080,1,1,0
1700,1990,53409.91,196680,32,2080,1,1,0
5748,1990,21697.78,97187,31,2060,1,1,0
4247,1990,51740.85,455506,28,2831,1,1,0
4623,1990,23366.84,581965,26,2590,1,1,0
12015,1990,13352.48,581253,29,2080,0,1,1
11799,1990,25035.89,234002,26,1584,1,0,0
5499,1990,66762.39,636064,31,2970,1,0,1
5363,1990,41726.49,520053,28,2860,1,1,0
4335,1990,38388.37,609093,30,2080,1,1,0
9549,1990,25035.89,202547,29,1520,1,0,0
2343,1990,55078.97,488606,29,3120,1,0,1
8316,1990,13352.48,117148,28,1200,1,0,0
1294,1990,46733.67,163261,27,2892,1,1,1
1790,1990,21697.78,602059,29,2614,1,0,0
426,1990,58417.09,133470,32,1600,1,1,0
260,1990,55078.97,602167,29,2080,1,1,0
8556,1990,51740.85,125332,29,2080,1,1,0
4261,1990,20028.72,152039,31,1705,1,0,0
9987,1990,66929.3,134096,31,2195,0,0,0
5940,1990,75107.69,113796,27,2080,1,1,0
9304,1990,20028.72,132915,29,1768,1,1,1
4866,1990,68431.45,592871,32,2080,1,1,0
6015,1990,51740.85,260925,29,2080,0,1,0
8943,1990,46733.67,126524,32,2675,1,1,0
8270,1990,50071.79,77498,27,2840,1,1,0
2475,1990,41726.49,413951,27,2150,1,1,1
1413,1990,10014.36,154841,32,1565,1,1,0
2755,1990,45064.61,565934,28,2490,1,1,0
8285,1990,46733.67,133380,32,2340,1,1,1
11914,1990,16690.6,544620,30,1080,1,0,0
10285,1990,20028.72,91202,28,2196,1,0,0
8584,1990,16690.6,84783,30,1720,1,0,0
2837,1990,25035.89,637422,26,2080,1,1,0
3945,1990,16690.6,155559,27,2049,0,0,0
8396,1990,23700.65,85733,28,2080,1,1,0
6383,1990,28374.01,198842,32,2681,0,1,0
697,1990,66762.39,668709,33,2080,1,0,1
4017,1990,18359.66,155888,30,2120,0,1,0
4784,1990,25035.89,440200,29,2132,0,0,0
2210,1990,20028.72,196064,26,1920,0,1,0
8573,1990,11683.42,91448,32,1944,1,0,0
2432,1990,66762.39,433763,28,3667,1,1,0
10298,1990,30043.07,69113,27,2244,1,1,0
513,1990,58417.09,259388,29,2309,1,1,1
973,1990,30043.07,449779,28,2080,1,0,1
8956,1990,20863.25,86328,33,2080,0,1,0
6650,1990,45064.61,285610,26,2560,1,1,0
6197,1990,28641.06,193865,32,2080,0,1,0
2546,1990,13352.48,510876,26,2216,1,0,1
2000,1990,46733.67,590890,30,2912,1,1,0
6030,1990,9346.734,109291,29,1420,0,1,0
