,person,year,labinc,wt,age,hours,male,married,pp
22949,4709,1993,54339.75,179432,29,2080,1,1,0
22951,2534,1994,29425.0,587755,35,1275,1,0,0
22952,108,1987,19193.96,687872,28,1485,1,0,0
22957,4351,2004,130494.5,759887,46,3900,0,1,0
22958,1233,1993,33660.46,620308,33,2260,0,1,0
22961,2465,1992,53622.19,474474,29,2112,1,1,0
22963,913,2010,150000.0,643693,46,2600,1,1,0
22964,1633,1996,84806.87,632988,31,2122,0,0,0
22966,16,1986,45725.74,781084,27,2315,0,0,0
22968,3979,1994,149557.0,1119672,36,2895,1,1,0
22970,6974,1988,46095.12,78520,30,2270,1,1,0
22972,913,2008,116507.7,633441,44,2600,1,1,0
22974,4207,1992,140389.1,257778,32,3120,1,0,0
22975,11893,1990,26704.96,573974,27,886,1,0,0
22976,4472,1994,35404.16,529871,33,1976,0,0,0
22977,6708,2014,82913.38,198245,50,1515,0,1,0
22981,1804,1989,51025.51,515858,29,2120,0,1,0
22982,2079,2004,19624.85,711001,45,1664,0,1,0
22984,10185,1998,66891.2,109952,40,2040,0,1,0
22988,11893,1991,68065.17,562070,28,2600,1,1,0
22994,191,1991,27226.07,508033,27,1137,1,0,0
22995,4074,1992,140389.1,621405,28,2445,0,1,0
22996,5009,1990,41726.49,515618,29,2080,0,0,0
22997,3863,2006,302747.4,605241,42,3640,1,1,0
22998,3668,1993,81509.63,597511,33,2960,1,1,0
23000,12063,1998,105688.1,772148,36,1560,0,1,0
23001,12063,1992,85484.65,714173,30,2137,0,1,0
23003,11962,1990,33381.2,771540,28,1185,0,0,0
23004,1231,1998,45486.01,600907,34,1400,0,1,0
23006,3170,1993,152374.7,495819,32,2550,1,1,0
23007,4351,1988,152374.7,639262,29,3430,0,0,0
23008,191,1993,61886.94,506616,30,3089,1,1,0
23012,5009,1996,55611.06,556620,35,1924,0,0,0
23014,1163,1994,13241.25,712489,35,1935,0,0,0
23017,1624,2000,273810.8,604692,38,3120,0,0,0
23018,3668,1992,81598.98,579398,32,2670,1,1,0
23019,11893,2010,312324.0,687566,47,2000,1,1,0
23021,9668,1990,123982.8,98788,31,1960,1,0,0
23022,5009,1998,68229.02,566765,37,1924,0,0,0
23023,11893,1992,81598.98,564162,29,2531,1,1,0
23024,7214,1991,40038.34,75154,28,2028,0,0,0
23028,6843,1998,50837.31,227412,37,4160,1,1,0
23029,2465,1990,30043.07,473609,27,1880,1,1,0
23031,6842,1992,50513.66,186027,29,2710,0,1,0
23032,3130,1993,50513.66,709895,33,2080,0,1,0
23036,6732,2010,50000.0,181499,46,2080,1,0,0
23037,4366,2012,142473.8,870785,48,3120,0,1,0
23038,5001,2010,90000.0,692769,48,1560,0,1,0
23040,6732,2006,43278.06,188563,42,2080,1,0,0
23041,4366,2004,75036.2,788150,40,3120,0,1,0
23042,4366,2010,100000.0,766314,45,3060,0,1,0
23043,6732,2008,60786.61,179348,45,1820,1,0,0
23044,6732,2004,27705.68,199775,40,2080,1,0,0
23045,5001,2012,66487.75,699954,51,1300,0,1,0
23046,5001,2014,22110.23,730203,53,2080,0,1,0
23047,5001,2004,306993.9,665429,42,1040,0,1,0
23048,5001,2006,32458.55,681345,44,1300,0,1,0
23049,5001,2008,40524.41,675011,46,1300,0,1,0
23051,1603,1984,10491.18,593041,25,1305,1,1,0
23053,4660,1990,30043.07,538155,30,1324,0,1,0
23055,5547,1996,6951.382,749083,38,840,0,1,0
23056,1745,1989,38237.46,683043,25,2080,0,1,0
23057,5586,1992,46627.99,524991,31,2080,1,1,0
23059,2702,1987,113987.2,162640,29,2124,1,1,0
23062,1516,1991,21060.16,177399,34,2620,0,0,0
23063,2016,1989,35190.01,532953,28,1640,0,1,0
23064,112,2012,30394.4,647433,49,1612,0,0,0
23067,7435,2012,23745.62,211240,52,1248,0,0,0
23068,4215,2008,23745.62,200699,45,1088,0,0,0
23069,1286,1992,18651.2,132920,31,3016,0,0,0
23070,2016,1990,35050.25,541257,29,1881,0,1,0
23071,5076,1991,25624.54,177085,32,2304,0,0,0
23073,976,1992,140389.1,578978,35,3095,0,0,0
23075,864,1990,39222.9,574656,28,2089,1,0,0
23076,5031,1989,24633.01,551357,25,2280,1,1,0
23078,3714,1994,9563.124,716191,35,1078,0,1,0
23081,10382,1998,29432.13,103077,34,2170,1,1,0
23082,9174,1988,33188.48,113905,27,1155,0,0,0
23083,1092,2012,30394.4,865716,51,2080,1,0,0
23084,6004,1996,25024.98,174760,34,1318,0,0,0
23085,2491,1991,12812.27,518386,28,675,1,1,0
23089,1223,1994,22068.75,165735,30,2080,0,0,0
23092,5700,1991,48046.0,542399,31,3120,1,0,0
23096,4245,2012,47491.25,605252,50,2080,1,0,0
23098,11991,1994,33243.88,283845,35,2080,0,0,0
23099,4594,1989,7038.001,546043,30,924,0,1,0
23100,6291,2008,68891.48,211884,50,4394,0,0,0
23102,4632,2000,22796.46,867554,35,1144,0,1,0
23103,2646,1990,43395.55,131801,32,2080,0,1,0
23104,4479,1988,9219.023000000001,644589,29,520,0,1,0
23105,7981,1998,13378.24,202030,40,1820,0,1,0
23106,4413,2010,16000.0,115618,46,1300,0,0,0
23108,3392,2008,45589.96,366814,50,2080,1,0,0
23110,7174,1991,5124.907,101269,29,2366,0,0,0
23113,3352,2000,8865.29,493754,38,520,0,1,0
23116,3392,2010,56000.0,382733,52,2080,1,0,0
23119,2910,1992,51290.79,774121,28,2283,0,1,0
23120,8748,1987,7677.5830000000005,248562,27,2155,0,1,0
23122,1681,1991,67264.41,566338,29,2704,1,1,0
23124,4325,1996,21688.31,650121,38,2080,0,1,0
23125,4632,1998,26756.48,826991,33,1144,0,1,0
23126,2940,1987,5758.188,650076,27,1027,0,0,0
23127,2940,1986,15904.61,651014,26,976,0,0,0
23130,2702,1991,73670.54,156927,33,2485,1,1,0
23133,2695,2000,62057.03,103101,37,2811,0,1,0
23134,4555,2012,94982.49,1094019,54,4368,1,1,0
23135,3392,2006,48687.82,363298,48,2080,1,0,0
23137,9364,1985,22699.36,136064,26,1624,0,0,0
23138,7592,2004,109668.3,159091,40,2080,1,0,0
23139,1223,1993,24151.0,171814,29,2080,0,0,0
23141,7542,1990,33381.2,73077,28,1999,0,1,0
23145,9401,1986,21868.83,182150,28,1672,0,0,0
23147,6570,1985,20267.29,98836,28,2329,1,0,0
23151,4513,1984,20982.36,106390,25,2670,1,0,0
23152,706,1990,15058.26,147773,33,1548,0,1,0
23153,4895,2012,102581.1,694003,49,720,1,1,0
23155,4956,2004,5772.016,726236,40,1248,0,1,0
23156,622,1992,18651.2,248574,28,2830,0,1,0
23157,8251,1989,30791.26,170201,28,2080,0,0,0
23160,399,1996,55611.06,673275,39,1925,0,0,0
23164,8931,1998,107025.9,70126,36,2080,0,0,0
23165,6312,2006,29212.69,119026,42,1820,0,1,0
23166,6905,1992,15542.66,288348,32,2080,0,0,0
23167,11991,1993,15542.66,271275,34,2080,0,0,0
23168,3732,1998,197957.8,610335,34,2462,1,0,0
23169,4413,2008,15196.65,111240,44,2340,0,0,0
23171,12104,1994,13275.39,551971,37,690,0,1,0
23173,399,1993,55094.47,657970,36,2484,0,0,0
23175,68,1993,66415.25,537740,31,2135,0,1,0
23176,10406,1985,56748.4,89832,25,2080,0,1,0
23177,5140,2000,37994.1,693918,40,1144,0,1,0
23178,3392,2004,51948.14,383331,47,2080,1,0,0
23186,4664,1988,22051.9,541807,28,1092,0,0,0
23187,6804,2006,18934.15,144566,47,2080,0,0,0
23188,158,2008,41537.52,630416,49,1924,0,0,0
23189,7791,1994,39576.62,207510,30,2080,0,1,0
23191,112,2010,16000.0,619242,46,1550,0,0,0
23192,1967,2014,53433.07,674999,52,3640,0,1,0
23193,9459,1985,24320.74,52720,25,1740,0,1,0
23194,1967,2006,43278.06,622694,43,2080,0,0,0
23195,5515,2004,20779.26,144370,42,2080,0,0,0
23197,1587,1993,19471.74,545161,32,1431,0,1,0
23198,2642,1998,56188.61,495610,36,2600,1,1,0
23199,944,2006,58425.38,771349,46,1976,1,0,0
23201,1920,1996,5561.106,585891,31,904,1,0,0
23202,12104,2008,39629.83,627541,50,1976,0,1,0
23203,5515,2010,22000.0,145355,48,2080,0,0,0
23206,2164,1991,42440.64,153482,28,2040,0,1,0
23207,2164,1992,40947.15,153234,28,2000,0,1,0
23208,4664,1990,51740.85,538155,29,2020,0,0,0
23209,944,1989,29911.51,156490,30,1710,1,0,0
23210,12104,2012,39892.65,735588,55,2080,0,1,0
23214,9459,1986,34990.13,53400,26,2080,0,1,0
23216,6804,2008,19249.09,148516,49,2080,0,0,0
23217,6646,2004,88889.05,264226,42,2288,0,1,0
23219,12104,2010,42504.0,687281,52,1900,0,1,0
23221,4664,1989,36949.51,535279,29,1548,0,0,0
23224,8684,2014,23904.85,207591,50,2080,0,0,0
23226,1967,2008,50655.51,628323,45,2080,0,0,0
23227,6804,2012,17096.85,160177,53,2600,0,0,0
23228,2164,1994,44431.74,155999,31,1976,0,1,0
23229,112,2014,31322.83,655243,51,1280,0,0,0
23233,1967,2010,52000.0,623419,47,2080,0,1,0
23240,7570,1989,47506.51,77683,26,1580,1,0,0
23241,884,2006,56261.48,704805,47,2080,0,1,0
23242,8684,2008,19451.71,195368,43,3005,0,0,0
23244,944,2008,56328.92,739550,48,2080,1,0,0
23246,7570,1990,48402.73,85564,27,1964,1,0,0
23247,6903,1984,44062.96,454871,26,3955,1,0,0
23248,8684,2010,29000.0,202097,45,2355,0,0,0
23249,7791,1992,34970.99,198821,28,2080,0,1,0
23250,5676,2008,30393.3,190714,49,994,0,0,0
23251,10394,1987,49136.53,58439,29,1820,0,1,0
23253,8684,2012,27544.92,204507,47,2080,0,0,0
23254,158,2012,61738.62,647345,55,1872,0,1,0
23255,158,2006,37976.5,633449,47,1924,0,1,0
23256,8684,2006,15147.32,205987,41,2080,0,0,0
23258,884,2004,65302.28,667331,46,2080,0,1,0
23259,9459,1988,40563.7,53850,28,2080,0,1,0
23260,2164,1993,46641.62,155045,30,1976,0,1,0
23261,884,2008,50236.08,744301,49,1440,0,1,0
23267,1967,2012,48441.07,650098,50,2080,0,1,0
23268,12104,2004,39637.59,645229,47,1976,0,1,0
23269,1967,2004,42712.92,618353,42,2080,0,0,0
23271,3968,2008,40000.0,734048,45,1560,1,0,0
23272,4380,2004,68109.79,918420,47,3380,1,1,0
23273,2186,1989,42228.01,546864,30,2080,0,1,0
23277,1792,2004,13852.84,700874,41,1872,1,1,0
23278,582,1985,13852.84,681387,25,1625,0,0,0
23279,11953,1996,18073.59,502573,36,2080,0,1,0
23280,7488,1990,68431.45,331525,31,2305,1,1,0
23281,2598,2000,39260.57,575030,36,3640,1,0,0
23282,1880,2004,36594.58,711095,45,1568,0,1,0
23285,9588,1990,83452.98,119644,30,2680,1,0,0
23287,119,1992,7771.331999999999,770331,35,1820,1,0,0
23289,4064,1993,36226.5,614295,28,2080,1,1,0
23290,9566,1988,51626.53,137181,31,2080,0,0,0
23294,1281,2012,15957.06,731725,49,1092,0,0,0
23295,2186,1988,41485.61,538441,29,2166,0,1,0
23298,1909,1996,47269.4,722543,37,2080,1,1,0
23301,3968,1994,22068.75,608708,31,2080,1,0,0
23302,5949,1985,21280.65,253351,27,2715,1,0,0
23303,10303,1993,12075.5,96790,33,946,0,1,0
23305,5697,1996,83416.59,753177,38,1350,1,1,0
23313,2300,1992,90147.45,617581,34,2080,1,1,0
23314,4510,1986,35785.36,163173,27,2215,1,0,0
23315,1880,2014,30631.89,774026,55,1924,0,1,0
23317,1509,2004,26551.27,1097894,46,2236,1,0,0
23319,12250,1990,50071.79,158610,31,3172,0,0,0
23321,2186,1996,53247.04,612936,37,980,0,1,0
23323,2945,2014,55275.59,615423,52,2120,1,0,0
23324,2186,1991,55275.59,539173,32,2120,0,1,0
23327,4064,1990,25035.89,597725,25,2080,1,1,0
23328,2174,2008,8104.880999999999,454614,45,780,0,1,0
23329,816,1990,25870.43,599490,32,2088,0,1,0
23331,1909,1989,51905.26,685206,30,2080,1,1,0
23332,8052,1992,57507.86,170380,28,2080,1,0,0
23334,1262,2000,37994.1,703791,40,1520,0,1,0
23337,11953,1992,18651.2,463693,32,2080,0,1,0
23341,10010,1990,28374.01,121962,26,2582,0,1,0
23343,1565,1994,32367.5,685052,30,2260,1,1,0
23344,4355,1993,27169.88,705644,36,1976,1,1,0
23345,1564,2000,43693.21,641092,40,2080,0,1,0
23346,11953,1993,19622.69,468152,33,2080,0,1,0
23347,1880,2010,20000.0,725565,50,1664,0,1,0
23348,11971,2006,42196.11,177272,47,4180,1,0,0
23349,3459,1990,41726.49,469986,27,2284,0,1,0
23351,2186,1998,52480.0,591765,39,624,0,1,0
23353,2560,1991,8007.6669999999995,426078,30,1560,0,1,0
23354,1909,1987,8007.6669999999995,684773,28,2080,1,0,0
23359,2461,2010,36400.0,663404,48,3224,0,1,0
23360,1976,2014,43299.21,583835,52,1976,0,1,0
23361,76,1989,28152.01,603358,25,2490,1,0,0
23363,12250,1988,51626.53,159259,29,2154,0,0,0
23367,1509,2000,7598.82,1016239,41,2585,1,1,0
23368,3968,2000,7598.82,690675,38,1560,1,0,0
23369,2613,1990,39222.9,674615,31,2164,1,1,0
23371,12250,1989,47506.51,156064,30,1592,0,0,0
23372,1568,2006,6491.709,588061,45,650,0,1,0
23373,76,2000,37994.1,689431,36,2080,1,1,0
23374,4355,2000,70922.32,783168,43,2080,1,1,0
23375,6109,1988,55314.14,275938,31,2136,1,1,0
23376,5182,1988,40563.7,593617,28,2340,1,1,0
23377,9566,1990,48402.73,140638,33,2080,0,0,0
23378,3273,2012,23745.62,137302,52,2080,0,0,0
23379,1976,1998,29432.13,499379,36,1040,0,1,0
23380,3531,2000,6332.35,683110,42,1144,0,1,0
23381,4355,1992,27976.79,696056,35,1720,1,1,0
23382,12162,2006,28130.74,293944,46,2080,0,0,0
23384,3273,2014,40535.43,145460,54,2339,0,0,0
23385,1856,1989,5278.501,602659,27,1333,0,0,0
23386,4380,1998,81607.26,812115,41,3696,1,1,0
23388,977,1998,49499.48,549710,34,1820,1,1,0
23389,4358,1993,48302.0,705644,35,2080,1,0,0
23390,3965,1992,82376.12,583236,29,2600,1,1,0
23391,4355,1991,28827.6,693496,34,1597,1,0,0
23392,2125,1991,28827.6,493760,29,2080,0,1,0
23393,3968,1996,27805.53,621754,33,1560,1,0,0
23394,7852,1992,52845.06,91619,32,3440,1,1,0
23397,5121,1993,48302.0,612411,34,2080,0,1,0
23398,11953,1989,15835.5,470595,29,2080,0,0,0
23401,2461,2012,37993.0,684243,50,3640,0,1,0
23402,2461,2008,14183.54,621912,46,2080,0,1,0
23403,3968,1988,38719.9,586163,25,2080,1,0,0
23405,3624,2012,37791.64,619575,50,2080,0,1,0
23406,1406,1993,18113.25,119176,32,2080,0,0,0
23407,4042,1989,49266.01,146794,28,2120,1,0,0
23408,119,2000,43059.98,866739,43,2080,1,0,0
23409,4048,1987,63340.06,675214,28,2080,1,1,0
23410,2598,1998,28094.3,560465,33,2000,1,0,0
23411,10056,1994,22068.75,105119,34,2080,0,1,0
23413,4064,1994,41159.68,610003,29,2080,1,1,0
23415,3197,1996,17684.32,727290,35,1785,0,0,0
23417,5350,1987,23032.75,469389,26,2340,1,1,0
23420,3402,1988,18438.05,573534,26,1938,0,1,0
23423,842,1987,6717.885,548474,26,1528,0,0,0
23424,4064,1996,39622.88,630558,31,2080,1,1,0
23427,2186,1985,26347.47,527143,25,2180,0,0,0
23429,5099,1991,44842.94,551289,27,2166,0,1,0
23431,8006,1988,29500.88,74541,26,2175,0,1,0
23434,2839,1986,43737.67,913502,27,1960,1,0,0
23435,2863,2008,30393.3,815504,43,1960,0,0,0
23437,10010,1989,21114.0,119276,25,1840,0,1,0
23440,1509,1996,11122.21,939681,37,1360,1,1,0
23442,1960,1996,62562.44,563375,32,1880,0,1,0
23443,824,1986,26839.02,701913,26,2120,0,0,0
23444,193,1986,85723.84,628234,28,2487,1,1,0
23445,2963,2000,75988.2,498467,37,3120,1,0,0
23446,5005,2000,63323.5,780403,37,2120,1,0,0
23447,1509,1985,24320.74,826275,26,1690,1,0,0
23448,4355,1994,24320.74,724074,37,1462,1,1,0
23449,7238,1986,25844.98,135780,25,2165,1,1,0
23450,1976,2008,55721.05,543463,45,2620,0,1,0
23452,606,2004,40404.11,733085,40,2080,1,1,0
23455,1909,1994,45608.74,679606,35,2080,1,0,0
23456,2186,1987,45608.74,533173,28,2080,0,1,0
23457,4520,1996,20854.15,695790,38,3600,1,1,0
23458,849,1991,13324.76,551221,30,1982,0,0,0
23460,2678,1990,20696.34,116110,28,2080,0,1,0
23461,2863,1996,58391.61,753864,31,2080,0,1,0
23463,1792,2006,16229.27,722319,42,1820,1,1,0
23465,10010,1996,35396.44,125715,32,3024,0,0,0
23466,3591,1996,80908.53,555052,35,2288,1,1,0
23467,3197,1998,20870.05,723638,37,1976,0,0,0
23468,2186,1990,20870.05,551351,31,2080,0,1,0
23469,2886,2014,22110.23,255552,55,1040,0,0,0
23470,8192,2000,60790.56,519980,41,2160,0,1,0
23471,9566,1989,49266.01,139043,32,2080,0,0,0
23472,2303,1993,12075.5,650033,36,2496,1,0,0
23473,977,2000,53191.74,561504,36,2080,1,1,0
23475,4737,1996,55611.06,727844,36,2600,1,1,0
23476,6579,1990,10014.36,90191,25,1160,0,0,0
23479,5949,1984,22031.48,254455,26,1598,1,0,0
23481,2186,2000,25011.25,620936,41,1924,0,1,0
23482,1565,1996,22244.42,716188,32,3120,1,1,0
23484,12557,1988,16594.24,93112,25,1785,1,0,0
23486,342,2010,100000.0,557962,47,2080,1,1,0
23487,904,1989,26392.51,563801,25,2055,0,1,0
23490,3,1992,6217.065,574893,30,910,0,1,0
23491,4988,1988,27657.07,515706,27,2332,0,0,0
23492,342,2008,96245.46,534283,45,2080,1,1,0
23493,9904,2006,27048.79,112565,46,2340,1,0,0
23496,3786,1991,27648.87,524577,32,2354,0,1,0
23497,184,1988,38719.9,452683,27,1976,0,0,0
23498,7944,1998,26756.48,132729,36,2080,1,0,0
23501,6748,2000,15197.64,296875,37,2080,1,0,0
23502,3786,1992,20205.46,524516,33,1674,0,1,0
23503,606,1998,60202.07,688505,34,2080,1,0,0
23504,560,1988,55314.14,774282,28,3709,1,0,0
23508,4992,2010,312324.0,564425,48,520,0,1,0
23510,9279,1992,54399.32,100240,33,3936,1,0,0
23511,2863,1994,51493.74,708608,29,2080,0,1,0
23512,4992,2008,51493.74,549956,46,1560,0,0,0
23513,4988,1986,26839.02,518147,25,2314,0,0,0
23516,1440,2000,20263.52,170478,38,1720,0,0,0
23517,3182,1994,22068.75,639722,34,981,0,1,0
23518,4355,2006,23802.93,906494,49,2340,1,0,0
23519,11778,2004,45021.72,179900,44,2080,0,0,0
23520,4358,1994,57378.74,724074,36,2080,1,0,0
23521,1564,1998,14047.15,619572,38,880,0,1,0
23522,8911,1992,20982.6,104897,34,2080,1,0,0
23523,6466,1989,66861.02,97924,28,2080,1,0,0
23524,6554,1985,16132.76,110903,27,2000,0,1,0
23525,1909,2000,50025.57,789355,41,2080,1,1,0
23527,4355,1990,50071.79,677552,33,2040,1,0,0
23529,7878,1989,14076.0,167687,31,1760,0,0,0
23530,2578,1993,20377.41,559478,32,2350,1,1,0
23532,1710,1992,29546.6,1044127,34,2210,1,0,0
23534,10331,1998,25418.65,135638,40,2392,0,1,0
23535,3968,2006,25418.65,756295,43,1820,1,0,0
23536,8359,2014,36850.39,89405,52,3640,0,0,0
23537,3968,1993,22641.56,589190,30,2080,1,0,0
23538,7018,1987,28790.94,81159,27,1757,1,0,0
23541,11953,1994,19126.25,477749,34,2080,0,1,0
23542,3531,2006,11901.47,751204,48,1092,0,1,0
23543,6125,1992,85484.65,115371,28,2510,1,1,0
23544,9923,1991,27226.07,107017,33,1680,0,1,0
23546,5121,1994,47079.99,620978,35,2080,0,1,0
23548,7288,1987,38387.91,111825,27,2000,0,0,0
23550,3144,1984,31473.55,546223,26,1400,1,0,0
23552,2863,1998,56188.61,746537,33,2080,0,1,0
23553,2963,1996,13902.76,448726,33,1350,1,0,0
23554,7238,1992,13902.76,140580,31,2080,1,1,0
23555,2186,1986,13902.76,533943,26,2080,0,1,0
23557,76,1990,76776.74,607642,26,2080,1,0,0
23558,7944,1996,22244.42,129770,34,2080,1,0,0
23560,76,1998,34783.42,679670,34,2080,1,0,0
23561,10056,1993,22641.56,102027,33,2080,0,0,0
23562,4992,2006,32458.55,555117,45,620,0,0,0
23564,8889,1988,27657.07,94475,27,2426,0,1,0
23565,3968,1998,40134.72,655306,35,1560,1,0,0
23569,184,1990,41392.68,457882,29,1976,0,0,0
23570,3182,2000,51925.27,702213,40,1664,0,0,0
23571,6323,2004,12698.43,329553,40,1820,1,1,0
23572,6068,1985,50668.21,340486,26,3166,0,0,0
23573,1909,1998,48696.79,711903,39,2080,1,1,0
23576,4064,1992,23314.0,618416,28,2080,1,1,0
23577,1509,1994,13241.25,891670,35,1390,1,1,0
23578,7944,2000,13241.25,146527,38,1120,1,0,0
23579,4064,2000,46859.39,668803,35,2236,1,1,0
23580,11953,1990,16690.6,473123,30,2080,0,0,0
23581,9542,1988,7098.648,102507,25,710,0,0,0
23586,6619,1988,5531.414000000001,87909,25,1169,0,0,0
23587,12250,1986,31809.21,158410,27,1920,0,0,0
23589,512,2000,69655.85,809767,41,2600,1,1,0
23591,2897,1989,5278.501,723157,26,777,0,0,0
23592,654,2014,10133.86,715570,50,2440,0,1,0
23593,9923,1992,27199.66,106636,34,1400,0,1,0
23594,11953,1988,17258.01,476334,28,2080,0,0,0
23596,12250,1985,40534.57,156703,26,2054,0,0,0
23597,2509,1988,49513.53,675294,27,2080,1,1,0
23598,12250,1984,37768.25,155047,25,1976,0,0,0
23601,8192,1998,40134.72,526808,39,2236,0,1,0
23603,8052,1998,61539.9,190758,34,2080,1,1,0
23604,10303,1994,16183.75,99723,34,2658,0,1,0
23605,8442,1990,16690.6,250729,32,1800,1,0,0
23609,4988,1990,33381.2,512230,29,2931,0,0,0
23612,9863,2004,63492.18,79180,41,1820,0,0,0
23614,10362,2006,21639.03,192837,45,2080,0,0,0
23615,567,2014,27637.79,768583,52,1040,0,1,0
23616,184,1987,27735.27,452308,26,2109,0,0,0
23618,12162,2004,30014.48,297593,45,2080,0,0,0
23620,2863,1992,60616.39,717182,28,2080,0,1,0
23622,3531,1991,11210.73,613078,33,840,0,1,0
23623,9432,1984,16785.89,70450,25,2080,0,1,0
23624,1919,2000,32674.93,591491,37,2080,1,1,0
23625,20,1987,51823.69,750789,27,2080,0,0,0
23628,4988,1993,52830.32,506848,32,2803,0,0,0
23632,1880,2006,32458.55,720136,46,2028,0,1,0
23633,9788,1996,41152.18,110483,32,2356,1,0,0
23634,3968,2014,18425.2,852729,52,1560,1,0,0
23635,1880,2008,30393.3,692095,48,1820,0,1,0
23640,4030,1990,37553.84,653186,31,2200,0,1,0
23642,3182,1998,13378.24,682474,38,1040,0,0,0
23643,437,2012,19946.32,835258,55,1976,0,1,0
23644,3968,1990,50071.79,595194,27,2080,1,0,0
23649,9756,1993,42550.63,190020,35,4080,0,1,0
23650,2458,1994,11770.0,538988,36,2319,0,1,0
23652,9904,2004,28860.08,120402,45,2340,1,0,0
23653,8410,1985,28374.2,220188,26,2315,1,0,0
23654,1369,1992,59062.12,537498,31,3620,1,0,0
23655,9900,1984,12809.73,108332,25,1000,0,0,0
23656,3968,2004,12809.73,768008,42,1820,1,0,0
23659,1976,2010,35000.0,539221,47,1283,0,1,0
23660,11953,1991,19218.4,462274,31,2080,0,0,0
23661,1880,2012,16621.94,723764,53,1820,0,1,0
23663,3256,2000,113982.3,882527,40,2340,1,1,0
23665,3925,1987,17274.56,465963,25,2240,1,1,0
23669,5802,1991,26425.3,73542,29,1960,0,1,0
23670,4524,1991,130494.5,113406,28,1560,1,0,0
23671,6485,1996,192935.6,109199,36,3120,0,1,0
23673,1265,2000,8232.056,767540,42,504,1,0,0
23674,2168,1993,40754.82,603860,33,2600,1,0,0
23675,6896,1988,73752.19,236685,28,4030,1,1,0
23678,2901,1987,113987.2,784783,30,2705,0,0,0
23680,6104,1990,20028.72,218842,30,1040,1,0,0
23681,3424,1987,30710.33,682609,28,1640,0,1,0
23683,7603,2008,52681.73,237150,47,1650,0,1,0
23684,4594,1992,6217.065,555655,33,1912,0,1,0
23686,896,1991,48046.0,508350,30,2080,0,1,0
23687,3297,1996,16683.32,158915,37,1040,1,0,0
23690,10186,1994,43401.87,80098,31,2080,1,0,0
23691,6844,1989,8797.502,194732,26,525,1,0,0
23692,4429,2000,60790.56,667510,37,1820,1,1,0
23693,3784,1987,15355.17,435376,26,1131,0,0,0
23694,4524,2004,86580.23,131978,42,520,1,0,0
23695,7844,2000,63323.5,84231,37,2600,0,1,0
23698,1265,1994,11770.0,709625,36,650,1,0,0
23699,2903,1991,40038.34,645308,29,2080,1,0,0
23703,3256,2012,47491.25,931316,52,2520,1,1,0
23705,1273,1996,20854.15,524377,34,2240,1,1,0
23706,2168,1987,41267.01,617001,26,2080,1,1,0
23707,361,1984,28326.19,606594,26,1820,1,0,0
23712,1273,1993,24151.0,496914,31,2517,1,1,0
23714,8685,1996,20854.15,169322,36,3380,0,1,0
23715,1446,2012,57939.32,173386,49,4784,0,1,0
23716,1950,1996,57939.32,590817,34,2214,1,0,0
23717,3256,2004,126984.4,986766,44,2080,1,1,0
23718,7603,2004,17316.05,235252,43,586,0,1,0
23720,1139,2004,56565.75,503530,43,2080,0,0,0
23721,1273,1994,21333.12,513374,32,1715,1,1,0
23722,1265,1992,14687.82,682167,34,1960,1,0,0
23723,4595,2006,102785.4,779714,44,3120,1,1,0
23727,1182,1985,26347.47,676248,26,1737,0,0,0
23729,3297,1987,19193.96,159150,28,1680,1,0,0
23730,3910,1991,19218.4,635304,27,1900,1,1,0
23731,896,1993,30188.75,520215,32,1835,0,1,0
23732,7844,1998,30188.75,84996,34,2395,0,1,0
23734,6104,1988,33188.48,215154,28,2813,1,0,0
23735,896,1994,38252.5,534532,33,1540,0,1,0
23736,896,1992,46627.99,508921,31,2062,0,1,0
23738,327,1994,47079.99,678989,36,2185,0,0,0
23739,3925,2014,18425.2,601182,52,1324,1,0,0
23740,361,1985,40534.57,611734,27,1980,1,1,0
23741,8409,1990,10014.36,225278,33,1080,1,1,0
23742,2901,1985,44588.03,768507,28,2535,0,0,0
23745,11939,2012,22795.8,534234,49,1800,1,0,0
23747,6844,1992,38928.16,202606,29,1054,1,0,0
23748,3239,1987,15355.17,139363,25,1840,1,0,0
23749,896,2000,25329.4,574217,39,2288,0,1,0
23750,3297,2000,20263.52,177179,41,2080,1,0,0
23752,1182,1993,48302.0,683424,35,3122,0,0,0
23753,1054,1986,33797.29,630168,25,3120,1,1,0
23755,3910,1993,21132.13,633531,29,4030,1,1,0
23756,81,2006,43278.06,756780,41,960,1,1,0
23759,9420,2004,54256.95,146417,47,2080,1,1,0
23760,4595,2008,97258.57,731214,46,3120,1,1,0
23762,8741,1991,19436.21,64035,27,1460,1,0,0
23764,3910,1990,25035.89,633873,26,1265,1,1,0
23766,11852,1987,17274.56,571079,25,2120,1,0,0
23767,4429,2004,58453.2,722318,41,2080,1,1,0
23768,1265,1996,11122.21,710280,38,1120,1,0,0
23769,4429,1990,29629.15,614411,27,1176,1,0,0
23771,3910,1994,55907.49,633735,30,3484,1,1,0
23772,7603,2000,15197.64,249750,39,1640,0,1,0
23773,9999,2004,41558.52,160012,40,2412,0,0,0
23776,3910,1996,38927.74,662538,32,2808,1,1,0
23777,3297,1998,40134.72,168444,39,2080,1,0,0
23778,2903,1992,35748.13,640923,30,2122,1,0,0
23781,5346,1996,47269.4,498413,33,4160,1,1,0
23782,9610,1988,27657.07,39739,25,2080,0,0,0
