,person,year,labinc,wt,age,hours,male,married,pp
24718,2660,1993,31211.42,154190,36,986,1,0,0
24719,8599,2006,35704.4,300515,41,1860,1,0,1
24720,5979,2010,10000.0,277828,48,1550,1,0,0
24721,4652,1994,63727.18,521816,33,2014,1,0,1
24722,6029,1996,11122.21,85416,35,2080,1,0,0
24723,10519,1990,40057.43,91859,30,2300,1,0,1
24724,5013,2008,60786.61,108008,44,1300,1,0,0
24725,2749,1994,60786.61,797638,36,4377,1,0,0
24726,9764,2008,24314.64,121777,50,2080,1,0,0
24727,8400,1992,6217.065,86839,30,2684,1,0,0
24728,3872,2004,34632.09,738086,47,2304,0,1,1
24729,4662,1998,57526.43,574435,35,1976,0,1,0
24730,6034,2010,21500.0,329435,45,1960,1,1,1
24731,4693,2010,21500.0,573955,47,2095,1,1,1
24732,9971,2000,5065.88,128010,42,2080,1,0,0
24733,10179,1993,23547.23,73627,32,1760,1,0,0
24734,4433,1993,9433.984,96477,33,1190,1,0,0
24735,2377,2004,20779.26,702430,41,1560,1,0,0
24736,9610,1989,30615.31,39214,26,2080,0,0,0
24737,152,2006,91965.88,535930,44,1820,0,1,1
24738,3872,1991,33632.2,617722,33,2200,0,0,0
24739,8661,2000,20263.52,123939,37,2080,1,1,1
24740,8460,1988,12906.63,76792,30,1640,0,0,0
24741,7194,2010,65000.0,368685,46,2080,0,0,1
24742,10510,1993,31698.19,112090,36,2340,1,1,0
24743,5281,1990,28374.01,147278,29,2080,1,0,0
24744,2466,2006,23802.93,525996,44,2820,1,0,1
24745,5386,2004,306993.9,436715,43,2600,0,0,1
24746,9583,1986,27833.06,159124,28,3050,1,0,0
24747,185,1994,22804.37,532543,29,1720,1,0,1
24748,7937,2010,15000.0,108490,48,1600,1,0,0
24749,5527,1989,15835.5,549372,29,2141,1,0,0
24750,9812,2000,25329.4,135759,41,2080,1,0,0
24751,3671,1990,25035.89,541386,26,1600,0,0,0
24752,10519,1991,32831.44,88234,31,1606,1,0,0
24753,7859,1988,18438.05,104742,29,1885,1,0,1
24754,7144,2010,13000.0,172142,47,1304,0,0,0
24755,9170,1987,38387.91,89434,28,2120,1,1,0
24756,5539,1998,42810.36,212640,33,2540,1,1,0
24757,12282,2006,32458.55,110450,45,2080,0,0,0
24758,6462,2014,46062.99,326454,51,2270,1,1,1
24759,4704,1987,19193.96,548026,27,2759,1,0,0
24760,8993,1990,13352.48,86279,29,2090,1,0,0
24761,9816,1992,15542.66,111808,29,810,1,0,0
24762,5675,1993,40754.82,682615,35,2164,0,1,0
24763,4063,1996,29195.81,593681,35,2080,1,0,0
24764,6506,2006,22720.98,336016,43,1600,1,0,0
24765,4652,1998,64624.92,556111,37,3420,1,0,1
24766,3460,1991,25624.54,516594,26,2120,1,0,1
24767,4047,1989,19354.5,123741,26,2672,1,1,0
24768,6808,2014,35007.87,139276,51,2052,1,0,0
24769,3149,1991,20819.94,461849,27,3668,1,0,0
24770,2171,1987,26871.54,166759,26,2200,1,0,0
24771,10179,1992,22630.12,74739,31,2320,1,0,0
24772,3011,2012,104480.7,875624,51,2860,0,1,1
24773,7294,1991,14413.8,83275,30,1922,1,0,0
24774,6170,1989,42228.01,198671,30,2170,1,1,0
24775,9037,1994,7356.249,130260,35,820,0,0,0
24776,2305,1998,40134.72,505434,34,3120,1,1,1
24777,9071,1989,5278.501,90016,27,1445,1,0,0
24778,8792,2010,5278.501,117009,50,1440,1,0,0
24779,10324,2012,5278.501,102757,49,564,1,0,0
24780,4328,1989,24633.01,819476,31,2288,1,1,1
24781,9215,1992,31085.33,92439,31,2190,1,0,1
24782,4662,1993,48302.0,554204,30,2080,0,0,1
24783,4737,1991,56854.44,663532,31,2510,1,1,0
24784,7162,2004,56854.44,479497,45,1880,1,0,1
24785,361,1989,66861.02,654285,31,2250,1,1,0
24786,6485,1994,66861.02,107617,34,2891,0,1,0
24787,12410,1987,34549.13,260139,28,2812,1,1,0
24788,8667,1993,31698.19,104915,31,2205,1,1,0
24789,2091,2004,17316.05,564251,41,1768,1,1,0
24790,4130,1989,19354.5,512459,25,1680,1,0,0
24791,3245,1989,5278.501,664071,26,2485,0,0,1
24792,4662,2012,56989.5,676087,49,2040,0,1,0
24793,8852,1988,27657.07,73973,28,2120,1,0,0
24794,1434,1998,27657.07,630658,36,2080,1,1,0
24795,10030,1993,16603.81,88970,33,1360,1,1,1
24796,2168,1994,42077.74,618372,34,2850,1,0,0
24797,1169,1990,123982.8,795216,31,3120,1,1,0
24798,2903,1987,32629.73,654456,25,2150,1,0,0
24799,4005,1993,24354.78,217020,34,2920,0,0,0
24800,5758,2014,9581.101999999999,191722,52,1040,0,0,0
24801,5094,1996,9581.101999999999,761637,37,1550,1,0,1
24802,1291,1990,31712.13,164173,27,1715,1,0,0
24803,4652,1993,57082.4,509570,32,1976,1,0,1
24804,3161,2014,13818.9,636350,51,2392,1,0,0
24805,6432,2004,10389.63,217395,40,1170,1,0,0
24806,4652,2008,62812.83,626061,47,2184,1,0,1
24807,1301,2010,16000.0,786639,51,2150,1,1,0
24808,3329,1992,12434.13,504270,30,672,1,1,0
24809,5650,2014,23031.49,836995,53,4160,1,1,0
24810,8741,2004,46176.13,78882,41,2600,1,1,0
24811,12223,2000,5065.88,118325,38,1000,1,0,1
24812,11165,1991,49647.54,394159,34,2080,1,1,1
24813,341,1988,42407.51,483870,29,2040,0,0,0
24814,11817,1993,42407.51,1004228,35,3366,1,0,0
24815,5918,1993,24905.72,255712,28,3680,1,0,0
24816,10472,1992,23314.0,142744,27,740,0,0,1
24817,403,1989,42228.01,637441,32,2000,1,0,0
24818,1543,1992,20205.46,552488,29,2160,1,0,1
24819,10163,1988,12906.63,86737,28,2080,1,0,0
24820,672,2010,12906.63,176017,46,520,1,0,0
24821,2903,2004,161616.4,843847,42,3120,1,1,1
24822,2901,1990,123982.8,806698,33,2625,0,0,0
24823,10520,1994,123982.8,120186,35,1882,1,1,0
24824,2903,1989,40468.51,641653,27,2676,1,0,0
24825,10520,1993,12075.5,113481,34,1585,1,1,0
24826,7142,1992,7771.331999999999,170045,28,1197,1,0,0
24827,7239,1988,11062.83,120014,26,1440,1,0,0
24828,10028,1986,9940.379,92569,28,683,1,1,0
24829,9693,1988,25813.27,65888,27,2000,0,0,0
24830,5643,1986,12091.48,194530,26,2408,1,0,0
24831,4113,1992,23314.0,557228,31,1955,1,0,0
24832,10021,1989,19354.5,91176,25,2556,1,1,0
24833,8576,2006,8655.612,126940,42,1850,1,0,1
24834,2168,1990,43395.55,633919,30,3520,1,0,0
24835,1936,2012,13297.55,728937,53,1456,0,1,0
24836,3483,1989,22873.5,739870,29,1650,1,0,1
24837,12132,2006,22873.5,207652,48,1040,1,0,0
24838,8683,1988,15119.2,196780,28,2360,1,1,0
24839,8993,1996,16683.32,85416,35,2080,1,0,0
24840,9076,2008,10131.1,111551,43,1248,1,0,1
24841,10472,1991,17616.87,146680,26,1160,0,0,1
24842,735,1993,16603.81,618005,32,1040,1,1,1
24843,8741,1994,27634.48,65526,31,1960,1,1,0
24844,10324,2014,9212.598,101328,51,2080,1,0,0
24845,4931,2014,20267.71,668188,50,2080,0,1,0
24846,4130,1998,32107.77,555239,34,2080,1,1,1
24847,6104,1986,21868.83,221500,26,2306,1,0,0
24848,3059,1984,41964.73,713271,26,2456,1,1,1
24849,3202,1989,47506.51,748612,29,3032,1,0,0
24850,4536,2004,7734.501,880535,47,1300,0,0,1
24851,821,1985,42561.3,685770,27,2080,0,0,0
24852,361,1994,149557.0,660150,36,2369,1,1,0
24853,1941,1991,19218.4,614452,32,1252,1,1,0
24854,7194,2014,71858.26,358950,51,2600,0,0,1
24855,11883,1992,27976.79,118614,33,2845,1,0,1
24856,2304,1994,29425.0,639476,36,3148,1,0,1
24857,2229,2014,43299.21,548631,53,1820,0,0,0
24858,9573,2004,5772.016,95702,41,1400,1,0,0
24859,629,1987,23992.45,556260,25,2384,1,1,0
24860,3016,1988,46095.12,575630,27,2080,1,0,1
24861,4113,1990,20028.72,557562,29,1280,1,0,0
24862,9358,2012,21845.97,178190,50,2080,1,1,0
24863,2217,2012,13432.42,645574,54,1443,0,1,0
24864,8487,1990,18359.66,186958,26,1545,1,1,0
24865,9076,2010,8000.0,111234,45,1924,1,0,1
24866,5635,1993,13584.94,198109,28,2080,1,0,0
24867,1215,1994,7061.999,161709,31,600,1,0,0
24868,10520,1991,15374.72,108676,32,1823,1,1,0
24869,10165,1985,24320.74,100408,25,2080,1,1,0
24870,8609,2004,17316.05,348514,47,1480,1,0,0
24871,714,1992,20205.46,633752,27,1960,1,0,1
24872,3872,2006,32458.55,737116,48,2236,0,1,1
24873,9693,1989,33430.51,65094,28,3290,0,0,0
24874,1148,1996,19463.87,158915,38,2600,1,1,1
24875,1763,1993,18113.25,120558,31,2146,1,0,1
24876,5675,1987,34549.13,697434,29,840,0,1,0
24877,2505,1992,10879.86,658604,35,1098,0,0,0
24878,8460,1989,18298.8,75251,31,2160,0,1,0
24879,8741,2000,46552.91,78238,36,2045,1,1,0
24880,3713,1996,16683.32,851567,39,2080,1,1,0
24881,2222,1990,13352.48,661553,32,1960,1,1,0
24882,6029,1993,13584.94,86111,33,2760,1,1,0
24883,5675,1991,43241.4,678648,33,2570,0,1,0
24884,3852,2014,18425.2,648984,50,2184,1,0,0
24885,8685,1990,21697.78,168385,31,1490,0,1,1
24886,4113,1987,19193.96,556444,26,2745,1,0,0
24887,7970,2000,17730.58,111969,42,3224,1,0,0
24888,1215,1996,13902.76,170343,33,2120,1,0,0
24889,1232,1989,21114.0,790763,31,2645,1,1,1
24890,6230,1987,13435.77,192177,27,1944,1,1,0
24891,8852,1990,20028.72,73094,30,2020,1,0,0
24892,8683,2000,23429.7,214023,39,2080,1,0,0
24893,8682,1987,23032.75,194565,26,2080,1,0,1
24894,4366,2008,101311.0,767587,43,3120,0,1,0
24895,7977,1990,18286.22,79079,29,3132,1,0,0
24896,3417,1988,22125.66,594986,25,1331,1,0,0
24897,10253,1990,28374.01,96327,33,1800,1,0,0
24898,184,1989,44339.41,450858,28,1976,0,0,0
24899,3016,1994,8827.499,584382,33,760,1,1,1
24900,8630,1998,18729.54,110861,34,2080,1,1,0
24901,3484,2000,29128.81,700830,36,2392,1,0,1
24902,6305,2010,35000.0,106422,49,1716,1,1,0
24903,5675,1994,39723.75,692165,36,2080,0,1,0
24904,2504,1992,18651.2,626764,32,2000,1,0,0
24905,248,1996,25024.98,574531,35,2520,1,0,0
24906,10253,2004,23088.06,109443,47,2100,1,1,0
24907,1501,2012,75986.0,872438,49,2080,1,1,0
24908,10075,2010,16120.0,135644,47,2080,1,0,0
24909,10253,1993,10566.06,93985,36,720,1,0,0
24910,6029,1994,11770.0,83184,34,2080,1,0,0
24911,6013,2004,23088.06,269812,41,2080,1,0,0
24912,10179,1996,22244.42,77591,35,2120,1,1,1
24913,4662,1989,40468.51,540270,26,2058,0,0,0
24914,367,1987,26871.54,532094,27,2080,0,0,1
24915,8412,1992,15542.66,190463,31,1820,1,0,1
24916,10547,2000,29128.81,132186,38,2360,1,0,1
24917,9816,1988,17516.14,118329,25,2080,1,0,0
24918,2091,2000,13931.17,507435,38,1664,1,1,0
24919,3993,1990,10014.36,803775,32,1056,0,0,0
24920,8870,2008,8104.880999999999,79990,45,1196,0,0,0
24921,8323,1992,43519.46,92848,30,2080,1,0,0
24922,1325,2008,101311.0,785636,50,3380,1,1,0
24923,57,1992,48182.26,567369,34,2650,0,0,1
24924,940,1998,20067.36,581242,38,1308,0,1,0
24925,163,1989,70380.02,430047,27,2250,1,1,0
24926,11861,2000,29128.81,149321,40,2080,0,0,0
24927,4737,2012,63638.27,936081,53,2600,1,1,0
24928,1792,2000,25329.4,647693,37,1248,1,1,0
24929,1325,1996,192935.6,690827,38,3432,1,1,0
24930,4004,2010,48000.0,946170,51,2000,1,1,1
24931,4767,1991,44842.94,691124,33,2140,1,0,0
24932,4767,1985,31819.64,657467,26,2414,1,0,1
24933,2785,2004,11544.03,539965,44,2640,0,1,0
24934,1702,2004,115440.3,210149,43,3120,1,1,1
24935,4767,1988,43329.41,689520,30,2185,1,0,0
24936,8323,2004,46176.13,126085,42,2184,1,0,1
24937,4767,2004,41558.52,873594,46,2080,1,1,1
24938,229,2010,22000.0,678423,47,1872,0,0,1
24939,9987,2012,71236.88,171876,54,2080,0,0,1
24940,9527,1988,27657.07,90226,27,3796,0,0,0
24941,5073,2000,37994.1,196541,36,2080,1,0,1
24942,12068,1989,17595.0,148073,26,1560,1,0,0
24943,1325,2010,150000.0,859267,51,3380,1,1,0
24944,1792,1990,35050.25,596171,27,2920,1,1,0
24945,1325,2004,150072.4,807141,45,3380,1,1,0
24946,4004,1984,41964.73,663269,25,2080,1,0,0
24947,4767,2006,43278.06,877823,47,2080,1,1,1
24948,3663,1991,51249.07,454586,29,2292,0,1,0
24949,1325,1984,15736.77,602350,25,1599,1,0,0
24950,3317,1986,5063.629,151327,25,1368,0,0,0
24951,163,1987,47984.89,438628,25,1184,1,0,0
24952,1918,1986,26616.36,537708,25,1850,1,0,0
24953,6336,1991,5009.597,147640,30,1200,0,0,1
24954,3882,1984,12589.42,658331,26,2025,1,0,0
24955,8323,1990,36719.31,97712,28,2416,1,0,1
24956,11861,2004,27705.68,150258,44,2080,0,0,1
24957,5070,2010,5000.0,215725,47,910,1,0,0
24958,8046,2006,302747.4,290607,48,2600,1,1,0
24959,3028,2010,19000.0,277307,51,2600,1,0,0
24960,3236,1996,25024.98,702527,32,2028,0,0,1
24961,3028,2014,24874.01,274880,55,1400,1,0,0
24962,4767,2000,46859.39,808621,42,2080,1,1,0
24963,5070,2006,108195.2,212440,43,1000,1,0,0
24964,9144,2000,7978.7609999999995,75046,37,1300,0,1,0
24965,954,1994,13241.25,464478,33,1770,0,1,1
24966,5031,2014,46431.49,794884,51,2325,1,1,1
24967,8046,1986,85723.84,236237,28,2530,1,1,0
24968,622,2014,85723.84,278794,50,1378,0,1,0
24969,5073,1998,24080.83,185432,34,2080,1,0,1
24970,3663,1990,50071.79,463383,28,2088,0,1,0
24971,3663,1989,42228.01,456274,27,2080,0,0,0
24972,1325,1991,130494.5,638551,33,2499,1,0,1
24973,4767,1998,62877.72,765448,40,2236,1,1,0
24974,12155,1990,29208.54,81168,26,2296,0,1,0
24975,9693,1986,21371.81,66199,25,2080,0,0,0
24976,1325,2006,86556.13,811048,47,3120,1,1,0
24977,4767,1992,43519.46,714776,34,2080,1,1,0
24978,163,1991,72069.01,432497,29,2525,1,1,0
24979,3236,1994,23540.0,660353,30,1983,0,0,1
24980,57,1989,45747.01,562457,31,2440,0,0,1
24981,3882,1996,41708.3,690888,38,2080,1,0,0
24982,3028,2008,14183.54,262592,48,2080,1,0,0
24983,8046,2010,312324.0,302912,52,2600,1,1,0
24984,3872,1986,27833.06,667366,28,2000,0,0,0
24985,8046,1994,149557.0,248599,36,2600,1,1,0
24986,4004,2006,49769.77,893074,47,2080,1,1,1
24987,2133,2010,40000.0,586843,48,1680,0,1,0
24988,4004,2008,46603.07,865092,49,2080,1,1,1
24989,4004,2004,55411.35,888772,45,2080,1,1,1
24990,8046,1996,192935.6,253012,38,2600,1,1,0
24991,8323,1988,39641.8,98264,26,2156,1,0,0
24992,4004,2012,53190.2,998444,54,2080,1,1,1
24993,8323,2006,43278.06,112608,44,2184,1,0,1
24994,8082,1985,14187.1,157447,27,2759,1,0,0
24995,8046,2000,273810.8,261116,42,2340,1,1,0
24996,10186,2006,31268.4,95984,43,2960,1,1,0
24997,8323,2000,48125.86,119495,38,2080,1,0,1
24998,8046,2008,311858.6,278532,50,2600,1,1,0
24999,3663,1992,49736.52,455097,30,2116,0,1,0
25000,8323,2010,48000.0,125873,48,2080,1,0,1
25001,8046,2004,115440.3,275091,46,2600,1,1,0
25002,8323,1998,42810.36,108243,36,2236,1,0,1
25003,5939,2014,11976.38,411557,50,1420,1,1,1
25004,8046,1987,113987.2,258832,29,2410,1,1,0
25005,2572,1987,47984.89,463727,25,2080,1,1,0
25006,5070,2008,151966.5,204904,45,2596,1,0,0
25007,4767,1986,35785.36,681661,28,2192,1,0,1
25008,755,1988,33188.48,112768,27,1976,0,0,1
25009,9144,2006,5409.758000000001,74677,43,780,0,1,0
25010,578,1991,16015.33,673899,31,1800,1,0,0
25011,4004,1998,42810.36,778746,39,2080,1,1,0
25012,3236,1993,23396.28,650131,29,1998,0,0,1
25013,3236,1998,24080.83,695698,34,2028,0,0,1
25014,88,1984,36257.52,268996,26,2880,1,0,0
25015,4767,1989,41348.26,703199,31,2120,1,0,1
25016,3236,2000,26595.87,729822,36,1640,0,1,1
25017,8046,2012,326578.3,323538,55,3120,1,1,0
25018,1325,1998,197957.8,707221,40,3328,1,1,0
25019,1325,1986,39761.52,629808,27,3297,1,0,1
25020,8323,2014,39614.17,140535,53,2184,1,0,0
25021,1325,2000,158308.8,747110,42,3276,1,1,0
25022,3663,1988,44251.31,458121,26,2101,0,0,0
25023,5070,2012,94982.49,231055,50,3900,1,0,0
25024,1792,2008,25327.75,691228,44,1700,1,1,0
25025,8323,1993,42264.25,99575,31,2080,1,0,0
25026,8323,1991,38436.8,95045,29,2120,1,0,0
25027,1488,1985,26347.47,188664,27,2080,1,1,1
25028,3028,2004,44675.4,274570,44,3380,1,0,0
25029,1792,2014,36850.39,740136,51,4368,1,0,0
25030,8323,1987,38387.91,97895,25,2299,1,0,0
25031,8049,1996,33366.64,256335,35,2200,0,1,0
25032,940,2000,11398.23,609894,40,2080,0,1,0
25033,1792,1996,38927.74,623131,33,1248,1,1,0
25034,8323,2008,41537.52,123831,46,2184,1,0,1
25035,8323,2012,45591.6,128778,50,2080,1,0,0
25036,12250,1987,34549.13,161804,28,2445,0,0,0
25037,4737,2010,35000.0,941297,50,2120,1,1,0
25038,10186,2004,22857.18,100572,42,2444,1,0,0
25039,5939,2012,10448.07,371339,48,4680,1,1,1
25040,8685,1992,11252.89,167535,33,1281,0,1,1
25041,11861,1996,25024.98,132992,36,2080,0,0,1
25042,8323,1996,47269.4,105830,34,2080,1,0,0
25043,4767,1987,42226.71,679163,29,2295,1,0,0
25044,11861,1998,23411.92,135168,38,2080,0,0,1
25045,3028,2012,20896.15,277580,53,3120,1,0,0
25046,1325,2012,94982.49,906740,55,3380,1,1,0
25047,8855,1998,40134.72,94788,39,2132,1,0,1
25048,2152,1987,16314.86,571070,27,2040,0,0,1
25049,11824,2012,104480.7,714397,49,2040,1,1,1
25050,9455,1989,31671.01,59389,31,1070,0,1,0
25051,12389,1988,12906.63,65755,27,1574,0,1,1
25052,3229,2004,121212.3,670922,40,2080,1,1,1
25053,6261,1996,118173.5,296354,37,2288,1,0,1
25054,11824,2008,111442.1,687496,44,2692,1,1,1
25055,2113,1996,97319.36,456799,33,2600,1,1,0
25056,12052,1993,64905.82,187658,34,2080,0,0,1
25057,9564,1984,76740.9,98074,26,2236,0,1,0
25058,2113,2008,121573.2,539301,45,2080,1,1,0
25059,4848,1998,16053.89,499639,36,1920,0,1,1
25060,9564,1986,85723.84,99852,29,2236,0,1,0
25061,455,1991,32030.67,617788,32,782,0,1,1
25062,8286,1996,20854.15,211494,39,1920,0,1,0
25063,752,2010,120000.0,910408,52,2822,0,0,1
25064,677,2010,18000.0,145355,47,1556,0,1,0
25065,3855,2004,30014.48,705547,40,936,0,1,1
25066,2113,1994,77976.24,447214,31,2080,1,1,0
25067,1999,2014,70937.0,603647,51,2340,0,1,0
25068,6208,1986,57654.2,206854,28,2040,0,0,0
25069,809,1990,80114.87,748602,33,2080,1,0,0
25070,2605,1990,36719.31,112420,30,1728,0,1,1
25071,752,2004,103896.3,807881,46,2080,0,0,1
25072,677,2014,24874.01,155167,52,1720,0,1,0
25073,2113,1998,120404.1,481450,35,2600,1,1,1
25074,6208,1998,80269.44,219867,41,2080,0,1,1
25075,3117,1993,48302.0,620436,33,2099,0,1,0
25076,8637,1985,17835.21,59570,26,2080,0,0,0
25077,3883,2006,48687.82,776953,46,936,1,1,0
25078,11824,2006,108195.2,718419,42,2080,1,1,1
25079,752,1990,70100.51,158924,32,2340,0,1,0
25080,7720,1992,69941.98,344480,28,2258,1,1,1
25081,6091,2004,34632.09,88426,45,1560,0,1,1
25082,10304,1996,69513.83,69784,34,2130,0,0,0
25083,7436,1998,32107.77,219476,39,2340,0,0,1
25084,5600,1991,20019.17,534406,34,2255,0,1,0
25085,601,1991,16015.33,653943,28,1328,0,0,0
25086,471,1989,7038.001,651999,30,915,0,1,0
25087,2113,2006,108195.2,555646,43,2080,1,1,0
25088,6134,2000,18997.05,135290,40,1716,0,1,0
25089,3229,2010,128000.0,753824,45,2080,1,1,1
25090,6208,1987,26871.54,212463,30,2080,0,0,0
25091,12147,2006,26871.54,240300,42,1728,0,0,0
25092,752,2006,129834.2,839815,48,2340,0,0,1
25093,9813,1992,41965.19,76530,29,2080,0,1,0
25094,1273,1988,11062.83,494361,26,2080,1,1,0
25095,7746,1984,56442.56,71455,26,2036,0,1,0
25096,4873,1989,45747.01,460279,28,2230,0,1,1
25097,6999,2012,120627.8,198185,48,4530,0,0,0
25098,7720,1993,73962.44,337423,29,2184,1,1,1
25099,9466,1989,12316.5,54653,30,1271,0,1,0
25100,3855,1998,40134.72,629027,34,1250,0,1,1
25101,5896,1988,20281.85,156937,26,2000,0,0,1
25102,752,1996,100099.9,832815,39,2184,0,1,0
25103,7746,1990,60586.87,73097,32,2057,0,1,0
25104,3855,2000,40527.04,659881,36,1300,0,1,1
25105,752,1992,140389.1,776246,35,2319,0,0,1
25106,7720,1994,77976.24,339637,30,2184,1,1,0
25107,5410,1992,38856.66,401777,29,2080,1,1,0
25108,4848,1994,35310.0,487312,32,1740,0,1,1
25109,5645,2012,71236.88,184223,49,2080,0,0,0
25110,7746,1987,61036.79,74569,29,2080,0,1,0
25111,471,1998,10702.59,772165,39,832,0,1,0
25112,3337,1993,63396.38,430945,31,1975,0,1,0
25113,6261,2010,145000.0,364319,51,2080,1,1,1
25114,6261,1993,54339.75,293890,34,3160,1,0,0
25115,809,1991,76873.61,766217,34,2080,1,0,0
25116,5140,2014,34086.61,784475,55,1300,0,1,1
25117,2113,2012,326578.3,581042,50,2080,1,1,0
25118,5140,1991,48046.0,602545,31,1904,0,0,0
25119,11824,2010,120000.0,717965,46,2080,1,1,1
25120,9112,1998,40134.72,107324,34,2496,1,0,1
25121,5140,1989,43987.51,611140,29,2080,0,0,0
25122,7397,2004,75036.2,203125,45,2080,0,0,0
25123,5983,1987,24952.14,200883,25,1900,0,1,1
25124,9813,1991,43241.4,77873,28,2080,0,1,0
25125,3229,2014,138189.0,780974,50,2080,1,1,1
25126,9303,1988,40563.7,134371,27,2730,1,0,1
25127,2605,1996,62562.44,446862,36,1840,0,1,0
25128,6208,1989,70380.02,207171,32,2080,0,0,0
25129,3434,1998,70904.66,206713,39,1691,0,1,1
25130,2695,1993,51320.88,85877,30,1864,0,1,0
25131,6091,2000,51320.88,87449,40,2874,0,1,1
25132,6091,1990,56748.03,82718,30,975,0,1,0
25133,12052,1994,66206.24,196354,35,2080,0,0,1
25134,7720,1996,80636.04,344480,32,2184,1,1,1
25135,752,2008,121573.2,877075,50,2084,0,0,1
25136,3229,2000,94985.25,643167,36,2080,1,0,1
25137,7856,1992,24868.26,106481,29,3840,0,0,1
25138,2113,2004,126984.4,564251,42,2080,1,1,0
25139,1513,2000,126984.4,892579,38,2860,1,1,0
25140,5645,2014,73700.78,184051,51,2080,0,0,0
25141,6208,1994,69884.37,209889,37,2080,0,0,0
25142,3043,1996,18073.59,633708,32,2080,0,1,0
25143,7595,1998,16053.89,139588,34,2080,0,0,1
25144,1773,1985,21428.6,701061,27,1216,1,0,0
25145,3434,1992,49736.52,177980,34,2310,0,1,1
25146,5486,1996,8341.659,479640,33,2740,0,0,0
25147,5140,2012,35409.47,733535,52,1092,0,1,1
25148,7720,1989,28152.01,330650,25,1560,1,1,1
25149,5140,1994,51493.74,625473,34,2134,0,0,0
25150,7746,1989,57183.76,71924,31,2080,0,1,0
25151,9564,1989,70380.02,101021,32,1975,0,1,0
25152,9564,1987,113987.2,99404,30,2236,0,1,1
25153,7011,1989,47506.51,116278,31,2080,1,1,1
25154,6261,2008,132717.4,341689,49,2080,1,0,1
25155,97,1985,36481.12,616372,26,2080,0,0,0
25156,2113,1991,48046.0,431495,28,2080,1,1,0
25157,12344,1988,29500.88,69669,26,2283,0,0,1
25158,7720,1990,38388.37,349126,26,2061,1,1,1
25159,2113,2014,147401.6,626495,52,2080,1,1,1
25160,2570,1989,35190.01,474775,27,1360,0,1,0
25161,6208,1991,65662.88,211508,34,2080,0,0,0
25162,9554,1991,8007.6669999999995,153499,32,1406,0,0,1
25163,4163,1993,46792.57,658141,29,2080,0,1,0
25164,5486,1991,9609.201,462884,29,1954,0,0,0
25165,2463,2012,16147.02,845090,54,1218,1,1,0
25166,752,1994,149557.0,800410,37,2080,0,1,1
25167,5896,1989,29911.51,150282,27,2300,0,0,1
25168,752,2012,113979.0,876399,55,3640,0,0,1
25169,8996,1987,19193.96,114014,26,1240,0,0,1
25170,4095,1989,43987.51,488176,25,2530,0,0,0
25171,471,1988,9219.023000000001,674400,29,1334,0,1,0
25172,6457,2004,9219.023000000001,214154,45,1532,0,1,0
25173,6134,1998,24080.83,131177,38,1820,0,1,0
25174,5896,1991,24023.0,158229,29,2080,0,0,1
25175,2113,2010,160000.0,551815,47,2080,1,1,0
25176,6208,1992,68387.72,208634,35,2080,0,0,0
25177,11824,2004,54256.95,697090,41,2500,1,1,1
25178,7856,1988,44251.31,103963,25,2080,0,0,0
25179,7746,1986,60039.89,73005,28,2080,0,1,0
25180,6261,2012,147222.9,374071,54,2080,1,1,1
25181,5393,1990,39222.9,464938,27,3110,0,0,1
25182,6367,2004,62337.77,191632,44,1020,0,0,0
25183,604,1991,40038.34,646912,29,1832,0,1,1
25184,6208,1990,73438.63,210580,33,2080,0,0,0
25185,752,2000,102077.5,780495,43,1560,0,1,1
25186,3229,2006,119014.7,705996,41,2080,1,1,1
25187,7720,1991,72069.01,346456,27,2236,1,1,1
25188,752,1998,96323.32,806687,41,1820,0,1,1
25189,1020,1989,26392.51,601315,28,1350,0,0,0
25190,3229,2012,119677.9,821491,48,2080,1,1,1
25191,2113,1990,48402.73,437286,27,2500,1,0,1
25192,7276,1989,21114.0,201318,26,1520,0,0,0
25193,7746,1988,58632.99,73397,30,2080,0,1,0
25194,11824,2014,105944.9,736140,51,1680,1,1,1
25195,6208,1988,77439.8,217747,31,2080,0,0,0
25196,6074,1992,23314.0,279661,31,1840,0,0,0
25197,9564,1985,79830.81,97342,27,2236,0,1,0
25198,2152,1992,26422.53,596044,32,3970,0,0,0
25199,1105,1990,60086.15,631817,28,2135,0,0,0
25200,5645,2010,65000.0,189042,46,1706,0,0,0
25201,8286,2000,50658.8,231528,43,1040,0,0,0
25202,677,2012,29064.64,155867,50,2572,0,1,0
25203,7746,1985,57153.75,72218,27,2076,0,1,0
25204,752,1988,105325.5,155017,31,2715,0,0,1
25205,9564,1990,66762.39,102180,33,2004,0,1,1
25206,12147,2014,53433.07,242039,51,1050,0,0,0
25207,2113,1993,66415.25,432875,30,2080,1,1,0
25208,6208,1993,67924.69,213034,36,2080,0,0,0
25209,9466,1986,38767.48,55474,27,1820,0,1,0
25210,9554,1988,11062.83,152931,29,1556,0,0,0
25211,752,1984,52455.91,152537,26,2388,0,1,0
25212,752,1985,54721.67,151399,27,2777,0,1,0
25213,7436,2000,34194.69,221199,41,2444,0,0,1
25214,1865,2000,18997.05,610842,40,2732,0,0,0
25215,6208,1996,66733.27,224758,39,2080,0,1,0
25216,3229,2008,121573.2,715877,43,2080,1,1,1
25217,9810,1991,40038.34,83686,30,3390,1,1,1
