,person,year,labinc,wt,famsize,educ,age,hours,male,married,race_white,race_black,pp
11687,7719,1994,102987.5,329366.0,2.0,18.0,32.0,2544.0,1.0,1.0,0.0,0.0,0.0
11688,3653,1991,130494.5,661989.0,3.0,12.0,31.0,2856.0,1.0,1.0,1.0,0.0,1.0
11689,10534,1998,33445.6,97097.0,6.0,16.0,35.0,560.0,0.0,1.0,0.0,1.0,0.0
11690,6142,1993,30188.75,229777.0,4.0,12.0,35.0,2080.0,1.0,1.0,0.0,1.0,0.0
11691,9175,1988,20281.85,72830.0,4.0,12.0,28.0,2150.0,1.0,1.0,1.0,0.0,0.0
11692,349,1994,102987.5,599116.0,3.0,13.0,35.0,3569.0,1.0,1.0,1.0,0.0,1.0
11693,4584,2000,10765.0,758189.0,3.0,12.0,40.0,1456.0,0.0,0.0,1.0,0.0,0.0
11694,5543,1998,93647.67,671865.0,4.0,17.0,36.0,2600.0,1.0,1.0,1.0,0.0,1.0
11695,1099,1998,93647.67,817718.0,3.0,14.0,38.0,2285.0,1.0,1.0,1.0,0.0,1.0
11696,6886,1985,35467.75,113202.0,5.0,14.0,25.0,2962.0,1.0,0.0,0.0,0.0,0.0
11697,1050,1989,22873.5,506309.0,2.0,15.0,27.0,2265.0,0.0,1.0,1.0,0.0,0.0
11698,4939,1996,38927.74,620670.0,2.0,16.0,38.0,2600.0,1.0,1.0,1.0,0.0,1.0
11699,5429,1992,27976.79,530914.0,1.0,12.0,28.0,2288.0,0.0,0.0,1.0,0.0,0.0
11700,5428,1991,44042.17,447507.0,1.0,14.0,30.0,2821.0,0.0,0.0,1.0,0.0,0.0
11701,6152,2014,47905.51,206593.0,1.0,14.0,53.0,2080.0,0.0,0.0,0.0,1.0,0.0
11702,5428,1996,52830.51,486519.0,3.0,14.0,35.0,2444.0,0.0,1.0,1.0,0.0,1.0
11703,6379,1993,49811.44,154593.0,2.0,16.0,30.0,1736.0,0.0,0.0,0.0,1.0,0.0
11704,3794,1994,88274.98,578002.0,3.0,15.0,30.0,2040.0,0.0,1.0,1.0,0.0,1.0
11705,7669,1989,33430.51,197824.0,3.0,13.0,32.0,1216.0,0.0,0.0,0.0,1.0,1.0
11706,5497,1986,36779.4,497778.0,3.0,12.0,25.0,3120.0,1.0,1.0,1.0,0.0,1.0
11707,6915,1986,55666.12,433003.0,3.0,13.0,27.0,2883.0,0.0,0.0,0.0,0.0,0.0
11708,7271,1992,68387.72,283938.0,1.0,18.0,35.0,2080.0,0.0,0.0,0.0,1.0,1.0
11709,3137,1993,83019.07,580862.0,3.0,18.0,35.0,2352.0,1.0,1.0,1.0,0.0,1.0
11710,218,1991,130494.5,772084.0,3.0,16.0,34.0,2540.0,1.0,1.0,1.0,0.0,0.0
11711,5223,1998,56188.61,655621.0,2.0,12.0,39.0,2912.0,1.0,1.0,1.0,0.0,0.0
11712,6888,2002,48497.17,157325.0,4.0,10.0,45.0,2080.0,1.0,1.0,0.0,0.0,1.0
11713,4135,2002,15034.12,169674.0,2.0,12.0,39.0,2040.0,1.0,0.0,0.0,1.0,0.0
11714,7151,1998,40134.72,353046.0,5.0,12.0,38.0,2600.0,1.0,1.0,0.0,1.0,0.0
11715,8461,1992,23314.0,58825.0,2.0,13.0,29.0,1856.0,0.0,1.0,0.0,0.0,1.0
11716,5251,2008,47616.18,577615.0,4.0,12.0,47.0,2208.0,1.0,1.0,1.0,0.0,1.0
11717,101,1993,75471.88,663582.0,4.0,19.0,34.0,2705.0,1.0,1.0,1.0,0.0,0.0
11718,2955,1994,149557.0,625772.0,2.0,16.0,34.0,2600.0,0.0,1.0,1.0,0.0,0.0
11719,6889,1998,13378.24,143474.0,4.0,13.0,39.0,4256.0,1.0,1.0,0.0,0.0,0.0
11720,6889,2010,10000.0,195565.0,2.0,13.0,51.0,3665.0,1.0,1.0,0.0,0.0,0.0
11721,3901,2002,48497.17,734108.0,4.0,15.0,43.0,2600.0,1.0,1.0,1.0,0.0,1.0
11722,6890,1993,15094.38,177196.0,4.0,12.0,33.0,1170.0,0.0,1.0,0.0,0.0,1.0
11723,3783,1990,28374.01,480281.0,2.0,16.0,26.0,1513.0,0.0,1.0,1.0,0.0,1.0
11724,6890,1998,20067.36,190669.0,4.0,12.0,38.0,2080.0,0.0,1.0,0.0,0.0,0.0
11725,8117,1990,37158.28,75308.0,2.0,12.0,26.0,1880.0,0.0,1.0,0.0,0.0,0.0
11726,6465,2012,151972.0,97074.0,1.0,12.0,52.0,2600.0,1.0,0.0,0.0,1.0,1.0
11727,1963,1991,52850.61,589103.0,5.0,12.0,30.0,3255.0,1.0,1.0,1.0,0.0,0.0
11728,3626,2002,41222.59,663349.0,3.0,16.0,43.0,2184.0,0.0,0.0,1.0,0.0,0.0
11729,3294,1998,73580.31,545508.0,1.0,18.0,38.0,2080.0,0.0,0.0,1.0,0.0,1.0
11730,11829,1989,27272.26,206217.0,2.0,12.0,26.0,3684.0,1.0,0.0,0.0,1.0,0.0
11731,5841,2000,31028.52,140062.0,4.0,11.0,42.0,3484.0,0.0,0.0,0.0,0.0,0.0
11732,883,1991,48046.0,617712.0,1.0,15.0,27.0,2344.0,0.0,0.0,1.0,0.0,1.0
11733,5847,1996,25024.98,130122.0,1.0,12.0,33.0,2080.0,1.0,0.0,0.0,0.0,1.0
11734,8194,1996,30586.08,183590.0,4.0,12.0,39.0,2340.0,0.0,1.0,0.0,0.0,1.0
11735,16,1984,33571.78,764504.0,4.0,13.0,25.0,2220.0,0.0,0.0,1.0,0.0,1.0
11736,6158,1989,46975.14,153357.0,1.0,12.0,27.0,2340.0,0.0,0.0,0.0,1.0,1.0
11737,8049,1990,15856.07,252622.0,3.0,13.0,29.0,1888.0,0.0,0.0,0.0,1.0,0.0
11738,4372,2004,114973.9,774758.0,3.0,18.0,44.0,2964.0,0.0,1.0,1.0,0.0,1.0
11739,3488,1991,48046.0,523792.0,2.0,12.0,30.0,2428.0,0.0,1.0,1.0,0.0,0.0
11740,4769,1985,48046.0,494314.0,2.0,12.0,25.0,920.0,0.0,0.0,1.0,0.0,0.0
11741,6566,1989,43107.76,82584.0,1.0,16.0,32.0,2100.0,0.0,0.0,1.0,0.0,0.0
11742,431,1988,40563.7,726900.0,3.0,14.0,28.0,2080.0,0.0,1.0,1.0,0.0,0.0
11743,5126,1993,36226.5,641098.0,1.0,12.0,33.0,3065.0,1.0,0.0,1.0,0.0,0.0
11744,9320,2000,35461.16,211417.0,1.0,14.0,40.0,1050.0,0.0,0.0,0.0,1.0,0.0
11745,4832,1998,70369.54,457642.0,4.0,14.0,37.0,2080.0,1.0,1.0,1.0,0.0,0.0
11746,10423,1994,58849.99,205233.0,2.0,12.0,36.0,3700.0,1.0,0.0,0.0,1.0,1.0
11747,5321,1988,9219.023000000001,655691.0,1.0,12.0,30.0,3055.0,1.0,0.0,1.0,0.0,0.0
11748,8304,1992,48182.26,151803.0,5.0,12.0,32.0,2340.0,1.0,1.0,0.0,0.0,1.0
11749,1017,1996,30586.08,584856.0,4.0,16.0,34.0,2040.0,0.0,1.0,1.0,0.0,0.0
11750,1906,1990,83452.98,496487.0,2.0,18.0,30.0,2520.0,0.0,1.0,1.0,0.0,0.0
11751,5495,1985,32224.98,585071.0,3.0,12.0,25.0,2730.0,1.0,1.0,1.0,0.0,0.0
11752,5254,2000,91185.84,552913.0,4.0,13.0,36.0,2808.0,1.0,1.0,1.0,0.0,1.0
11753,9299,1992,34193.86,155166.0,1.0,10.0,34.0,2274.0,1.0,0.0,0.0,1.0,1.0
11754,10387,1989,110560.0,139130.0,6.0,10.0,31.0,2430.0,1.0,1.0,1.0,0.0,1.0
11755,412,2002,39403.95,615681.0,7.0,14.0,37.0,2080.0,1.0,1.0,1.0,0.0,0.0
11756,12105,2002,42435.02,664157.0,6.0,15.0,42.0,2316.0,1.0,1.0,1.0,0.0,1.0
11757,4493,2006,47605.87,813256.0,1.0,16.0,48.0,960.0,0.0,0.0,1.0,0.0,0.0
11758,4988,2002,78807.9,580097.0,2.0,16.0,41.0,2340.0,0.0,1.0,1.0,0.0,1.0
11759,4352,1989,52785.01,141946.0,2.0,16.0,29.0,1120.0,0.0,1.0,1.0,0.0,1.0
11760,2833,2000,52785.01,907065.0,5.0,12.0,41.0,3120.0,1.0,1.0,1.0,0.0,0.0
11761,7271,1989,67740.77,281946.0,1.0,18.0,31.0,2080.0,0.0,0.0,0.0,1.0,1.0
11762,8273,1991,46444.47,323207.0,3.0,12.0,33.0,2248.0,0.0,0.0,0.0,0.0,0.0
11763,3140,1987,66219.16,600641.0,3.0,13.0,28.0,2436.0,1.0,1.0,1.0,0.0,1.0
11764,5435,2002,35160.45,602023.0,5.0,12.0,40.0,3432.0,1.0,1.0,1.0,0.0,0.0
11765,2866,2008,101311.0,585425.0,3.0,13.0,46.0,2600.0,1.0,1.0,1.0,0.0,1.0
11766,8683,2002,36669.92,212658.0,4.0,10.0,41.0,2080.0,1.0,0.0,0.0,1.0,0.0
11767,3182,1989,52785.01,639457.0,2.0,16.0,29.0,2280.0,0.0,1.0,1.0,0.0,0.0
11768,7811,1991,8838.863000000001,165731.0,6.0,12.0,29.0,1379.0,1.0,0.0,0.0,1.0,0.0
11769,11791,1992,65279.19,563606.0,4.0,16.0,28.0,2230.0,1.0,1.0,1.0,0.0,0.0
11770,317,1987,34165.25,746149.0,2.0,16.0,27.0,2600.0,1.0,1.0,1.0,0.0,1.0
11771,2953,2000,65856.45,498467.0,5.0,10.0,37.0,2600.0,1.0,1.0,1.0,0.0,1.0
11772,570,2006,101703.4,864780.0,4.0,16.0,41.0,3120.0,1.0,1.0,1.0,0.0,1.0
11773,4668,1989,110560.0,529288.0,3.0,16.0,28.0,3200.0,1.0,1.0,1.0,0.0,1.0
11774,11829,1988,23969.46,204955.0,6.0,12.0,26.0,2512.0,1.0,0.0,0.0,1.0,0.0
11775,6267,1993,39245.38,252158.0,1.0,16.0,32.0,2080.0,0.0,0.0,0.0,1.0,0.0
11776,7932,1996,48659.68,126378.0,5.0,12.0,32.0,2080.0,1.0,1.0,0.0,0.0,1.0
11777,8224,1991,59256.74,129755.0,1.0,12.0,34.0,2502.0,1.0,0.0,0.0,1.0,0.0
11778,4327,1993,16301.93,569223.0,2.0,12.0,28.0,2700.0,1.0,1.0,1.0,0.0,1.0
11779,5713,2002,19398.87,660016.0,5.0,11.0,38.0,2340.0,0.0,1.0,1.0,0.0,1.0
11780,7592,1998,60202.07,145858.0,2.0,13.0,34.0,2132.0,1.0,0.0,0.0,0.0,0.0
11781,4023,1994,47815.62,674677.0,2.0,16.0,29.0,2028.0,0.0,1.0,1.0,0.0,0.0
11782,5437,1994,72679.74,599988.0,5.0,16.0,34.0,2510.0,1.0,1.0,1.0,0.0,1.0
11783,11224,1984,11120.65,8137.0,2.0,12.0,25.0,1235.0,0.0,0.0,1.0,0.0,0.0
11784,5437,1996,90367.98,619661.0,5.0,16.0,36.0,2496.0,1.0,1.0,1.0,0.0,1.0
11785,913,2002,133367.2,609963.0,4.0,19.0,38.0,3320.0,1.0,1.0,1.0,0.0,0.0
11786,8670,1990,36719.31,105845.0,1.0,16.0,27.0,2486.0,1.0,0.0,0.0,1.0,0.0
11787,13,1992,65279.19,1105599.0,4.0,16.0,33.0,3235.0,1.0,1.0,1.0,0.0,0.0
11788,2994,1990,71769.56,603202.0,4.0,12.0,31.0,3984.0,1.0,1.0,1.0,0.0,1.0
11789,7891,1993,36226.5,256532.0,3.0,14.0,31.0,2152.0,0.0,0.0,0.0,0.0,0.0
11790,2526,2010,110000.0,552931.0,2.0,17.0,47.0,3360.0,1.0,1.0,1.0,0.0,0.0
11791,4609,1989,110560.0,547584.0,1.0,19.0,28.0,2522.0,1.0,0.0,1.0,0.0,1.0
11792,7201,2000,63323.5,255133.0,1.0,20.0,37.0,2290.0,0.0,0.0,0.0,1.0,0.0
11793,1404,1994,22068.75,145243.0,1.0,14.0,31.0,2330.0,1.0,1.0,0.0,0.0,0.0
11794,9268,1994,55907.49,108718.0,2.0,14.0,33.0,2080.0,0.0,0.0,0.0,0.0,1.0
11795,2031,1991,17616.87,545821.0,1.0,11.0,28.0,2040.0,1.0,0.0,1.0,0.0,0.0
11796,11834,2000,37994.1,861792.0,3.0,9.0,42.0,2080.0,0.0,0.0,1.0,0.0,0.0
11797,6166,2002,47284.74,275412.0,6.0,12.0,42.0,2756.0,1.0,1.0,0.0,1.0,1.0
11798,1371,2004,47284.74,705813.0,2.0,12.0,44.0,2080.0,1.0,1.0,1.0,0.0,1.0
11799,962,2002,38797.73,493600.0,2.0,14.0,40.0,1560.0,0.0,1.0,1.0,0.0,0.0
11800,186,1996,73476.12,605897.0,3.0,15.0,37.0,2080.0,0.0,1.0,1.0,0.0,0.0
11801,8152,1988,46095.12,105462.0,2.0,16.0,26.0,2080.0,0.0,1.0,0.0,0.0,1.0
11802,4419,2002,107906.2,119035.0,5.0,12.0,38.0,2802.0,1.0,1.0,0.0,0.0,0.0
11803,1198,1989,35190.01,524556.0,1.0,12.0,26.0,2600.0,1.0,0.0,1.0,0.0,0.0
11804,6011,2002,27885.87,245671.0,3.0,13.0,38.0,2080.0,0.0,0.0,0.0,1.0,1.0
11805,1925,1994,73562.49,629334.0,3.0,12.0,33.0,3636.0,1.0,1.0,1.0,0.0,0.0
11806,2497,1992,45073.73,640182.0,2.0,12.0,28.0,2160.0,1.0,1.0,1.0,0.0,0.0
11807,8618,2002,21823.73,230643.0,5.0,12.0,43.0,1560.0,0.0,1.0,0.0,1.0,1.0
11808,4511,1996,104270.7,665298.0,3.0,14.0,36.0,2600.0,1.0,1.0,1.0,0.0,0.0
11809,6604,1987,19193.96,99490.0,4.0,12.0,26.0,1912.0,0.0,1.0,0.0,1.0,1.0
11810,5182,2000,78521.14,653657.0,4.0,10.0,40.0,3432.0,1.0,1.0,1.0,0.0,0.0
11811,7555,1990,63424.27,68039.0,4.0,13.0,26.0,2433.0,1.0,1.0,0.0,0.0,0.0
11812,1607,1985,15605.81,553763.0,2.0,12.0,27.0,1799.0,0.0,1.0,1.0,0.0,0.0
11813,275,1988,41116.84,125591.0,1.0,13.0,25.0,2401.0,0.0,0.0,1.0,0.0,0.0
11814,12034,1991,27226.07,511975.0,1.0,16.0,29.0,1550.0,0.0,0.0,1.0,0.0,1.0
11815,3054,2006,16229.27,673077.0,3.0,12.0,47.0,3120.0,0.0,0.0,1.0,0.0,0.0
11816,1771,1990,16229.27,498419.0,1.0,12.0,28.0,1770.0,1.0,0.0,1.0,0.0,0.0
11817,7884,2000,22796.46,174261.0,3.0,12.0,37.0,2080.0,1.0,1.0,0.0,0.0,0.0
11818,6504,1990,22796.46,90418.0,1.0,16.0,27.0,805.0,1.0,0.0,0.0,1.0,0.0
11819,2288,2000,35461.16,654919.0,4.0,17.0,36.0,1175.0,0.0,1.0,1.0,0.0,1.0
11820,3150,2000,144377.6,652397.0,4.0,16.0,41.0,2444.0,0.0,1.0,1.0,0.0,1.0
11821,3527,1998,6689.12,538422.0,5.0,12.0,37.0,4160.0,0.0,1.0,1.0,0.0,0.0
11822,3474,1996,97319.36,473329.0,6.0,12.0,34.0,2080.0,1.0,1.0,1.0,0.0,0.0
11823,8393,1991,19218.4,81036.0,3.0,11.0,29.0,2444.0,0.0,1.0,0.0,0.0,1.0
11824,7313,2002,36372.88,220816.0,4.0,9.0,43.0,2080.0,1.0,0.0,0.0,0.0,0.0
11825,3830,2008,58760.39,590089.0,4.0,12.0,44.0,2080.0,1.0,1.0,1.0,0.0,0.0
11826,7845,2002,38797.73,236443.0,3.0,13.0,40.0,1872.0,1.0,0.0,0.0,1.0,0.0
11827,961,2008,141835.4,554710.0,5.0,16.0,45.0,2496.0,1.0,1.0,1.0,0.0,1.0
11828,3089,1985,19823.43,909367.0,1.0,15.0,25.0,3834.0,1.0,0.0,1.0,0.0,0.0
11829,612,2002,41222.59,1112624.0,1.0,15.0,44.0,1040.0,0.0,0.0,1.0,0.0,1.0
11830,12348,1988,73752.19,114561.0,2.0,12.0,31.0,2080.0,1.0,0.0,1.0,0.0,0.0
11831,177,1993,75471.88,515809.0,2.0,12.0,32.0,3420.0,1.0,1.0,1.0,0.0,1.0
11832,405,2002,31523.16,696067.0,5.0,13.0,42.0,2080.0,0.0,1.0,1.0,0.0,0.0
11833,4214,2002,12124.29,196536.0,4.0,17.0,40.0,994.0,0.0,1.0,0.0,1.0,0.0
11834,2566,1991,24023.0,483698.0,3.0,14.0,31.0,2295.0,0.0,1.0,1.0,0.0,1.0
11835,6430,1992,40410.93,193514.0,6.0,11.0,34.0,2080.0,1.0,1.0,0.0,1.0,0.0
11836,5551,1991,19218.4,598410.0,3.0,12.0,27.0,2080.0,0.0,1.0,1.0,0.0,0.0
11837,6737,1991,36835.27,137964.0,1.0,16.0,31.0,3360.0,0.0,0.0,0.0,0.0,0.0
11838,6382,2002,10184.41,231833.0,2.0,10.0,44.0,2080.0,0.0,0.0,0.0,1.0,0.0
11839,319,2002,151553.7,697918.0,1.0,18.0,44.0,3075.0,0.0,0.0,1.0,0.0,0.0
11840,1955,2002,46072.31,541525.0,1.0,14.0,39.0,2080.0,1.0,0.0,1.0,0.0,1.0
11841,1380,1990,15021.54,142285.0,2.0,12.0,28.0,2471.0,0.0,1.0,0.0,1.0,0.0
11842,8136,2000,273810.8,155271.0,5.0,16.0,37.0,3120.0,1.0,1.0,0.0,0.0,1.0
11843,3390,1987,32629.73,219204.0,2.0,18.0,27.0,3203.0,1.0,0.0,0.0,1.0,0.0
11844,2485,2014,32244.09,768415.0,2.0,11.0,50.0,2340.0,0.0,1.0,1.0,0.0,0.0
11845,7691,2002,41222.59,159934.0,3.0,16.0,41.0,2080.0,0.0,1.0,0.0,1.0,1.0
11846,5390,2000,50658.8,818852.0,6.0,14.0,42.0,2600.0,1.0,1.0,1.0,0.0,1.0
11847,1263,1994,20597.5,569092.0,3.0,12.0,33.0,3290.0,0.0,1.0,1.0,0.0,0.0
11848,7872,2002,30310.73,194785.0,6.0,12.0,40.0,3120.0,1.0,1.0,0.0,0.0,1.0
11849,9295,1996,36522.56,110963.0,2.0,14.0,33.0,2340.0,1.0,1.0,0.0,1.0,1.0
11850,3619,2002,43647.45,668609.0,4.0,17.0,40.0,2976.0,1.0,1.0,1.0,0.0,0.0
11851,2653,1990,23366.84,116195.0,6.0,6.0,30.0,2600.0,1.0,1.0,0.0,0.0,0.0
11852,3707,1998,197957.8,877208.0,6.0,16.0,39.0,2600.0,1.0,1.0,1.0,0.0,1.0
11853,8299,2002,70320.89,129054.0,1.0,17.0,43.0,2080.0,0.0,0.0,0.0,0.0,0.0
11854,6103,1987,72937.04,195711.0,1.0,15.0,29.0,2656.0,1.0,0.0,0.0,1.0,0.0
11855,4102,1993,37735.94,444784.0,4.0,12.0,30.0,2600.0,1.0,1.0,1.0,0.0,1.0
11856,462,1992,43519.46,541378.0,2.0,18.0,32.0,2190.0,0.0,1.0,1.0,0.0,1.0
11857,7485,2000,63323.5,244711.0,3.0,12.0,37.0,2594.0,0.0,0.0,0.0,1.0,0.0
11858,4229,1986,39761.52,630706.0,1.0,15.0,26.0,2846.0,1.0,0.0,1.0,0.0,0.0
11859,11834,1991,24023.0,773442.0,5.0,9.0,32.0,2745.0,0.0,0.0,1.0,0.0,0.0
11860,5781,2004,34632.09,74718.0,3.0,12.0,41.0,2080.0,0.0,0.0,0.0,0.0,0.0
11861,5553,1996,13902.76,503840.0,3.0,12.0,35.0,1280.0,0.0,1.0,1.0,0.0,0.0
11862,12156,1996,75074.93,84509.0,2.0,16.0,35.0,2860.0,1.0,1.0,0.0,1.0,1.0
11863,6068,1988,105325.5,351905.0,1.0,18.0,30.0,2710.0,0.0,0.0,0.0,1.0,0.0
11864,6521,1985,27360.84,90063.0,2.0,12.0,26.0,2550.0,0.0,0.0,1.0,0.0,0.0
11865,2998,1990,46733.67,510930.0,3.0,12.0,29.0,2430.0,1.0,1.0,1.0,0.0,0.0
11866,2890,1993,45283.13,130392.0,3.0,12.0,30.0,3175.0,1.0,1.0,0.0,0.0,0.0
11867,273,2014,44220.47,853127.0,4.0,15.0,55.0,4160.0,1.0,1.0,1.0,0.0,1.0
11868,3897,1996,192935.6,502581.0,1.0,17.0,35.0,2080.0,0.0,1.0,1.0,0.0,1.0
11869,6915,1991,56053.67,408236.0,3.0,14.0,33.0,2616.0,0.0,0.0,0.0,0.0,1.0
11870,731,1991,67264.41,717037.0,3.0,12.0,33.0,2633.0,1.0,1.0,1.0,0.0,0.0
11871,6231,2002,67264.41,258801.0,1.0,12.0,44.0,1025.0,0.0,0.0,0.0,1.0,1.0
11872,6102,2002,27885.87,208653.0,4.0,12.0,38.0,2458.0,0.0,1.0,0.0,1.0,1.0
11873,3934,1988,51626.53,168913.0,4.0,12.0,27.0,2410.0,0.0,0.0,0.0,1.0,0.0
11874,3108,1990,21697.78,546906.0,3.0,12.0,30.0,2140.0,0.0,1.0,1.0,0.0,1.0
11875,2336,1985,36481.12,665197.0,3.0,15.0,27.0,2270.0,1.0,1.0,1.0,0.0,0.0
11876,10316,2002,36481.12,95390.0,3.0,12.0,43.0,1120.0,1.0,0.0,0.0,1.0,0.0
11877,8530,1989,26392.51,81423.0,4.0,12.0,25.0,2218.0,0.0,1.0,1.0,0.0,1.0
11878,5859,1990,31712.13,76475.0,5.0,16.0,32.0,2080.0,1.0,1.0,1.0,0.0,1.0
11879,6155,1990,26704.96,217956.0,3.0,10.0,31.0,2080.0,1.0,1.0,0.0,1.0,1.0
11880,5113,1996,27805.53,571300.0,3.0,12.0,36.0,2080.0,0.0,1.0,1.0,0.0,0.0
11881,10141,1990,25035.89,88306.0,5.0,9.0,29.0,2152.0,1.0,1.0,1.0,0.0,1.0
11882,570,1990,41726.49,715226.0,3.0,12.0,26.0,3765.0,1.0,1.0,1.0,0.0,1.0
11883,5440,1996,25372.55,509380.0,1.0,12.0,32.0,2760.0,1.0,0.0,1.0,0.0,1.0
11884,5445,2002,20611.3,555211.0,4.0,14.0,38.0,1468.0,0.0,1.0,1.0,0.0,1.0
11885,2183,1991,59256.74,680482.0,4.0,14.0,31.0,2340.0,1.0,1.0,1.0,0.0,1.0
11886,2237,2002,48497.17,555533.0,5.0,18.0,41.0,3172.0,0.0,1.0,1.0,0.0,0.0
11887,5405,1996,192935.6,432286.0,3.0,12.0,34.0,3640.0,1.0,1.0,1.0,0.0,0.0
11888,5860,2006,75736.61,118230.0,4.0,12.0,44.0,2600.0,1.0,1.0,0.0,0.0,1.0
11889,5374,2002,43404.96,667288.0,4.0,16.0,38.0,2808.0,0.0,1.0,1.0,0.0,0.0
11890,5390,2010,53000.0,911170.0,2.0,14.0,52.0,2496.0,1.0,1.0,1.0,0.0,1.0
11891,5261,2008,36471.96,114296.0,3.0,12.0,46.0,2080.0,0.0,1.0,0.0,0.0,1.0
11892,3360,1998,37459.07,556016.0,2.0,16.0,34.0,2080.0,0.0,0.0,1.0,0.0,0.0
11893,9264,1989,36949.51,105774.0,4.0,12.0,28.0,2002.0,0.0,1.0,0.0,0.0,0.0
11894,5390,2004,55988.55,899399.0,5.0,14.0,47.0,2808.0,1.0,1.0,1.0,0.0,1.0
11895,3719,2002,48497.17,709496.0,5.0,12.0,44.0,2080.0,0.0,1.0,1.0,0.0,0.0
11896,12042,2000,10765.0,636608.0,4.0,12.0,37.0,832.0,0.0,1.0,1.0,0.0,1.0
11897,5025,2014,73700.78,581787.0,1.0,13.0,53.0,2080.0,0.0,0.0,1.0,0.0,0.0
11898,3398,1998,77593.79,582016.0,4.0,12.0,35.0,2600.0,1.0,1.0,1.0,0.0,1.0
11899,3459,1991,48046.0,469986.0,2.0,13.0,28.0,2372.0,0.0,1.0,1.0,0.0,1.0
11900,7903,1996,27805.53,115857.0,6.0,18.0,38.0,2040.0,1.0,1.0,0.0,0.0,1.0
11901,4088,1990,123982.8,853283.0,2.0,13.0,33.0,2288.0,1.0,1.0,1.0,0.0,1.0
11902,11807,2000,55724.68,615335.0,4.0,12.0,35.0,3120.0,0.0,1.0,1.0,0.0,1.0
11903,9677,1990,70100.51,94743.0,3.0,16.0,28.0,2660.0,1.0,1.0,0.0,1.0,0.0
11904,6285,1989,42228.01,44361.0,2.0,13.0,29.0,2480.0,1.0,1.0,0.0,1.0,1.0
11905,358,2002,99419.2,641773.0,4.0,16.0,40.0,2080.0,1.0,1.0,1.0,0.0,0.0
11906,4088,1994,149557.0,814066.0,2.0,13.0,37.0,3029.0,1.0,1.0,1.0,0.0,1.0
11907,1195,1996,34756.91,145710.0,2.0,16.0,34.0,2101.0,0.0,1.0,0.0,1.0,1.0
11908,7784,1988,105325.5,449887.0,1.0,14.0,26.0,2880.0,1.0,0.0,1.0,0.0,0.0
11909,7860,2002,33948.02,149252.0,6.0,12.0,38.0,2080.0,1.0,1.0,0.0,1.0,1.0
11910,3060,2000,136778.8,810733.0,3.0,14.0,41.0,3380.0,1.0,1.0,1.0,0.0,1.0
11911,5024,2000,50658.8,792766.0,2.0,12.0,42.0,2444.0,1.0,1.0,1.0,0.0,1.0
11912,3742,2006,106031.3,692251.0,1.0,9.0,41.0,4264.0,1.0,0.0,1.0,0.0,0.0
11913,5447,2012,21845.97,568619.0,2.0,8.0,50.0,2600.0,1.0,1.0,1.0,0.0,1.0
11914,4825,2002,43647.45,735985.0,2.0,14.0,44.0,2184.0,1.0,0.0,1.0,0.0,1.0
11915,7005,2002,42435.02,233833.0,2.0,12.0,42.0,2530.0,0.0,1.0,0.0,1.0,1.0
11916,6411,1993,34717.06,89450.0,4.0,17.0,29.0,2313.0,1.0,1.0,0.0,1.0,1.0
11917,906,1992,23314.0,644803.0,1.0,17.0,28.0,1040.0,0.0,0.0,1.0,0.0,1.0
11918,6931,1996,16683.32,305820.0,1.0,12.0,38.0,2760.0,0.0,0.0,0.0,0.0,0.0
11919,2514,2002,16974.01,773458.0,4.0,17.0,42.0,1664.0,0.0,1.0,1.0,0.0,0.0
11920,7081,1989,21114.0,108049.0,5.0,13.0,26.0,2400.0,0.0,0.0,0.0,1.0,0.0
11921,9668,2000,88652.9,115329.0,1.0,19.0,41.0,2760.0,1.0,0.0,0.0,0.0,0.0
11922,6932,1986,29224.71,242567.0,1.0,12.0,28.0,2080.0,0.0,0.0,0.0,1.0,0.0
11923,6942,2000,97518.2,87232.0,5.0,13.0,38.0,2340.0,1.0,1.0,0.0,0.0,1.0
11924,5762,1991,22421.47,189962.0,1.0,15.0,31.0,2134.0,0.0,0.0,0.0,0.0,0.0
11925,7387,1998,21405.18,249802.0,2.0,12.0,40.0,1925.0,1.0,0.0,0.0,1.0,1.0
11926,1180,1988,55314.14,854421.0,3.0,13.0,29.0,2080.0,1.0,1.0,1.0,0.0,0.0
11927,9010,1996,54220.79,118090.0,2.0,12.0,34.0,3640.0,1.0,1.0,0.0,1.0,0.0
11928,9348,1996,12512.49,96645.0,6.0,12.0,38.0,3120.0,1.0,1.0,0.0,0.0,0.0
11929,3916,1993,152374.7,1076201.0,4.0,18.0,35.0,2700.0,1.0,1.0,1.0,0.0,1.0
11930,7154,2000,63323.5,368847.0,6.0,12.0,37.0,3328.0,1.0,1.0,0.0,1.0,0.0
11931,4545,1985,79830.81,710681.0,3.0,12.0,28.0,2436.0,1.0,1.0,1.0,0.0,0.0
11932,301,1993,35471.78,128229.0,4.0,12.0,32.0,2080.0,1.0,1.0,0.0,0.0,1.0
11933,2876,1989,110560.0,552511.0,4.0,12.0,28.0,2780.0,1.0,1.0,1.0,0.0,1.0
11934,12163,1998,86958.55,329750.0,2.0,16.0,36.0,2080.0,1.0,1.0,0.0,1.0,1.0
11935,351,1996,192935.6,642612.0,1.0,12.0,37.0,3600.0,1.0,0.0,1.0,0.0,0.0
