,person,year,labinc,wt,famsize,educ,age,hours,male,married,race_white,race_black,pp
4654,2216,1990,50071.79,138884.0,4.0,12.0,29.0,3644.0,1.0,1.0,1.0,0.0,0.0
4655,2294,2008,28367.08,717410.0,4.0,16.0,44.0,2080.0,0.0,1.0,1.0,0.0,1.0
4656,5669,2004,39824.6,640157.0,1.0,12.0,47.0,2450.0,0.0,0.0,1.0,0.0,1.0
4657,462,1993,48302.0,540976.0,2.0,18.0,33.0,2475.0,0.0,1.0,1.0,0.0,1.0
4658,101,1990,69519.67,674060.0,4.0,19.0,31.0,2843.0,1.0,1.0,1.0,0.0,0.0
4659,2676,1992,55953.59,130495.0,5.0,9.0,33.0,1600.0,1.0,1.0,0.0,0.0,0.0
4660,4959,1990,25035.89,531491.0,3.0,14.0,27.0,1960.0,0.0,1.0,1.0,0.0,1.0
4661,5352,1986,41749.59,463238.0,4.0,16.0,26.0,2520.0,1.0,1.0,1.0,0.0,0.0
4662,7442,1987,17274.56,210595.0,5.0,14.0,30.0,2650.0,0.0,0.0,0.0,1.0,0.0
4663,964,2012,39892.65,719077.0,1.0,12.0,48.0,2080.0,0.0,0.0,1.0,0.0,1.0
4664,8087,2002,48497.17,127065.0,3.0,14.0,43.0,1810.0,1.0,1.0,0.0,0.0,0.0
4665,10601,1993,41358.59,491859.0,4.0,12.0,32.0,2080.0,1.0,1.0,0.0,1.0,0.0
4666,7081,1990,20028.72,117701.0,10.0,13.0,27.0,2212.0,0.0,0.0,0.0,1.0,0.0
4667,220,2014,119763.8,1167696.0,1.0,20.0,53.0,2080.0,0.0,0.0,1.0,0.0,0.0
4668,8052,2002,119763.8,219257.0,4.0,14.0,38.0,2080.0,1.0,1.0,0.0,0.0,0.0
4669,9426,2008,75983.26,123080.0,5.0,16.0,50.0,2600.0,1.0,1.0,0.0,0.0,1.0
4670,8966,1989,25618.33,103911.0,3.0,9.0,30.0,2080.0,0.0,0.0,0.0,0.0,0.0
4671,2779,1993,55849.19,515809.0,4.0,12.0,32.0,3640.0,1.0,1.0,1.0,0.0,0.0
4672,8000,2004,63492.18,213621.0,3.0,16.0,47.0,2340.0,0.0,1.0,0.0,1.0,0.0
4673,8859,2000,25329.4,109116.0,4.0,13.0,36.0,2680.0,1.0,1.0,0.0,0.0,0.0
4674,7428,1994,35310.0,139490.0,3.0,12.0,30.0,2080.0,0.0,1.0,0.0,0.0,0.0
4675,7428,1989,27096.3,147686.0,2.0,12.0,25.0,2074.0,0.0,1.0,0.0,0.0,0.0
4676,2006,1989,43987.51,467030.0,1.0,16.0,27.0,2080.0,1.0,0.0,1.0,0.0,1.0
4677,913,2000,94985.25,594971.0,3.0,19.0,36.0,2444.0,1.0,1.0,1.0,0.0,1.0
4678,7106,2010,128000.0,192390.0,2.0,16.0,46.0,2385.0,0.0,0.0,0.0,1.0,1.0
4679,4448,2000,63323.5,779346.0,4.0,16.0,36.0,2080.0,1.0,1.0,1.0,0.0,1.0
4680,3228,2004,306993.9,583032.0,4.0,17.0,41.0,2184.0,1.0,1.0,1.0,0.0,0.0
4681,5279,1996,306993.9,439144.0,5.0,8.0,36.0,1520.0,1.0,1.0,1.0,0.0,1.0
4682,3694,1987,29942.57,1030136.0,3.0,11.0,29.0,2080.0,1.0,1.0,1.0,0.0,1.0
4683,5771,2000,63323.5,154906.0,2.0,11.0,38.0,2120.0,1.0,0.0,0.0,0.0,0.0
4684,1099,2000,48125.86,841033.0,3.0,14.0,40.0,2600.0,1.0,1.0,1.0,0.0,1.0
4685,2293,1988,43329.41,829707.0,1.0,15.0,31.0,2010.0,1.0,0.0,1.0,0.0,0.0
4686,3487,2000,31661.75,586275.0,6.0,12.0,40.0,2080.0,0.0,1.0,1.0,0.0,0.0
4687,4293,2010,85000.0,802991.0,2.0,18.0,53.0,2080.0,1.0,1.0,1.0,0.0,1.0
4688,7145,1990,24201.37,308668.0,1.0,12.0,27.0,1564.0,1.0,0.0,0.0,0.0,1.0
4689,600,2002,72745.75,704120.0,4.0,16.0,41.0,2080.0,1.0,1.0,1.0,0.0,0.0
4690,2056,1986,45725.74,518802.0,2.0,16.0,25.0,2820.0,1.0,1.0,1.0,0.0,1.0
4691,5352,1989,58063.51,477169.0,5.0,16.0,29.0,2400.0,1.0,1.0,1.0,0.0,0.0
4692,5847,1994,14712.5,121161.0,1.0,12.0,32.0,2040.0,1.0,0.0,0.0,0.0,1.0
4693,6828,2002,48497.17,129379.0,1.0,12.0,45.0,1680.0,0.0,0.0,0.0,0.0,1.0
4694,4014,1993,36226.5,611105.0,1.0,12.0,29.0,2080.0,1.0,0.0,1.0,0.0,0.0
4695,5727,2010,54000.0,86740.0,4.0,14.0,46.0,2340.0,1.0,1.0,0.0,0.0,1.0
4696,2985,2002,104268.9,724568.0,1.0,16.0,38.0,2964.0,1.0,0.0,1.0,0.0,0.0
4697,9534,2014,101338.6,143929.0,1.0,16.0,54.0,2800.0,0.0,0.0,0.0,1.0,1.0
4698,9597,1988,105325.5,63747.0,3.0,16.0,28.0,2080.0,0.0,1.0,1.0,0.0,0.0
4699,2429,1993,51320.88,426849.0,6.0,16.0,31.0,2860.0,1.0,1.0,1.0,0.0,0.0
4700,7165,2008,51320.88,444637.0,2.0,15.0,44.0,2860.0,1.0,1.0,0.0,1.0,0.0
4701,409,2010,162780.0,1014211.0,2.0,16.0,52.0,2080.0,1.0,1.0,1.0,0.0,1.0
4702,368,1991,31710.36,216323.0,1.0,17.0,33.0,684.0,0.0,0.0,0.0,1.0,0.0
4703,7389,2004,25396.87,203125.0,4.0,14.0,46.0,2080.0,0.0,0.0,0.0,1.0,1.0
4704,3421,1993,30943.47,516315.0,3.0,13.0,31.0,2184.0,0.0,0.0,1.0,0.0,1.0
4705,7202,1985,42561.3,108109.0,8.0,16.0,27.0,2340.0,0.0,0.0,1.0,0.0,0.0
4706,4753,2000,26595.87,568099.0,4.0,16.0,41.0,2080.0,0.0,0.0,1.0,0.0,1.0
4707,7190,1993,23396.28,172072.0,1.0,16.0,31.0,2080.0,1.0,0.0,0.0,1.0,1.0
4708,3343,1992,27976.79,534152.0,2.0,10.0,28.0,2080.0,0.0,1.0,1.0,0.0,1.0
4709,7207,1998,33445.6,167326.0,6.0,8.0,38.0,1020.0,0.0,1.0,0.0,0.0,1.0
4710,8273,1989,47506.51,336480.0,3.0,12.0,31.0,2080.0,0.0,0.0,0.0,0.0,0.0
4711,355,2004,306993.9,661768.0,5.0,13.0,39.0,2600.0,1.0,1.0,1.0,0.0,1.0
4712,4339,1992,45073.73,638586.0,1.0,12.0,29.0,2480.0,0.0,0.0,1.0,0.0,1.0
4713,3160,2002,54559.32,476994.0,1.0,17.0,40.0,1910.0,1.0,0.0,1.0,0.0,0.0
4714,5847,2000,27862.34,146924.0,1.0,12.0,38.0,2184.0,1.0,0.0,0.0,0.0,0.0
4715,7371,2000,27862.34,196197.0,2.0,16.0,37.0,2340.0,0.0,1.0,0.0,1.0,0.0
4716,559,2002,76383.04,759456.0,4.0,16.0,41.0,2080.0,1.0,1.0,1.0,0.0,1.0
4717,8694,2006,32458.55,163746.0,2.0,16.0,44.0,2080.0,0.0,1.0,0.0,1.0,1.0
4718,7224,1990,16022.97,106004.0,5.0,12.0,27.0,2080.0,0.0,0.0,0.0,1.0,0.0
4719,11777,2010,27000.0,197715.0,3.0,14.0,51.0,520.0,0.0,0.0,0.0,1.0,0.0
4720,7229,2002,27000.0,150802.0,5.0,14.0,44.0,2080.0,1.0,1.0,0.0,1.0,1.0
4721,317,1991,35714.2,763109.0,2.0,16.0,32.0,2600.0,1.0,1.0,1.0,0.0,1.0
4722,3817,1989,77418.02,607158.0,1.0,18.0,31.0,2896.0,0.0,0.0,1.0,0.0,1.0
4723,12080,1985,79830.81,586769.0,3.0,12.0,26.0,2928.0,1.0,1.0,1.0,0.0,0.0
4724,8106,1989,36949.51,107221.0,1.0,8.0,32.0,2370.0,1.0,0.0,0.0,0.0,0.0
4725,2151,1989,22873.5,548068.0,2.0,13.0,26.0,2080.0,1.0,1.0,1.0,0.0,1.0
4726,1317,1992,73050.52,509087.0,2.0,8.0,29.0,2122.0,1.0,1.0,1.0,0.0,0.0
4727,3134,1985,20267.29,754911.0,3.0,12.0,26.0,1996.0,0.0,0.0,1.0,0.0,0.0
4728,9426,2012,37993.0,136570.0,5.0,16.0,54.0,2080.0,1.0,1.0,0.0,0.0,0.0
4729,7332,1998,24080.83,158031.0,3.0,12.0,40.0,1400.0,1.0,0.0,0.0,0.0,1.0
4730,9190,1990,50071.79,80043.0,7.0,12.0,29.0,2600.0,1.0,0.0,0.0,1.0,1.0
4731,9987,2002,113604.6,171155.0,1.0,16.0,43.0,2080.0,0.0,0.0,0.0,0.0,1.0
4732,8392,1991,36034.5,72009.0,2.0,15.0,30.0,2136.0,1.0,1.0,0.0,0.0,0.0
4733,8409,2002,48497.17,266597.0,4.0,16.0,45.0,2080.0,1.0,1.0,0.0,0.0,0.0
4734,1249,2004,24935.11,802762.0,7.0,12.0,46.0,4420.0,1.0,1.0,1.0,0.0,0.0
4735,1311,1991,69666.7,651386.0,3.0,16.0,34.0,3470.0,1.0,1.0,1.0,0.0,0.0
4736,4759,1998,40134.72,765448.0,4.0,12.0,40.0,2080.0,1.0,1.0,1.0,0.0,1.0
4737,817,1996,76465.21,692674.0,3.0,16.0,32.0,3120.0,1.0,1.0,1.0,0.0,1.0
4738,274,2002,29704.52,521450.0,5.0,13.0,41.0,1160.0,1.0,1.0,1.0,0.0,1.0
4739,4531,2004,106205.1,718444.0,4.0,16.0,43.0,2600.0,1.0,1.0,1.0,0.0,1.0
4740,900,1987,40307.31,511879.0,1.0,15.0,25.0,2080.0,0.0,0.0,1.0,0.0,1.0
4741,660,1987,38387.91,524801.0,2.0,14.0,27.0,2376.0,0.0,1.0,1.0,0.0,0.0
4742,2989,2004,71573.0,734467.0,1.0,19.0,40.0,2600.0,1.0,0.0,1.0,0.0,1.0
4743,3472,2004,306993.9,621747.0,4.0,18.0,44.0,2600.0,1.0,1.0,1.0,0.0,1.0
4744,4621,1992,73050.52,626420.0,2.0,12.0,30.0,2416.0,1.0,1.0,1.0,0.0,1.0
4745,8262,1994,95631.23,81862.0,3.0,16.0,32.0,2200.0,0.0,1.0,0.0,0.0,1.0
4746,8355,1996,16683.32,110057.0,5.0,11.0,35.0,2288.0,1.0,1.0,0.0,0.0,0.0
4747,556,1998,127093.3,929086.0,5.0,16.0,40.0,2496.0,1.0,1.0,1.0,0.0,1.0
4748,2685,2002,61833.89,1057859.0,3.0,17.0,42.0,2080.0,1.0,1.0,1.0,0.0,0.0
4749,10068,1992,46627.99,105188.0,2.0,12.0,29.0,1996.0,1.0,1.0,0.0,0.0,1.0
4750,159,2000,120314.7,509920.0,7.0,16.0,40.0,2080.0,0.0,1.0,1.0,0.0,1.0
4751,5313,1992,43519.46,524928.0,4.0,12.0,28.0,1370.0,1.0,1.0,1.0,0.0,1.0
4752,9576,2008,44576.84,87672.0,5.0,14.0,44.0,2080.0,0.0,1.0,0.0,0.0,1.0
4753,5092,2004,44576.84,737914.0,3.0,16.0,43.0,2600.0,1.0,0.0,1.0,0.0,0.0
4754,243,2008,103337.2,937852.0,1.0,12.0,49.0,2080.0,1.0,0.0,1.0,0.0,1.0
4755,4069,1990,40057.43,215232.0,5.0,12.0,27.0,3255.0,1.0,1.0,0.0,1.0,0.0
4756,5366,1992,24091.13,580886.0,2.0,12.0,30.0,2690.0,1.0,1.0,1.0,0.0,0.0
4757,5755,1998,38796.89,77712.0,1.0,12.0,37.0,2080.0,1.0,0.0,0.0,0.0,1.0
4758,8944,2010,40500.0,149394.0,5.0,12.0,46.0,2080.0,0.0,1.0,0.0,0.0,1.0
4759,2962,2010,140000.0,645144.0,4.0,16.0,48.0,2340.0,1.0,1.0,1.0,0.0,1.0
4760,3103,2000,40527.04,784757.0,5.0,10.0,37.0,2080.0,1.0,1.0,1.0,0.0,1.0
4761,2997,1987,42226.71,569029.0,2.0,12.0,28.0,2600.0,1.0,1.0,1.0,0.0,1.0
4762,3143,1988,18438.05,513373.0,1.0,16.0,27.0,840.0,0.0,0.0,1.0,0.0,0.0
4763,7666,1998,66891.2,200610.0,1.0,13.0,39.0,2080.0,1.0,0.0,0.0,1.0,0.0
4764,8259,1994,13241.25,114032.0,4.0,6.0,33.0,600.0,0.0,0.0,0.0,0.0,0.0
4765,12110,1994,67677.49,549484.0,4.0,16.0,29.0,2417.0,1.0,1.0,1.0,0.0,1.0
4766,7041,1989,49266.01,130053.0,5.0,10.0,30.0,2125.0,1.0,1.0,1.0,0.0,0.0
4767,6912,2008,30393.3,449962.0,1.0,16.0,48.0,2440.0,1.0,0.0,0.0,1.0,0.0
4768,3591,2002,64258.75,639036.0,1.0,12.0,41.0,1900.0,1.0,0.0,1.0,0.0,0.0
4769,2594,1998,36121.25,480394.0,4.0,12.0,35.0,2000.0,1.0,1.0,1.0,0.0,1.0
4770,7106,2002,84870.05,182384.0,2.0,16.0,38.0,1600.0,0.0,0.0,0.0,1.0,0.0
4771,2479,1990,28374.01,413951.0,1.0,12.0,28.0,2080.0,1.0,0.0,1.0,0.0,0.0
4772,12153,2000,92452.31,262861.0,2.0,16.0,41.0,2860.0,0.0,0.0,0.0,1.0,1.0
4773,6414,1998,18729.54,109737.0,2.0,12.0,39.0,2080.0,0.0,0.0,0.0,1.0,1.0
4774,7801,1991,24023.0,339483.0,7.0,13.0,32.0,1920.0,1.0,0.0,0.0,1.0,0.0
4775,9628,2002,30916.95,174954.0,3.0,11.0,41.0,2392.0,1.0,1.0,0.0,0.0,1.0
4776,91,2002,70320.89,569671.0,4.0,16.0,38.0,2080.0,0.0,1.0,1.0,0.0,0.0
4777,1693,1993,48302.0,147118.0,4.0,12.0,30.0,2140.0,1.0,1.0,0.0,0.0,0.0
4778,1861,1989,59823.01,598047.0,2.0,18.0,29.0,2330.0,0.0,1.0,1.0,0.0,1.0
4779,4423,1988,50889.01,474445.0,2.0,15.0,26.0,2059.0,0.0,1.0,1.0,0.0,1.0
4780,817,1992,55953.59,646024.0,1.0,16.0,28.0,2496.0,1.0,0.0,1.0,0.0,0.0
4781,3772,1987,26295.72,517009.0,3.0,12.0,25.0,1730.0,0.0,1.0,1.0,0.0,0.0
4782,1334,1984,52455.91,611477.0,1.0,12.0,25.0,2080.0,0.0,0.0,1.0,0.0,0.0
4783,128,1992,43763.48,646143.0,4.0,12.0,34.0,844.0,0.0,1.0,1.0,0.0,0.0
4784,6287,2000,51925.27,100122.0,4.0,15.0,37.0,2266.0,1.0,1.0,0.0,1.0,1.0
4785,3538,1994,23540.0,268278.0,1.0,12.0,37.0,1660.0,1.0,0.0,0.0,1.0,1.0
4786,218,1993,152374.7,785609.0,4.0,16.0,35.0,2080.0,1.0,1.0,1.0,0.0,0.0
4787,6981,1989,11260.8,54653.0,4.0,13.0,31.0,950.0,0.0,0.0,1.0,0.0,1.0
4788,810,2008,116507.7,606791.0,3.0,16.0,48.0,2600.0,0.0,1.0,1.0,0.0,1.0
4789,8273,1985,30400.93,341386.0,4.0,12.0,26.0,2080.0,0.0,1.0,0.0,0.0,0.0
4790,4703,2006,20557.08,585323.0,4.0,12.0,45.0,1560.0,0.0,1.0,1.0,0.0,1.0
4791,12072,1992,51912.5,673020.0,3.0,12.0,35.0,2511.0,1.0,1.0,1.0,0.0,0.0
4792,3792,2002,90932.19,752341.0,5.0,17.0,43.0,2600.0,1.0,1.0,1.0,0.0,1.0
4793,1450,1994,17949.25,117262.0,5.0,9.0,32.0,2080.0,1.0,0.0,0.0,0.0,0.0
4794,1874,1990,30043.07,793004.0,5.0,12.0,32.0,2184.0,1.0,1.0,1.0,0.0,1.0
4795,4841,1993,54339.75,470772.0,2.0,13.0,30.0,2080.0,0.0,1.0,1.0,0.0,0.0
4796,8423,2000,27862.34,136445.0,3.0,12.0,35.0,2340.0,1.0,1.0,0.0,1.0,0.0
4797,756,2000,25202.75,151316.0,5.0,12.0,36.0,2080.0,0.0,0.0,0.0,0.0,0.0
4798,755,1991,49647.54,98931.0,4.0,12.0,29.0,1976.0,0.0,0.0,0.0,0.0,1.0
4799,8,2000,34701.28,796575.0,5.0,13.0,42.0,2080.0,0.0,0.0,1.0,0.0,0.0
4800,5151,2004,80808.22,730285.0,5.0,13.0,45.0,2090.0,0.0,1.0,1.0,0.0,1.0
4801,2585,2002,46072.31,758313.0,2.0,13.0,42.0,2080.0,0.0,0.0,1.0,0.0,1.0
4802,11807,2006,86556.13,638232.0,4.0,12.0,41.0,2860.0,0.0,1.0,1.0,0.0,1.0
4803,914,2006,77359.54,114098.0,4.0,12.0,44.0,1976.0,0.0,1.0,0.0,0.0,1.0
4804,5439,1994,71355.62,419263.0,4.0,16.0,31.0,2210.0,1.0,1.0,1.0,0.0,1.0
4805,7268,1989,48143.45,128602.0,4.0,14.0,26.0,2160.0,1.0,1.0,0.0,1.0,0.0
4806,10176,1989,35190.01,81360.0,2.0,12.0,28.0,2080.0,0.0,1.0,0.0,0.0,0.0
4807,8704,1991,35233.73,96129.0,4.0,12.0,29.0,2095.0,1.0,1.0,0.0,0.0,0.0
4808,2893,1989,22873.5,859463.0,2.0,18.0,29.0,700.0,1.0,1.0,1.0,0.0,1.0
4809,8857,1998,51305.55,123225.0,4.0,9.0,39.0,2600.0,1.0,1.0,0.0,0.0,1.0
4810,7776,1984,76740.9,119609.0,2.0,15.0,25.0,2530.0,1.0,1.0,1.0,0.0,0.0
4811,4320,1989,20938.05,142870.0,6.0,15.0,25.0,1241.0,0.0,0.0,0.0,0.0,0.0
4812,12260,2004,306993.9,108940.0,5.0,18.0,41.0,2340.0,1.0,1.0,0.0,1.0,1.0
4813,925,1996,111222.1,701987.0,5.0,16.0,38.0,2756.0,1.0,1.0,1.0,0.0,1.0
4814,7883,1988,22494.42,164032.0,4.0,12.0,27.0,2080.0,0.0,1.0,0.0,0.0,0.0
4815,11807,2012,90233.37,726900.0,3.0,12.0,48.0,2600.0,0.0,1.0,1.0,0.0,1.0
4816,616,1998,45486.01,568512.0,3.0,12.0,35.0,2600.0,1.0,1.0,1.0,0.0,0.0
4817,1142,1986,63618.42,153285.0,3.0,16.0,27.0,2340.0,1.0,1.0,0.0,0.0,1.0
4818,7185,2012,326578.3,353559.0,1.0,15.0,50.0,2808.0,1.0,0.0,0.0,1.0,1.0
4819,2294,2010,40000.0,731409.0,5.0,16.0,47.0,2025.0,0.0,1.0,1.0,0.0,1.0
4820,970,1993,69434.13,504019.0,4.0,12.0,33.0,2316.0,1.0,1.0,1.0,0.0,0.0
4821,8163,2012,113979.0,133351.0,1.0,15.0,48.0,2080.0,1.0,0.0,0.0,0.0,0.0
4822,8392,1989,26392.51,74585.0,1.0,15.0,29.0,2080.0,1.0,0.0,0.0,0.0,1.0
4823,2728,1993,45283.13,710354.0,4.0,10.0,34.0,3760.0,1.0,1.0,1.0,0.0,0.0
4824,11841,2000,49392.33,245262.0,5.0,13.0,37.0,2464.0,1.0,1.0,0.0,1.0,0.0
4825,860,1990,25035.89,728987.0,1.0,12.0,28.0,2328.0,1.0,0.0,1.0,0.0,1.0
4826,8670,2008,25035.89,118132.0,2.0,16.0,45.0,2080.0,1.0,1.0,0.0,1.0,1.0
4827,8694,2008,28367.08,163678.0,2.0,16.0,46.0,2184.0,0.0,1.0,0.0,1.0,1.0
4828,1875,2002,115180.8,781154.0,4.0,18.0,41.0,2600.0,1.0,1.0,1.0,0.0,1.0
4829,8944,2000,26595.87,133673.0,5.0,12.0,36.0,2340.0,0.0,1.0,0.0,0.0,1.0
4830,7490,1996,52830.51,215213.0,2.0,15.0,32.0,2600.0,0.0,0.0,0.0,1.0,1.0
4831,8880,2002,121242.9,144439.0,4.0,14.0,44.0,2444.0,1.0,1.0,0.0,0.0,0.0
4832,8560,1991,20019.17,263636.0,5.0,12.0,27.0,2660.0,1.0,0.0,0.0,1.0,0.0
4833,9332,1986,37773.44,188024.0,6.0,17.0,29.0,1845.0,0.0,0.0,0.0,1.0,0.0
4834,4932,1991,27226.07,694804.0,4.0,12.0,33.0,2370.0,1.0,1.0,1.0,0.0,0.0
4835,4245,2010,36000.0,574807.0,1.0,15.0,48.0,640.0,1.0,0.0,1.0,0.0,0.0
4836,540,1996,45183.99,589030.0,3.0,12.0,33.0,3120.0,1.0,1.0,1.0,0.0,1.0
4837,2700,2000,45183.99,144200.0,4.0,12.0,39.0,2080.0,0.0,1.0,0.0,0.0,0.0
4838,1522,1988,31529.06,201076.0,1.0,16.0,29.0,2620.0,0.0,0.0,0.0,1.0,0.0
4839,1915,1989,52785.01,617264.0,2.0,16.0,30.0,2538.0,0.0,1.0,1.0,0.0,1.0
4840,3600,1992,69941.98,705473.0,5.0,12.0,33.0,2930.0,1.0,1.0,1.0,0.0,0.0
4841,4212,1996,25024.98,221912.0,5.0,14.0,31.0,2600.0,0.0,0.0,0.0,1.0,1.0
4842,1379,1998,30769.95,214886.0,4.0,15.0,34.0,2080.0,1.0,1.0,0.0,1.0,1.0
4843,4919,2002,13336.72,537670.0,2.0,16.0,41.0,4160.0,0.0,1.0,1.0,0.0,1.0
4844,392,1992,65279.19,682998.0,3.0,12.0,32.0,2242.0,1.0,0.0,1.0,0.0,0.0
4845,4498,1991,43241.4,547489.0,1.0,12.0,28.0,2250.0,1.0,0.0,1.0,0.0,0.0
4846,2840,2002,104268.9,952598.0,2.0,18.0,38.0,2080.0,0.0,1.0,1.0,0.0,1.0
4847,5352,1991,64061.34,454956.0,6.0,16.0,31.0,2572.0,1.0,1.0,1.0,0.0,0.0
4848,3775,1998,37459.07,542985.0,3.0,16.0,37.0,2340.0,0.0,0.0,1.0,0.0,1.0
4849,9426,2006,73572.7,119481.0,5.0,16.0,48.0,2600.0,1.0,1.0,0.0,0.0,1.0
4850,12260,2014,142795.3,117184.0,5.0,18.0,52.0,2860.0,1.0,1.0,0.0,1.0,0.0
4851,2304,2002,32735.59,711333.0,1.0,12.0,44.0,2080.0,1.0,0.0,1.0,0.0,0.0
4852,12092,1996,27805.53,570000.0,4.0,16.0,36.0,2184.0,0.0,1.0,1.0,0.0,0.0
4853,9544,2012,66487.75,170853.0,2.0,16.0,54.0,2080.0,0.0,0.0,0.0,1.0,0.0
4854,7268,2000,48125.86,146788.0,5.0,14.0,37.0,2080.0,1.0,1.0,0.0,1.0,1.0
4855,4430,2000,50658.8,873837.0,3.0,15.0,37.0,1180.0,1.0,1.0,1.0,0.0,1.0
4856,9969,1991,64061.34,81506.0,3.0,12.0,29.0,4108.0,1.0,1.0,0.0,0.0,1.0
4857,3582,1993,70943.56,543590.0,2.0,18.0,31.0,2625.0,1.0,1.0,1.0,0.0,1.0
4858,860,1992,40410.93,728549.0,1.0,12.0,30.0,3260.0,1.0,0.0,1.0,0.0,0.0
4859,9276,1992,32639.59,79348.0,5.0,12.0,31.0,2360.0,1.0,1.0,0.0,0.0,1.0
4860,12106,1993,24151.0,502095.0,1.0,18.0,28.0,1110.0,1.0,0.0,1.0,0.0,0.0
4861,3497,2008,92193.02,694290.0,4.0,15.0,43.0,2912.0,1.0,1.0,1.0,0.0,1.0
4862,6285,2000,18997.05,54644.0,2.0,13.0,40.0,2776.0,1.0,1.0,0.0,1.0,1.0
4863,11785,2008,62812.83,146886.0,4.0,12.0,46.0,2845.0,0.0,0.0,0.0,0.0,0.0
4864,190,2012,134875.1,547225.0,2.0,18.0,51.0,2600.0,0.0,0.0,1.0,0.0,0.0
4865,10030,1991,12812.27,85203.0,6.0,12.0,31.0,1832.0,1.0,1.0,0.0,0.0,1.0
4866,10179,1998,22743.01,87077.0,5.0,12.0,37.0,2496.0,1.0,1.0,0.0,1.0,1.0
4867,8813,1996,34756.91,110282.0,3.0,12.0,34.0,2340.0,1.0,1.0,0.0,0.0,1.0
4868,462,1991,41639.87,533446.0,2.0,17.0,31.0,2235.0,0.0,1.0,1.0,0.0,1.0
4869,3620,1996,41708.3,604272.0,3.0,12.0,34.0,2080.0,1.0,1.0,1.0,0.0,1.0
4870,9747,1986,51689.97,106817.0,3.0,16.0,29.0,2206.0,1.0,1.0,0.0,1.0,0.0
4871,8273,1984,27400.87,316342.0,4.0,12.0,25.0,2080.0,0.0,1.0,0.0,0.0,0.0
4872,4833,2008,115494.6,579713.0,3.0,17.0,45.0,2236.0,0.0,1.0,1.0,0.0,1.0
4873,3807,1996,61172.17,525834.0,3.0,15.0,35.0,2860.0,1.0,1.0,1.0,0.0,1.0
4874,8273,1986,39761.52,342815.0,3.0,12.0,27.0,2080.0,0.0,0.0,0.0,0.0,0.0
