person,year,PPamount,labinc,wt,famsize,educ,age,hours,male,married,race_white,race_black
3098,1991,,48046,562070,4,12,31,2080,0,1,1,0
3047,1989,,14076,444451,2,12,29,2741,0,0,1,0
6193,2004,,23088.06,280506,2,12,44,1560,1,0,0,1
7867,1989,,16891.2,119497,7,10,32,2072,1,1,0,0
7867,1986,,85723.84,120025,5,10,28,3326,1,1,0,0
12039,1996,,35420.07,427616,2,12,35,2080,1,1,1,0
5402,2000,,56991.15,689591,4,12,41,2080,1,1,1,0
3616,1998,,34783.42,554046,2,12,35,2070,1,1,1,0
6462,1993,,9358.513,247503,1,12,29,2185,1,0,0,1
6717,2006,,21639.03,201752,4,12,46,2340,1,0,0,1
10238,2008,,34650.39,134647,1,12,43,2340,0,0,0,1
10205,1996,,26415.25,92555,1,10,34,1680,1,0,0,1
8930,1991,,59096.59,75665,2,13,30,2740,1,1,0,0
10174,1991,,24650.8,92556,4,12,27,2460,1,0,0,1
7190,2014,,35007.87,219117,2,16,53,3000,1,1,0,1
207,1990,,35050.25,623323,3,9,26,1590,1,1,1,0
6717,1989,,26392.51,165439,1,12,30,2535,1,0,0,1
6443,1984,,27277.07,283532,4,8,26,1640,1,1,0,1
8609,1993,,58868.07,321275,4,12,36,2350,1,0,0,1
5679,2000,,25329.4,763209,1,13,41,1560,1,0,1,0
899,1993,,22641.56,851220,3,15,36,2715,1,0,1,0
4000,1984,,25178.84,684856,2,7,25,2080,1,1,1,0
5514,2004,,9235.226,602492,4,12,40,1230,1,0,1,0
2734,2010,,25000,160198,3,13,49,2080,1,1,0,1
2182,1996,,62562.44,599342,2,12,34,2480,1,1,1,0
714,2014,,34086.61,805135,5,11,50,2600,1,0,1,0
3616,2004,,40404.11,612400,4,12,41,2340,1,1,1,0
3559,2008,,70917.71,661662,3,12,48,2080,1,0,1,0
7112,1990,,16690.6,62695,5,10,25,960,1,1,1,0
723,2014,,27637.79,696021,1,12,52,2080,0,0,1,0
8297,1996,,13902.76,120823,1,11,37,2600,1,0,0,0
6443,1988,,25813.27,299585,4,8,31,3244,1,1,0,1
947,2006,,69244.9,829253,8,13,48,1800,1,1,1,0
9075,2014,,49748.03,110349,2,14,55,2080,1,1,0,1
9149,2000,,10131.76,122164,3,12,35,2080,1,1,0,1
8676,2004,,32323.29,112606,2,12,44,2600,1,1,0,1
970,1989,,54544.51,523523,3,12,29,2510,1,1,1,0
4032,1996,,27805.53,630204,2,12,34,1720,1,1,1,0
6383,1987,,23032.75,195008,5,9,28,1777,0,1,0,1
4941,1988,,9219.023,117581,4,7,25,1895,1,0,1,0
10152,1987,,9596.979,85761,5,12,27,2545,1,1,0,1
8233,1991,,19218.4,137670,1,12,27,1160,1,0,0,0
6406,1991,,22421.47,173908,2,13,30,1935,1,0,0,1
5402,2008,,45589.96,725151,4,12,49,2080,1,1,1,0
1970,1988,,36876.09,497087,1,9,25,2120,1,0,1,0
9079,2008,,18235.98,77231,3,12,45,2256,1,0,0,1
4263,2008,,30393.3,496760,2,12,45,1820,1,1,1,0
4612,2006,3245.854706,51933.68,859077,1,12,47,1600,1,0,1,0
7697,2006,,57343.43,192918,4,13,44,4960,1,1,0,1
10209,1987,,25911.84,114333,4,10,26,2080,1,1,1,0
5940,2000,,88652.9,125250,4,12,37,2080,1,0,0,1
5940,2004,115.4403169,90043.45,141472,4,12,40,2040,1,0,0,1
2653,2012,,24695.45,145907,2,6,53,2600,1,1,0,0
6463,1988,,31344.68,74294,6,5,26,2216,1,1,1,0
4501,1994,,32367.5,456747,4,8,29,2870,1,1,1,0
6899,1991,,43241.4,329894,3,9,31,2080,1,0,0,1
6463,1989,,19354.5,74302,5,5,27,2400,1,0,1,0
1307,1984,,10491.18,577341,1,12,25,2120,1,0,1,0
5322,1992,,29064.78,676572,5,12,34,1520,1,1,1,0
9096,2008,,25327.75,94110,1,12,46,1880,1,0,0,1
7154,1992,,31085.33,290220,4,12,29,2740,1,1,0,1
4731,1989,,26392.51,668822,1,11,29,1960,1,0,1,0
1260,1992,,27976.79,694521,3,9,32,2988,1,1,1,0
8657,1990,,,110230,2,10,30,2040,1,0,0,1
8070,1988,,14750.44,68700,2,10,27,2420,1,0,0,0
7366,1989,,12316.5,56584,1,12,28,1953,1,0,1,0
4468,1987,,12418.49,637385,2,13,28,1720,1,0,1,0
7465,2004,577.2015844,32323.29,259170,4,12,42,2080,1,1,0,1
10232,1996,,100099.9,77682,6,16,35,2280,1,0,0,1
9442,1992,,27976.79,92544,1,14,30,1520,1,0,0,1
2750,1998,,21405.18,289535,3,11,41,2080,1,1,0,1
8621,1985,,18240.56,187344,4,12,26,1240,1,1,0,1
2707,2010,540,22972,198439,4,12,45,2600,1,1,0,0
8026,1989,,73899.02,160282,5,12,27,2500,1,1,0,0
4014,1996,,20854.15,627284,2,12,32,2425,1,0,1,0
7466,2006,,32458.55,188027,2,12,42,2080,1,0,0,1
7572,2000,,30395.28,95983,4,12,36,1840,1,0,0,0
10600,1994,,30602,314450,4,12,36,2340,1,1,0,0
4840,2008,373.8376333,23808.09,507523,2,15,45,2080,1,0,1,0
8810,1994,,76504.99,72510,4,8,30,2600,1,1,0,0
1590,1998,,26087.57,671955,2,12,36,1530,1,0,1,0
1621,1991,,28347.14,530803,3,17,28,1762,0,0,1,0
10067,2014,,66330.7,102841,2,12,54,2080,1,1,0,0
8749,1987,,27831.24,153597,3,9,30,2080,1,1,0,1
1330,1996,,9731.936,546849,1,10,32,2080,1,0,1,0
4633,1990,,75107.69,762652,4,13,31,2080,1,1,1,0
1081,1988,,46095.12,808588,1,14,26,2155,1,0,1,0
1970,1996,,5561.106,532347,1,14,33,1144,1,0,1,0
9969,2010,,94000,106627,4,12,48,1540,1,1,0,0
4840,2010,600,24000,519299,2,15,47,2000,1,0,1,0
349,1984,,41964.73,555644,2,13,25,2080,1,1,1,0
1149,1987,,9596.979,140274,1,12,25,1960,1,0,0,1
9131,1989,,24633.01,91493,3,5,29,2445,1,1,1,0
2127,2008,,42550.63,566791,4,12,46,2040,1,1,1,0
4041,1987,,23032.75,648035,6,13,30,2655,0,1,1,0
7386,2014,,38692.91,283729,2,15,52,1840,1,1,0,1
3473,2012,18996.4991,118728.1,602067,4,12,50,2808,1,1,1,0
6465,2000,,75988.2,92744,4,12,39,1280,1,0,0,1
6465,2006,,48687.82,92713,1,12,45,2860,1,0,0,1
1476,1990,,45064.61,680972,2,13,27,1880,1,1,1,0
8749,1994,,41442.16,158357,4,9,37,2253,1,1,0,1
2777,1993,,60377.5,515809,3,7,32,3142,1,0,1,0
5882,1994,,22068.75,86377,1,12,33,2080,1,0,0,0
5461,2004,,78499.41,566906,1,8,40,3016,1,0,1,0
4913,2004,,306993.9,550850,5,12,39,3120,1,1,1,0
3999,1996,,38927.74,664058,5,11,32,2080,1,1,1,0
5748,1993,,22641.56,101586,5,14,34,1880,1,1,0,0
3526,1992,,,751388,3,12,34,2080,1,1,1,0
719,1988,,23969.46,745960,1,12,29,1300,1,0,1,0
7857,1991,,33632.2,122188,2,14,27,2080,1,0,0,1
2461,2000,,63323.5,544895,2,17,38,1872,0,1,1,0
5860,1989,,77418.02,100246,4,12,27,2080,1,1,0,0
1580,1992,,35748.13,537517,2,11,29,2120,1,1,1,0
4519,2006,,54097.58,560969,4,12,43,2080,1,1,1,0
10027,2004,,46176.13,101373,5,8,43,2340,1,1,0,0
4860,1996,,31809.53,492118,2,12,33,2080,1,0,1,0
9110,1993,,57358.63,74323,3,12,31,2236,1,1,0,1
7984,2004,,49639.34,81492,2,11,44,1120,1,0,0,0
410,1998,,32776.68,558047,4,12,37,2340,1,1,1,0
3847,2006,,72490.76,765493,6,12,47,2080,1,1,1,0
8394,2006,,32458.55,83672,4,11,42,1300,1,0,0,0
10523,2006,,,122679,7,6,47,2340,1,1,0,0
6431,1998,,14716.06,304771,1,12,40,2496,1,0,0,1
308,1991,,,764737,1,12,30,2080,1,0,1,0
2463,1988,,22125.66,593754,1,15,30,2750,1,0,1,0
8657,1996,,72294.38,109127,2,10,36,2080,1,0,0,1
8168,1992,,80821.85,100548,5,12,31,2365,1,1,0,0
310,2014,,110551.2,928891,3,12,54,2600,1,1,1,0
1307,1994,,10298.75,622511,1,12,35,2080,1,0,1,0
860,1989,,26392.51,720291,1,12,27,2828,1,0,1,0
12043,2014,,55091.33,664349,3,12,52,3156,1,0,1,0
8536,2006,,17311.22,108445,4,12,42,3360,1,1,0,1
2389,1991,,,631211,2,12,30,1660,1,1,1,0
10197,1996,,,154428,2,12,32,2040,1,0,0,1
7855,1994,,51493.74,95331,1,12,33,3156,1,0,0,1
9181,1990,,5007.179,80645,5,12,27,600,1,0,0,1
4752,2014,,31322.83,716952,1,12,51,2080,1,0,1,0
5757,1992,,13988.4,101619,6,12,29,1312,1,0,0,0
7456,1998,,24080.83,110808,1,8,35,2080,1,0,0,1
9869,1990,,36719.31,143546,3,11,30,2260,1,0,0,0
6200,2010,200,22000,393020,2,14,52,2080,1,1,0,1
6224,2004,,43867.32,238529,1,12,43,2808,1,0,0,1
207,1994,,26482.5,637476,3,9,31,1905,1,1,1,0
10068,1991,,42440.64,107677,2,12,28,2040,1,1,0,0
5364,1989,,35190.01,402235,4,12,26,1890,1,1,1,0
5364,1994,,17655,419263,5,14,31,1680,1,1,1,0
122,1994,,66206.24,662238,3,12,32,3005,1,1,1,0
10318,2000,,30395.28,102754,2,12,41,945,1,0,0,1
5514,2010,2000,13000,665711,3,12,45,2080,1,0,1,0
3722,1998,,26756.48,671002,2,12,37,2200,1,1,1,0
5033,1993,,56000.13,586052,4,12,33,2080,1,1,1,0
4615,1989,,24633.01,540149,1,12,25,2080,1,0,1,0
5999,1998,,26756.48,171631,4,10,38,2080,0,1,0,1
4847,1994,,17655,470723,3,12,31,1520,1,1,1,0
3960,1989,,19002.6,178723,2,14,26,600,0,0,0,1
6467,1988,,20281.85,76699,1,11,26,1600,1,0,0,1
6170,2004,,35786.5,233018,3,12,46,2080,1,0,0,1
3847,1996,,59781.89,652025,6,12,37,2040,1,1,1,0
2811,1996,,31976.36,550453,4,12,32,2080,1,1,1,0
4402,1990,,45064.61,947745,2,12,32,2375,1,1,1,0
4856,1989,,40468.51,403770,2,14,26,1360,1,1,1,0
3616,2000,,44326.45,565932,3,12,37,2070,1,1,1,0
6170,1987,,51823.69,203239,2,12,28,2080,1,1,0,1
8406,1985,,30198.26,85676,4,8,25,2080,1,1,0,0
7091,1990,,20028.72,182486,3,14,32,1430,1,0,0,1
8233,2004,,40404.11,157857,3,12,40,2000,1,0,0,0
8930,2010,,70000,95507,2,13,49,2080,1,1,0,0
8644,1990,,20863.25,100506,2,12,31,2600,1,0,0,1
7590,2004,,30014.48,112295,2,12,42,2080,1,0,0,0
6360,1988,,31344.68,112716,3,12,27,2080,1,1,0,1
5544,1998,,8026.943,545262,3,12,36,840,0,0,1,0
70,2004,,51948.14,799212,3,18,42,4160,1,1,1,0
1744,1987,,44146.1,770204,1,13,26,2036,1,0,1,0
4221,2006,,41114.16,764359,1,11,42,3852,1,0,1,0
7276,2010,4000,60000,229797,1,14,47,2080,0,0,0,1
7457,1994,,41194.99,91806,6,8,31,2080,1,1,0,1
970,1998,,74918.14,550054,4,12,38,2704,1,1,1,0
4572,1992,,30494.71,615350,3,12,29,2062,1,1,1,0
1744,2014,,91204.71,1016717,1,13,54,2340,1,0,1,0
9266,1994,,10298.75,140952,3,12,30,1720,1,1,0,0
10200,2006,,,125923,3,9,43,2080,1,0,0,1
8233,1992,,27976.79,136885,1,12,28,1860,1,0,0,0
4025,2008,,5065.551,610450,2,12,46,1240,1,1,1,0
8709,1988,,7375.219,178356,3,8,27,1000,1,0,0,0
1081,2000,,45592.92,953186,1,14,38,2352,1,0,1,0
2216,1994,,22951.5,402342,4,12,33,2080,1,1,1,0
8810,2010,,100000,89470,2,8,47,2860,1,0,0,0
3425,2000,,38627.34,643504,1,13,36,2080,1,0,1,0
4101,1991,,12812.27,399313,6,12,30,1632,1,1,1,0
7989,1984,,25178.84,294794,3,13,25,1680,1,1,0,0
5072,1996,,,296080,2,12,38,3396,1,0,0,1
3138,1992,,59683.83,632137,1,12,34,2080,1,0,1,0
2884,2004,,86580.23,722318,1,12,41,2860,1,0,1,0
6941,1989,,42228.01,76958,6,12,30,1355,1,0,0,0
8575,2000,,,97469,4,12,38,2080,1,1,0,1
6468,1994,,32367.5,77418,6,12,31,1720,1,0,0,1
7834,2010,,,331401,1,12,52,1640,1,0,0,1
6680,2008,,40524.41,97662,1,10,46,2080,1,0,0,0
7848,1996,,22244.42,200205,2,12,33,2600,1,0,0,1
308,1998,,40134.72,810846,2,12,36,2670,1,1,1,0
6680,2006,,37868.3,92540,1,10,44,2080,1,0,0,0
9215,2012,,80735.13,113576,2,12,51,2080,1,0,0,1
6680,1988,,33188.48,79140,3,10,26,2080,1,1,0,0
1590,1990,,16690.6,635118,3,12,29,1080,1,1,1,0
8098,1989,,43987.51,112180,4,9,26,3495,1,1,0,0
8197,2000,,63323.5,253276,3,11,42,2080,1,0,0,0
1321,1994,,45608.74,560471,1,13,34,2080,1,0,1,0
1580,1991,,54452.14,541195,1,11,28,2080,1,0,1,0
7080,2012,,47491.25,137670,5,14,50,3120,1,0,0,1
6092,2000,,,218558,4,15,37,1495,1,0,0,1
5642,2000,,,191353,4,12,42,3120,1,1,0,1
7872,2008,,79022.59,187294,6,12,46,3840,1,1,0,0
4196,2008,,24314.64,291769,3,12,49,2080,1,1,0,1
8879,1996,,18073.59,94693,5,12,32,1320,1,1,0,0
7122,2010,,13000,181847,1,12,49,3560,1,0,0,1
7934,2010,,35000,146219,5,13,52,720,1,1,0,0
10232,2012,5698.949731,85484.24,91387,3,16,51,4368,1,0,0,1
9314,1986,,13916.53,150071,4,9,28,1960,1,0,0,1
1205,2000,,37994.1,627184,2,8,37,2080,1,0,1,0
3567,1987,,46065.5,542959,3,12,26,3440,1,0,1,0
1873,1993,,18113.25,618991,2,12,30,1480,1,0,1,0
6162,1994,,41930.62,188043,1,13,30,2080,1,1,0,1
6162,1993,,36226.5,185587,3,13,29,1640,1,1,0,1
7507,1988,,51626.53,186882,2,12,28,2912,1,0,0,1
1179,2012,,13297.55,860334,2,12,50,1040,0,1,1,0
7315,2010,,14000,249769,1,10,52,960,1,0,0,0
4949,2000,,29128.81,155391,1,8,43,720,1,0,0,0
7709,1986,,8041.766,102407,2,15,25,800,1,0,0,1
7965,2008,,81048.81,204173,4,12,46,3076,1,1,0,0
2372,1994,,5884.999,506685,2,16,30,610,1,1,1,0
2261,2004,,43867.32,656013,3,12,40,2080,1,1,1,0
8386,1998,,32107.77,106586,1,13,40,2080,1,0,0,0
2671,1993,,13584.94,101013,4,12,32,1288,1,1,0,0
1424,1991,,49647.54,650542,3,12,33,2080,1,0,1,0
6785,2014,,,129343,2,10,54,2080,1,1,0,0
3314,1993,,,444161,1,9,32,2080,1,0,1,0
3356,2004,,27705.68,607222,1,14,43,2000,1,0,1,0
1094,1985,,40534.57,891082,2,12,26,2080,1,1,1,0
9198,1996,,16683.32,140007,1,14,39,2250,1,0,0,1
3616,2006,476.0586902,37868.3,631138,4,12,42,1680,1,1,1,0
4563,1991,,59256.74,664163,4,12,29,2080,1,1,1,0
3279,2000,,,785556,1,12,40,2080,1,0,1,0
6415,1990,,33381.2,93698,8,8,26,2704,1,0,0,1
6785,2012,,39892.65,129450,2,10,52,2080,1,1,0,0
8810,1992,,6217.065,69893,5,8,29,3055,1,1,0,0
1260,1990,,28374.01,701328,2,9,30,2080,1,0,1,0
6680,1992,,35748.13,80759,4,10,30,1800,1,1,0,0
4395,1986,,45725.74,896239,1,13,28,1704,1,0,1,0
2031,1993,,22641.56,544298,2,11,30,2080,1,1,1,0
10238,2010,,50000,139285,1,12,46,2000,0,0,0,1
10205,1992,,31085.33,89154,1,10,31,2080,1,0,0,1
1280,1993,,54339.75,562511,4,12,33,2132,1,1,1,0
4630,1990,,75107.69,604317,1,12,27,2304,1,0,1,0
5882,2010,,49000,105647,2,12,49,2080,1,0,0,0
2318,1992,,35748.13,608726,1,9,33,2080,1,1,1,0
7913,2004,,23088.06,112710,2,12,47,2080,1,0,0,0
5823,2006,,16229.27,234929,2,12,45,2600,1,0,0,0
10043,1996,,31976.36,128766,1,12,38,2600,1,0,0,0
6471,1998,,44148.19,240439,2,12,37,3190,1,0,0,1
8518,1984,,25902.73,325909,3,12,26,840,1,1,1,0
8843,1989,,36597.61,70220,2,10,26,2080,1,0,1,0
3595,2000,,50658.8,596781,1,12,39,1794,1,0,1,0
10197,1989,,19354.5,138777,2,12,25,2232,1,0,0,1
4579,2000,,63323.5,558533,3,13,39,2080,1,0,1,0
350,1993,,29434.03,430228,4,17,31,1080,1,0,1,0
6153,2000,,15197.64,308733,2,12,40,835,1,0,0,1
5630,2014,,23952.75,268625,4,12,50,2455,1,0,0,1
4314,2010,,85000,258207,4,12,45,2000,1,1,0,1
5630,2004,,25396.87,262472,4,12,40,2080,1,0,0,1
2684,1994,,13241.25,884194,3,16,35,2119,1,1,1,0
12484,1987,,28790.94,102609,2,10,26,1880,1,1,1,0
5415,2006,,37327.33,897362,3,16,47,2080,1,1,1,0
11234,1984,,31473.55,95139,1,9,25,2177,1,0,1,0
5629,2014,,12897.64,268625,1,12,50,1976,1,0,0,1
1413,1985,,16213.83,137312,4,11,26,1952,1,0,0,0
5396,1988,,34110.39,487433,2,12,27,2080,1,1,1,0
12327,1990,,13352.48,281225,4,8,26,2040,1,1,1,0
268,1993,,23547.23,684586,5,12,35,2080,1,1,1,0
4221,2010,,27000,763876,1,11,46,3744,1,0,1,0
7023,1990,,8345.299,103430,4,8,27,1972,1,1,1,0
9132,1987,,38387.91,83255,4,6,26,2080,1,1,1,0
4870,2006,,6491.709,563103,3,18,43,725,0,0,1,0
4680,1996,,25024.98,531973,1,12,35,2100,1,0,1,0
8989,1998,,26756.48,86121,1,12,38,2080,1,0,0,1
1043,2008,,16584.61,651997,1,12,44,2360,1,0,1,0
12158,1996,,38927.74,114231,2,12,32,3020,1,0,0,1
8197,1988,,27657.07,239188,1,11,30,775,1,0,0,0
4630,2000,,113982.3,656543,1,12,37,2080,1,0,1,0
1417,1991,,14253.65,475422,3,9,27,2080,1,1,1,0
3761,1991,,,583368,5,12,27,2340,1,1,1,0
8168,2000,,86119.96,116935,2,12,39,2340,1,0,0,0
8233,1994,,29425,134960,2,12,30,2080,1,0,0,0
5556,2004,461.7612675,25396.87,614294,2,9,40,1820,1,1,1,0
7248,2010,,100000,253134,5,14,48,2080,1,1,0,1
8523,1988,,47938.92,70444,2,9,28,2040,1,0,1,0
4547,1993,,52830.32,566188,4,12,33,2705,1,1,1,0
980,2010,,60000,746604,4,12,51,3782,1,1,1,0
1096,2004,,40404.11,1214048,4,12,47,2412,1,1,1,0
2972,1986,,85723.84,490120,4,14,25,1925,1,0,1,0
5902,2006,,,149200,3,12,41,2080,1,0,0,1
8504,1996,,37537.46,174373,1,12,33,2080,1,0,0,1
9902,2004,,51948.14,105326,1,11,44,2080,1,0,0,0
9245,1988,,24891.36,107701,3,3,29,2240,1,1,1,0
9266,1998,,,151152,3,12,34,1824,1,1,0,0
7647,1989,,17595,148480,2,12,32,1951,1,0,0,1
3400,1986,,63618.42,597333,2,12,25,1690,1,0,1,0
11790,1989,,40468.51,453794,2,12,26,2260,1,1,1,0
985,1985,,38507.84,162282,2,13,26,1570,1,0,1,0
8406,1989,,35190.01,89097,5,8,29,2080,1,1,0,0
7070,2008,,33432.63,139840,1,13,46,2080,1,0,0,1
4547,1992,,54399.32,567343,4,12,32,2610,1,1,1,0
1205,1988,,27657.07,532279,3,8,25,1910,1,0,1,0
5402,2006,,54097.58,748606,4,12,47,2080,1,1,1,0
9107,2006,,15147.32,123423,2,20,48,4160,1,1,0,1
17,1989,,47506.51,997732,2,13,32,2631,1,0,1,0
4519,1990,,20028.72,441475,2,12,28,2120,1,1,1,0
7868,1996,,15293.04,97008,5,10,35,2080,1,0,0,0
7992,1996,,50049.95,104262,5,11,34,1440,1,1,0,0
10404,1990,,43395.55,132775,2,12,30,3036,1,1,1,0
6785,2010,,20000,124987,2,10,49,2080,1,1,0,0
7811,1987,,19002.02,164767,6,12,25,2068,1,1,0,1
484,1992,,23314,608819,2,12,31,1994,1,0,1,0
7375,1990,,10014.36,85296,1,10,31,680,0,0,1,0
3612,1988,,9219.023,478281,5,12,25,645,1,1,1,0
6224,2010,,46000,227981,2,12,48,2340,1,1,0,1
6500,2008,,55721.05,107828,2,12,46,3120,1,0,0,1
8040,1996,,20854.15,302029,3,16,32,715,1,1,0,1
1215,1988,,7190.838,155525,3,12,25,1120,1,0,0,1
8678,2004,,18470.45,112606,2,12,43,1664,1,0,0,1
5579,1990,,39056,425139,4,12,28,2832,1,1,1,0
4278,1985,,36481.12,594357,3,12,25,2080,1,1,1,0
2584,2010,,40000,659371,2,12,45,2080,1,1,1,0
6406,2012,,20896.15,232017,1,13,51,2080,1,0,0,1
7837,1987,,9596.979,188763,2,9,26,1200,1,0,0,0
9553,2006,,55179.53,165001,1,11,45,2080,1,0,0,1
4661,1991,,23222.23,641247,3,14,29,1080,1,0,1,0
5364,2004,,69264.19,528985,5,13,42,2756,1,1,1,0
7711,2008,,,149104,3,12,43,1920,1,1,0,1
3279,1989,,,173138,2,12,29,2080,1,1,1,0
2830,2006,,20557.08,731124,1,12,42,2340,1,0,1,0
12348,1984,,6084.886,112455,1,12,26,2080,1,0,1,0
7806,2004,,51948.14,220933,5,12,42,3120,0,1,0,1
4860,1994,,14712.5,470723,1,12,31,1620,1,0,1,0
4020,1990,,13352.48,211105,3,12,26,2026,1,0,0,1
4067,1991,,32030.67,523425,4,12,29,2235,1,1,1,0
1307,1986,,14831.04,584469,1,12,27,1948,1,0,1,0
2541,1996,,55611.06,575667,5,12,35,1500,1,1,1,0
3055,2010,560,33000,554006,4,12,46,2080,1,1,1,0
6456,2008,,22288.42,275721,1,14,49,2080,1,0,0,1
1718,1986,,55666.12,170248,1,13,25,2080,1,0,0,1
6467,2000,,22796.46,94366,3,12,39,3120,1,0,0,1
2786,2000,,63323.5,598927,2,12,36,2210,1,1,1,0
5516,1986,,9940.379,152680,6,12,26,1968,1,1,0,1
6093,1989,,24633.01,179986,3,15,25,3068,1,1,0,1
12477,1985,,52694.95,95002,2,12,27,2080,1,1,1,0
6508,1988,,7006.458,311582,3,8,30,2346,1,1,0,1
4498,2008,,28367.08,554418,4,12,45,2080,1,0,1,0
5407,2008,,21275.31,543823,6,10,44,1560,1,0,1,0
4840,2014,184.2519491,24505.51,589579,1,15,52,2080,1,0,1,0
9075,2008,,56734.17,105416,1,14,48,2080,1,0,0,1
10600,1996,,25024.98,320063,3,12,38,2080,1,0,0,0
5860,1988,,51626.53,103169,4,12,26,2080,1,1,0,0
7315,2000,,40527.04,215306,1,10,42,2338,1,0,0,0
3575,1993,,54339.75,683901,6,12,35,2080,1,1,1,0
8233,2000,,37994.1,148380,1,12,35,2080,1,0,0,0
1537,1993,,10566.06,115989,3,12,30,2080,1,0,0,0
1178,1989,,21114,584271,2,16,26,1960,0,1,1,0
5816,1987,,23032.75,95569,3,13,27,2000,1,1,0,0
3700,2004,,25974.07,159615,2,13,48,1995,1,0,0,0
4940,1989,,7038.001,146502,4,8,30,1835,1,0,1,0
11788,1994,,22068.75,451137,6,10,32,1840,1,1,1,0
12043,1988,,16594.24,456671,1,8,25,1080,1,0,1,0
6594,1996,,27805.53,83650,3,12,33,2080,1,0,0,1
1061,2000,,75988.2,824054,1,12,42,2080,1,1,1,0
6908,2008,303.9330352,70917.71,359794,3,13,46,2080,1,1,0,1
8327,1986,,29821.14,92569,6,12,29,2080,1,1,0,0
5554,2008,4052.44047,41537.52,615128,3,9,44,2600,1,0,1,0
7009,2000,,35461.16,112235,1,12,41,2700,1,0,0,1
6015,2006,,59507.34,272972,1,17,45,2600,0,0,0,1
411,1988,,27657.07,449392,2,12,25,3561,1,0,1,0
1068,1985,,17367.04,164933,3,9,27,2152,1,0,0,1
466,1990,,22031.59,738209,7,16,32,2000,1,1,1,0
1476,1991,,46444.47,682508,3,13,27,2000,1,1,1,0
12534,1987,,65259.46,111603,3,12,26,2080,1,1,1,0
8599,1991,,31229.9,253604,2,13,27,1800,1,0,0,1
1468,1986,,27833.06,930968,3,12,28,1176,1,0,1,0
4646,1993,,48302,567855,7,12,33,1955,1,1,1,0
6471,1989,,17464.8,202810,2,12,28,2976,1,0,0,1
8384,2010,,48000,238460,3,12,48,2080,1,1,0,1
549,2008,,86114.36,1053244,4,12,46,2350,1,1,1,0
6928,1988,,46095.12,136560,5,12,25,2540,1,0,1,0
11978,1991,,43241.4,257545,4,11,32,1960,1,1,0,0
5573,2008,,28367.08,816112,2,12,50,2496,1,1,1,0
7507,1985,,24320.74,180049,4,12,25,2130,1,0,0,1
134,1990,,65093.33,599155,2,12,29,2152,1,1,1,0
4712,2004,1038.962852,,222595,4,12,42,2600,1,1,0,1
1537,2004,,,145904,5,12,41,2808,1,1,0,0
990,2006,,42196.11,643986,6,12,45,1880,1,1,1,0
2372,1998,,58864.25,612824,3,16,33,1820,1,1,1,0
8394,1993,,18113.25,69000,6,11,30,2336,1,1,0,0
6577,1990,,28374.01,65446,4,9,29,2296,1,0,1,0
10178,2010,,25000,86856,2,11,50,2080,1,1,0,1
4453,1993,,60377.5,887289,2,14,36,2560,1,1,1,0
10301,1989,,29911.51,67812,3,12,26,2120,1,1,1,0
7526,2006,,29212.69,217033,3,13,44,2600,1,1,0,1
2261,1994,,20597.5,560080,3,10,30,2080,1,1,1,0
4501,2010,200,58000,566784,9,8,45,2080,1,1,1,0
11755,2010,,50000,862254,5,11,45,2392,1,1,1,0
350,1989,,45747.01,412614,4,17,27,1760,1,0,1,0
8384,2006,,57343.43,234334,3,12,44,2080,1,1,0,1
4930,1991,,7206.9,441545,5,13,28,1200,0,1,1,0
8097,1990,,35050.25,93549,4,12,29,2080,1,0,0,0
5075,2000,,10765,315884,4,11,43,3120,1,0,0,1
5885,2006,,41114.16,123109,5,12,41,2080,1,1,0,0
7068,1993,,63396.38,98273,1,13,33,2292,1,0,0,1
6067,2012,,47491.25,304362,2,16,50,2860,1,0,0,1
5885,2004,,33477.69,121123,5,12,40,2080,1,1,0,0
8415,2004,,46176.13,238893,1,12,43,3380,1,0,0,1
1577,1994,,44137.49,542558,4,12,33,1985,1,1,1,0
2463,1986,,29821.14,586987,1,15,28,3645,1,1,1,0
4752,1998,,20067.36,614227,1,12,35,2080,1,0,1,0
9149,1990,,17525.13,97741,3,12,25,2000,1,0,0,1
10155,1990,,41726.49,84783,1,12,30,3120,1,0,0,1
5617,2000,,,191353,5,12,41,2330,1,1,0,1
2315,2006,,37868.3,741869,1,13,47,1560,0,0,1,0
1717,1989,,49266.01,172859,4,13,26,2080,1,1,0,1
5613,2004,,13852.84,191803,2,12,41,2324,1,0,0,1
9114,1996,,13902.76,101533,4,12,32,2860,1,1,0,1
4326,2012,,22795.8,927415,2,12,49,780,0,1,1,0
6021,2010,,6000,416689,1,10,50,1575,1,0,0,1
630,2012,,14247.37,605660,3,12,49,1995,1,1,1,0
8341,1994,,52964.99,102876,2,13,34,1392,1,0,0,0
2269,1992,,9325.599,183800,1,12,31,1600,1,0,0,1
3340,1996,,34756.91,534549,2,10,34,2080,1,0,1,0
7965,2010,,72000,220462,2,12,48,2760,1,1,0,0
4607,1988,,47938.92,879699,2,17,29,2360,1,1,1,0
6135,2014,,27637.79,126224,2,12,54,3382,1,0,0,1
3559,2010,,16000,657183,4,12,50,1880,1,1,1,0
2884,2010,,46000,743949,2,12,46,1880,1,0,1,0
9961,1988,,44251.31,130380,4,13,26,2080,1,1,0,0
4983,1998,,46823.84,648381,4,12,34,2080,1,1,1,0
