person,year,PPamount,labinc,wt,famsize,educ,age,hours,male,married,race_white,race_black
3503,1992,,66833.45,813762,4,12,34,2515,1,1,1,0
11919,1994,,92688.73,569402,2,16,30,2525,0,1,1,0
2694,1987,,28790.94,146376,1,15,28,1700,1,0,0,0
1625,1990,,40057.43,527052,1,16,27,1840,0,0,1,0
2722,2002,,33948.02,546239,1,12,40,2250,0,0,1,0
3548,2008,506.5550587,46603.07,187500,3,14,45,2080,0,0,0,1
1625,2002,,20611.3,629832,4,19,39,1119,0,1,1,0
613,1991,,37475.88,528012,1,12,28,2080,1,0,1,0
3029,1991,,56053.67,230075,2,15,31,2320,1,1,0,1
3456,1990,,41726.49,471663,3,12,29,2080,0,1,1,0
12101,2002,,77595.47,596593,3,20,42,2635,1,0,1,0
8926,2004,,31168.88,79417,4,12,42,2340,0,1,0,0
4229,1990,,,674121,1,15,30,4160,1,0,1,0
2172,2008,,57747.28,645123,2,14,45,2581,1,1,1,0
5254,2014,,110551.2,649514,3,13,51,2600,1,1,1,0
1708,1987,,,992104,1,16,28,1240,1,0,1,0
2254,2000,,25329.4,99730,2,10,36,2080,0,1,0,0
4675,1988,,40563.7,486347,2,13,28,2080,0,1,1,0
106,2006,1081.951569,113604.9,766751,3,16,45,2080,1,1,1,0
273,1985,,33441.02,630442,1,15,25,2080,1,0,1,0
461,2000,,79787.61,649149,1,16,39,2184,1,0,1,0
2755,2014,,36850.39,707154,2,12,52,2340,1,1,1,0
1630,1989,,33430.51,518869,2,15,25,2080,1,1,1,0
4500,1992,,18651.2,397203,4,14,29,1875,1,0,1,0
3400,2006,,8114.637,750087,2,12,45,2080,1,0,1,0
1315,1998,,197957.8,570514,4,15,33,2600,1,1,1,0
6915,1985,,44588.03,431199,3,13,26,1990,0,0,0,0
2619,1986,,59642.27,905685,4,16,28,2390,1,1,1,0
290,2002,606.214608,13336.72,146882,3,10,42,1664,0,1,0,0
5611,1993,,21132.13,198109,5,13,28,3065,1,0,0,1
7201,2002,,32129.38,255559,1,20,39,655,0,0,0,1
4699,1986,,45725.74,581985,3,14,25,2812,1,1,1,0
10226,2002,,17216.49,150872,4,16,43,1872,0,1,0,0
6267,1989,,28152.01,248675,1,16,28,2080,0,0,0,1
25,2002,606.214608,24248.58,792398,4,14,42,1248,0,1,1,0
1733,1996,,192935.6,523094,4,16,34,2600,0,1,1,0
9783,1992,,38856.66,101446,2,12,29,2080,1,0,0,0
4588,2000,,,620004,2,9,41,2340,0,1,1,0
7716,2006,41114.15961,151473.2,320226,10,15,46,2080,1,1,0,0
10540,1992,,30308.2,103347,3,11,30,2248,1,0,0,0
7489,2004,,34632.09,220894,1,15,43,1930,0,0,0,1
10390,1993,,60377.5,96698,4,15,35,2120,0,1,0,0
4908,1994,,23540,508337,4,16,30,1710,1,1,1,0
1231,1988,,22125.66,585474,1,16,25,2520,0,0,1,0
7233,1990,,41726.49,97424,2,12,31,1984,0,1,1,0
3830,2000,,31661.75,552462,2,12,36,2844,1,1,1,0
11925,1993,,72453,428815,6,12,31,3430,1,1,1,0
1019,1992,,32639.59,700776,1,17,27,1976,0,0,1,0
3825,2002,,14549.15,174133,1,12,41,2080,1,0,0,1
1471,1985,,79830.81,889767,4,8,27,2496,1,0,1,0
2010,2008,13170.43153,126638.8,955324,4,19,50,2392,1,1,1,0
1636,1994,,48551.24,482794,2,12,31,3120,1,0,1,0
1636,1998,,56188.61,519753,2,12,35,3120,1,1,1,0
7395,2010,8000,73000,187017,2,16,48,2350,0,1,0,1
3026,1987,,65259.46,712815,4,13,26,1980,1,0,1,0
12464,1989,,21993.75,114530,4,16,32,1976,0,1,1,0
605,1998,,83747.77,652260,6,12,35,2860,1,1,1,0
12161,1990,,26037.33,101263,2,13,28,2320,0,1,0,1
3499,1998,,100336.8,901770,5,18,41,1872,1,1,1,0
346,2000,,82320.55,490243,2,16,38,2600,1,0,1,0
1886,1991,,88084.34,607901,2,18,33,2660,0,1,1,0
10423,1996,,55611.06,201363,2,12,38,2600,1,0,0,1
4058,2014,42377.9483,172275.6,685190,4,17,51,2080,1,1,1,0
5425,1994,,,517934,2,12,36,2865,0,0,1,0
1682,1993,,72453,708738,3,12,31,1380,1,1,1,0
6065,1991,,,248148,2,12,30,2370,1,0,0,1
11777,1990,,38388.37,180406,3,14,31,880,0,1,0,1
12207,1988,,44251.31,335959,4,12,28,2023,0,1,1,0
439,2002,,54559.32,563253,4,16,41,1976,0,1,1,0
1389,2002,,46453.01,189313,4,19,38,2080,0,1,0,1
5107,2002,,286133.3,599514,5,19,40,2080,0,1,1,0
6340,2006,,43278.06,211423,1,15,43,2080,1,0,0,1
649,2004,,126984.4,844314,4,17,47,2600,1,1,1,0
5122,1998,,60202.07,705651,3,12,39,3432,1,1,1,0
1182,2002,,56984.17,777065,1,18,43,2444,0,0,1,0
5646,1990,,25903.81,171176,3,12,27,2080,0,1,0,1
236,1989,,15835.5,516378,3,13,27,2127,0,1,1,0
2800,1987,,57198,582748,1,16,25,2540,1,0,1,0
3623,1996,,77855.48,475615,1,16,34,3640,1,0,1,0
3562,1994,,30896.25,980411,4,12,35,2311,1,1,1,0
10524,1991,,25624.54,125856,6,12,32,2695,1,0,0,0
10556,1990,,16022.97,116350,2,8,32,2080,1,1,1,0
9193,1990,,25035.89,123587,1,13,25,2645,0,0,0,1
6760,1991,,40038.34,417374,4,12,27,1952,1,1,0,1
1230,2002,,6062.146,769142,4,12,45,1295,0,1,1,0
6998,2008,,83075.03,189992,4,16,45,3016,1,1,0,1
5294,2002,,14549.15,566611,2,12,44,1040,0,1,1,0
9742,1990,,16690.6,79357,2,19,31,2552,1,1,1,0
39,2000,,72188.79,924891,3,12,41,3380,1,1,1,0
3289,2008,25327.75294,138796.1,974647,2,16,50,2340,1,1,1,0
1647,1990,,20028.72,134904,1,9,29,2080,0,0,1,0
1647,1991,,19987.14,529800,1,9,30,2080,0,0,1,0
12161,2006,,,114961,3,13,44,2080,0,1,0,1
12437,1985,,44588.03,85013,3,16,27,2330,1,1,1,0
346,2010,,312324,512304,3,16,48,3120,1,0,1,0
3137,1984,,49308.55,546223,2,16,25,2184,1,1,1,0
5005,1998,,40134.72,729429,1,16,35,2600,1,0,1,0
11933,2002,484.9716864,14549.15,229964,5,12,43,2080,0,0,0,1
7274,2002,,121242.9,272456,2,19,38,2444,0,0,0,1
224,2002,,12124.29,203544,2,12,42,1560,0,0,0,1
301,1996,,41708.3,139267,4,12,35,2080,1,1,0,0
4421,1989,,26392.51,603670,1,15,25,1630,1,0,1,0
3089,1988,,29132.12,940200,1,15,29,3205,1,0,1,0
9993,2000,,44326.45,93302,1,4,37,3120,1,0,0,0
721,2000,,27862.34,648629,4,13,37,2680,0,0,1,0
5366,1994,,26482.5,582974,2,12,32,3120,1,1,1,0
708,1986,,12922.49,132445,3,12,26,1550,0,1,1,0
3205,2014,19346.45466,101338.6,1023834,3,16,50,2080,0,1,1,0
2691,2002,,14549.15,115370,5,14,38,2080,0,1,0,0
9292,1992,,37302.39,116045,2,12,30,2080,1,0,0,0
12029,2002,,21096.27,910119,3,12,44,2080,0,1,1,0
9388,2008,1013.110117,33432.63,97116,3,12,44,2080,0,1,0,0
8866,2002,,27885.87,146370,5,12,40,2080,1,0,0,0
281,1992,,74604.79,630462,2,18,31,2211,1,1,1,0
281,1993,,83019.07,632018,2,18,32,2351,1,1,1,0
1207,2002,,,161836,2,13,43,2695,0,0,0,1
7850,2002,,23036.15,244543,3,13,45,2345,0,1,0,1
3758,1994,,26482.5,551974,3,13,33,1248,0,1,1,0
4974,1992,,7833.502,813165,7,12,34,528,0,0,1,0
1641,2004,11544.03169,78499.41,189082,5,12,46,2080,1,1,0,0
2893,1986,,85723.84,834370,1,17,26,2550,1,0,1,0
1656,2002,,24248.58,814503,4,12,44,1248,0,1,1,0
2018,1998,,30769.95,712393,6,12,37,2080,1,1,1,0
667,1990,,41058.87,519626,3,14,26,2804,1,1,1,0
3992,1988,,25813.27,847897,2,12,31,2350,0,0,1,0
2028,1988,,40563.7,543715,1,12,28,2080,1,0,1,0
1675,2002,,96994.34,814695,6,18,42,2495,0,1,1,0
2522,2000,,6332.35,855314,4,12,41,2860,1,1,1,0
9619,1988,,44251.31,258061,3,13,30,1999,0,0,0,0
2019,1993,,87547.38,740347,1,16,31,3440,1,0,1,0
2027,2002,,19398.87,602024,2,19,43,1160,0,1,1,0
1096,1989,,29911.51,941488,2,11,32,3120,1,1,1,0
5808,1996,,33366.64,104353,4,12,36,3120,1,1,0,0
311,1996,,48659.68,750666,1,12,31,2080,1,0,1,0
3153,1988,,70064.58,486354,2,16,26,2245,0,1,1,0
5705,2004,2886.007922,61183.37,676936,2,12,45,1430,0,1,1,0
1315,1989,,42228.01,526557,2,15,25,2511,1,1,1,0
5983,1988,,35032.29,209374,2,15,27,2140,0,0,0,1
7430,1996,,48659.68,458625,3,12,35,2080,0,1,0,0
273,1986,,45725.74,641249,1,15,26,2080,1,0,1,0
2025,1993,,72732.25,697261,4,13,34,2515,1,1,1,0
2025,1991,,75272.07,681403,4,13,32,3960,1,1,1,0
2987,1998,,80269.44,696100,2,16,40,2132,0,1,1,0
7488,1993,,78490.75,338190,3,16,34,2710,1,1,0,1
4480,1996,,102880.5,183840,3,16,35,3640,1,1,0,1
10147,1990,,41726.49,144736,1,17,31,3781,1,0,1,0
1663,2002,121.2429216,33948.02,182930,3,12,38,2100,1,0,0,0
2683,1992,,9325.599,128445,5,10,32,1750,0,1,0,0
1577,2006,,63835.14,670885,4,12,45,2120,1,1,1,0
1668,1994,,47079.99,123331,2,20,33,2105,1,0,0,0
1667,1993,,,567907,3,11,29,2080,1,1,1,0
1668,1993,,46792.57,120885,4,20,32,533,1,0,0,0
3680,1996,,26415.25,553002,3,16,33,1805,1,1,1,0
6881,2000,,40527.04,189672,5,12,41,1887,0,1,0,1
1667,1998,,32107.77,613513,3,11,34,2600,1,1,1,0
8981,2000,,41793.51,177013,1,16,41,2080,0,0,0,1
1575,1992,,140389.1,703017,6,14,34,3295,1,1,1,0
1624,2002,,286133.3,610673,1,20,40,3380,0,0,1,0
2018,2000,,23303.05,732704,6,12,40,3850,1,1,1,0
468,1985,,32524.94,600928,2,16,26,2540,1,1,1,0
1860,1994,,6189.548,567040,1,12,30,4340,0,0,1,0
2997,1993,,59169.95,580862,4,12,34,2340,1,1,1,0
4911,1994,,13241.25,512459,4,12,33,3430,1,1,1,0
2125,2002,,24248.58,554575,2,12,40,1640,0,0,1,0
126,1988,,105325.5,758678,4,14,29,2847,1,1,1,0
879,2002,,48497.17,703245,3,18,37,2340,0,0,1,0
7268,1993,,43018.97,127318,4,14,30,2080,1,1,0,1
1169,1994,,51493.74,769298,4,12,35,3350,1,1,1,0
7690,1998,,104350.3,336813,3,16,34,2340,1,1,0,1
748,2006,1622.927353,36786.35,668869,2,13,46,2080,0,1,1,0
2354,2000,,7598.82,221371,3,9,40,2080,1,0,0,1
7719,1998,,197957.8,361791,2,18,36,2860,1,1,0,0
636,1994,,76504.99,445900,1,12,32,3130,0,0,1,0
4870,2000,,8358.702,539115,4,18,37,2080,0,1,1,0
636,2000,,36727.63,479005,1,12,38,2704,0,0,1,0
9447,1990,,70100.51,78866,3,15,33,3255,1,1,1,0
636,2008,,41537.52,498200,1,12,46,2444,0,0,1,0
9983,2006,1298.341882,32242.16,164823,1,12,42,2340,1,0,0,0
79,1991,,130494.5,588019,3,18,31,2732,1,1,1,0
2954,1992,,140389.1,523458,2,13,27,3904,1,1,1,0
3706,1989,,45747.01,796082,2,13,32,2080,1,1,1,0
7859,1989,,26392.51,103399,7,12,30,2044,1,0,0,1
8688,1991,,25377.9,182420,2,16,27,2410,0,0,0,1
1912,1994,,38252.5,546572,3,13,33,2810,0,1,1,0
281,2014,22110.2339,127133.8,820855,5,18,53,2600,1,1,1,0
6881,1991,,25624.54,177284,5,12,32,2080,0,0,0,1
8906,1992,,59062.12,77819,1,16,32,3146,1,0,0,0
2589,1992,,75537.34,531708,1,20,28,2080,1,0,1,0
6494,1987,,17274.56,118083,1,10,27,2180,1,0,0,1
924,1991,,83279.74,576619,2,16,29,2998,1,1,1,0
3588,1996,,59781.89,629706,3,18,34,2080,1,1,1,0
4800,2002,,12124.29,776759,3,12,44,4160,1,1,1,0
5712,2002,181.8643824,29098.3,639939,4,12,40,2080,0,1,1,0
4964,1986,,51689.97,730296,3,16,26,1680,1,1,1,0
34,2000,,44326.45,910015,6,13,41,2755,1,1,1,0
1761,1990,,60086.15,651088,3,12,26,2985,1,1,1,0
2155,1994,,73562.49,537783,2,15,33,2080,0,1,1,0
7664,2002,,58196.6,267446,1,13,38,2340,1,0,0,1
5563,1989,,27976.06,139096,2,12,30,2405,0,0,1,0
2026,2002,,38797.73,699000,1,13,41,2080,1,1,1,0
1744,1996,,82026.31,822065,1,13,35,1872,1,0,1,0
890,1994,,149557,828792,5,19,35,3255,1,1,1,0
5468,1996,,11817.35,422528,5,8,33,4368,1,1,1,0
6103,1984,,23080.6,183846,1,12,25,2080,1,0,0,1
2522,2006,,51933.68,934615,2,12,47,2444,1,1,1,0
6881,1992,,22536.86,175846,5,12,33,1960,0,0,0,1
119,2002,,48497.17,891383,1,16,45,2080,1,0,1,0
5036,1996,,124568.8,627530,3,18,34,3120,1,1,1,0
1369,2010,,,636740,3,12,48,2080,1,1,1,0
2041,1996,,25024.98,569220,1,14,32,1820,1,0,1,0
1786,1991,,8648.28,506627,5,12,27,963,0,1,1,0
3934,1989,,49266.01,161751,4,12,28,2390,0,0,0,1
3289,1990,,66762.39,731475,4,16,32,2030,1,1,1,0
7387,2000,,44326.45,262755,1,12,42,3120,1,0,0,1
4350,1987,,36468.52,664441,2,16,28,2664,1,1,1,0
5557,2002,,96994.34,678330,2,13,45,3120,0,1,1,0
1148,1989,,42228.01,155573,3,11,31,4056,1,1,0,1
9963,2010,,90000,101622,6,9,50,3120,1,1,0,0
4046,1990,,33381.2,182098,4,9,31,2548,1,1,1,0
8174,2012,,11397.9,103748,3,12,54,972,0,0,0,0
36,1990,,,540995,1,12,28,4392,1,0,1,0
3757,2014,18425.19491,128976.4,733075,3,18,52,2600,1,1,1,0
1896,1996,,25024.98,527392,4,14,35,1664,0,1,1,0
1368,1996,,36147.19,562683,4,16,35,2700,1,1,1,0
8699,1990,,123982.8,386169,4,12,33,3290,1,1,1,0
7716,1998,,109701.6,313600,7,15,38,2080,1,1,0,0
5646,1992,,27743.65,168349,3,12,29,2248,0,1,0,1
1363,1994,,149557,625735,2,16,36,3296,1,1,1,0
7748,2010,,,93583,4,14,49,5200,1,1,0,0
4944,1998,,46823.84,883534,4,16,40,3744,1,1,1,0
1280,1998,,46823.84,613888,7,12,37,2080,1,1,1,0
2512,1992,,9325.599,535846,2,12,29,3892,0,1,1,0
8433,1996,,34756.91,187343,4,12,33,2080,1,0,0,1
4488,2000,,72188.79,663037,1,13,36,2340,0,0,1,0
6225,1994,,26482.5,161096,6,12,31,2600,0,1,0,1
5705,1988,,25813.27,565192,3,12,28,2805,0,0,1,0
8090,1989,,110560,132484,3,16,30,2818,1,1,1,0
9939,1984,,27277.07,98641,3,16,25,2080,0,0,0,0
3944,2002,,6789.604,173333,2,12,41,2490,0,0,0,1
1455,2002,,,1192777,5,7,45,1820,0,1,1,0
5799,1989,,45747.01,113790,4,12,25,2200,0,1,0,0
5435,1989,,28574.29,513850,5,12,28,2495,1,1,1,0
1606,1986,,27833.06,536813,2,12,27,1520,0,1,1,0
4347,1990,,40057.43,779472,5,12,31,2600,1,0,1,0
4793,1998,,94985.5,511427,1,16,35,2600,1,0,1,0
349,1990,,123982.8,619301,3,13,31,3440,1,1,1,0
2408,1996,,29195.81,542198,4,12,36,2080,0,0,1,0
2521,2002,,20611.3,627577,4,12,39,1248,0,1,1,0
10048,2002,,7274.575,125998,5,9,43,1240,0,1,0,0
742,1994,,86803.73,688689,3,17,36,2080,1,1,1,0
3743,2000,,273810.8,718167,5,18,39,2860,1,1,1,0
3198,2002,,50922.03,935439,4,16,45,2080,0,1,1,0
6932,1993,,,249814,1,12,35,2026,0,0,0,1
649,2012,,94982.49,979177,2,17,55,2392,1,1,1,0
10183,1993,,61886.94,87140,5,12,34,3490,0,1,0,0
7707,1991,,40038.34,96886,1,15,32,2729,1,0,0,1
5937,1990,,36719.31,224068,2,12,28,2487,1,0,0,1
1637,2004,,27705.68,609143,5,12,42,2340,1,1,1,0
9190,1991,,48046,83458,5,12,30,2600,1,0,0,1
2410,2002,448.5988099,10184.41,523918,4,12,41,884,0,1,1,0
7777,1987,,55662.48,95182,2,18,30,1966,0,1,1,0
2132,1988,,36876.09,553880,3,14,25,2080,0,1,1,0
2606,2002,,36372.88,562269,4,16,42,1248,0,1,1,0
10341,1998,,,87541,1,16,36,2236,1,0,0,1
6071,2002,,66683.61,275115,1,17,40,3120,0,0,0,1
649,1985,,50668.21,637328,2,17,28,2202,1,1,1,0
4911,1990,,25035.89,510930,3,12,29,1119,1,1,1,0
952,2000,,23138.41,635019,2,12,36,1440,0,1,1,0
2021,2002,,24248.58,736762,3,12,44,2248,0,1,1,0
2567,2000,,44326.45,565956,2,16,38,2460,0,0,1,0
4881,2000,,69655.85,709506,4,14,42,2080,1,1,1,0
3807,1998,,48161.66,549694,3,15,37,2600,1,1,1,0
6738,1998,,38796.89,104211,5,12,36,2080,0,1,0,0
5393,2002,,60756.04,559582,3,16,39,1976,0,1,1,0
2866,2000,,63323.5,550834,4,13,38,2600,1,1,1,0
1249,1992,,46627.99,656821,2,12,34,2720,1,1,1,0
2354,1988,,9219.023,182913,5,9,28,1020,1,0,0,1
106,2012,1899.64991,118728.1,729181,3,16,52,2080,1,1,1,0
245,2002,,24248.58,664031,5,14,39,1040,0,1,1,0
5289,1991,,40038.34,534406,4,16,32,2385,0,1,1,0
4235,1990,,41726.49,733211,2,10,31,1920,1,0,1,0
5425,1988,,11062.83,513669,2,12,30,2600,0,0,1,0
847,2006,,73031.73,262655,3,16,47,1820,1,1,0,1
3962,1994,,5884.999,799944,6,12,35,750,0,1,1,0
9420,1996,,48659.68,134666,5,18,38,2184,1,1,0,0
2438,2012,,99731.62,651406,2,17,51,2860,1,1,1,0
3731,1998,,93647.67,642190,5,14,33,2000,1,1,1,0
8379,1994,,61792.49,138991,4,16,32,2820,1,1,0,0
4668,1988,,73752.19,519430,3,16,27,3320,1,1,1,0
8602,1986,,19880.76,163957,5,12,25,1920,1,0,0,1
903,1993,,52830.32,561598,2,14,31,2600,1,1,1,0
2288,1998,,33445.6,624297,3,17,33,520,0,1,1,0
1122,1992,,58129.56,146258,7,16,35,2095,1,1,0,0
653,1992,,51290.79,508785,2,18,32,2200,1,1,1,0
3081,1998,,24080.83,558396,2,12,34,2080,0,0,1,0
3694,1994,,47815.62,1076154,4,11,36,2460,1,1,1,0
5205,1989,,19354.5,542604,4,12,25,2036,1,1,1,0
2421,1985,,28374.2,582120,3,12,25,3120,1,1,1,0
2421,1993,,36226.5,642047,3,12,34,3770,1,1,1,0
39,1987,,50863.99,805040,1,12,28,3560,1,0,1,0
2421,2014,6448.81822,39153.54,787737,2,12,55,3120,1,1,1,0
9373,1987,,113987.2,137672,4,16,28,4260,1,0,0,1
4856,2010,,58000,519299,3,14,47,2080,1,1,1,0
108,2002,,115180.8,818372,5,20,43,2600,1,1,1,0
739,1984,,25178.84,640750,3,12,25,2250,0,0,1,0
3666,1996,,55611.06,123687,2,13,34,3120,1,1,0,0
4229,1993,,,683911,1,15,33,960,1,0,1,0
902,2002,,64258.75,690131,4,17,39,2704,1,1,1,0
7448,2002,,,196511,6,12,38,1560,0,0,0,1
306,2002,,48497.17,222736,2,14,42,3900,1,0,0,1
2047,2000,,60790.56,849270,1,13,43,4264,1,0,1,0
12260,2000,,139311.7,91764,5,18,37,2704,1,1,0,1
1509,1990,,16690.6,885049,1,17,32,2250,1,0,1,0
1424,2010,,78000,776611,3,12,51,1680,1,1,1,0
3011,1998,,76255.96,758363,4,18,37,2756,0,1,1,0
121,1990,,35050.25,632513,4,16,26,2138,0,0,1,0
1976,2002,,48497.17,529225,2,15,40,1120,0,1,1,0
2694,1990,,21697.78,150956,1,15,32,1950,1,0,0,0
10308,2002,,49709.6,106620,5,19,40,2236,0,1,0,0
636,1993,,84528.51,433957,1,12,31,2932,0,0,1,0
5542,2000,,20263.52,833619,2,12,43,2600,1,1,1,0
3401,1996,,55611.06,618418,5,12,35,4160,1,1,1,0
827,1998,,77593.79,915785,3,20,38,2600,1,1,1,0
7216,2002,,40010.16,222083,2,12,41,1820,0,1,0,1
2159,1992,,62170.66,225371,2,16,33,2528,1,1,0,1
1307,1989,,14076,627640,1,12,30,2702,1,0,1,0
1995,2002,,7274.575,487316,3,15,41,750,0,1,1,0
2159,1994,,63263.74,217837,3,16,35,2664,1,1,0,1
3594,1996,,6951.382,672000,5,12,37,1112,0,1,1,0
106,2014,,112393.7,799642,3,16,54,2080,1,1,1,0
1786,2008,,48629.29,595009,4,12,44,2080,0,1,1,0
106,2010,8000,110000,727567,3,16,49,2080,1,1,1,0
106,2004,1212.123327,107359.5,730357,3,16,43,2080,1,1,1,0
2464,1987,,25911.84,473965,2,13,27,1810,1,1,1,0
3623,1992,,68387.72,446215,3,16,30,3120,1,0,1,0
5447,2010,1500,41753,540017,2,8,47,2860,1,1,1,0
140,2002,1212.429216,70320.89,627079,3,17,43,2132,0,1,1,0
4297,1998,,80269.44,523234,5,13,37,2600,1,1,1,0
2901,1991,,,798692,1,17,34,3085,0,0,1,0
5068,1990,,40057.43,680496,1,7,31,2600,1,0,1,0
910,1993,,90566.26,168059,3,16,34,4452,1,1,0,1
2427,1998,,66891.2,533363,4,12,34,2340,1,1,1,0
2427,2000,,63323.5,544806,4,12,36,2600,1,1,1,0
12452,1988,,44251.31,84537,3,12,25,2912,1,1,1,0
1107,1993,,49811.44,1046453,4,12,36,2080,1,1,1,0
6497,1986,,43737.67,145091,3,16,28,3045,1,1,0,1
10544,1993,,15094.38,85164,3,12,32,1512,0,1,0,0
9677,1998,,36121.25,109998,5,16,36,2400,1,1,0,1
1107,1994,,47815.62,1071780,4,12,37,2080,1,1,1,0
2544,2000,,126647,578671,4,16,40,2185,0,1,1,0
9110,1998,,40134.72,87541,2,12,36,2080,1,1,0,1
11925,1996,,69513.83,445698,6,12,34,2860,1,1,1,0
2809,2002,,19398.87,535809,4,16,41,880,0,1,1,0
1751,2002,,33948.02,189817,1,12,41,2620,0,0,0,0
2101,1998,,89634.2,738179,4,12,38,2080,1,1,1,0
4540,2004,,63492.18,651960,1,16,42,2080,1,0,1,0
1103,1998,,46823.84,792434,3,16,40,1440,0,1,1,0
4738,1993,,22641.56,721278,3,14,35,3071,1,1,1,0
5534,1994,,,468518,2,12,32,2080,1,0,1,0
1790,1993,,25660.44,603182,2,12,32,2080,1,1,1,0
2880,1996,,55611.06,676000,3,12,36,2080,0,0,1,0
6881,1986,,19383.74,178903,4,12,27,1600,0,0,0,1
4164,1993,,152374.7,572617,1,16,31,2350,1,0,1,0
581,1992,,37302.39,964173,2,12,33,2210,1,1,1,0
2570,2002,,16974.01,551836,4,16,40,1300,0,1,1,0
8177,1991,,38436.8,200659,5,7,30,2080,1,1,0,0
7360,1990,,40558.15,115482,1,16,27,3484,0,0,0,1
10244,1987,,22073.05,127148,5,8,25,4769,1,1,1,0
8152,1987,,36468.52,99990,2,16,25,2080,0,1,0,0
2568,1991,,8648.28,683297,1,14,34,2518,1,0,1,0
663,1993,,39245.38,448538,1,16,31,2350,1,0,1,0
2626,1998,,46823.84,605501,4,20,36,2200,0,1,1,0
2019,1994,,88274.98,741178,1,16,32,3120,1,0,1,0
1096,1990,,20743.07,938650,3,11,33,2920,1,1,1,0
1311,1990,,75107.69,636411,3,16,33,2970,1,1,1,0
5166,1998,,66891.2,600681,4,16,34,4368,1,1,1,0
3640,2002,,19398.87,623934,3,12,37,2080,1,1,1,0
5694,1994,,7356.249,559065,6,12,31,2100,1,1,1,0
4793,1992,,57041.57,481722,3,16,29,2446,1,1,1,0
520,1998,,69566.84,218977,5,16,40,2860,1,1,0,1
6561,1986,,65606.5,98214,2,18,29,2250,1,1,1,0
664,2002,,51528.24,541926,4,17,42,2640,0,1,1,0
9368,1996,,75074.93,117885,4,13,34,2600,1,1,0,0
665,1990,,36385.5,546646,1,16,26,2630,0,0,1,0
665,1992,,37302.39,554695,1,16,27,3120,0,0,1,0
916,2000,,47492.63,741653,5,16,41,2080,1,1,1,0
3108,1989,,26392.51,543984,3,12,29,2080,0,1,1,0
4448,1996,,41708.3,734780,4,16,32,2080,1,1,1,0
10003,1996,,41708.3,70636,4,12,33,2080,1,1,0,0
10158,1989,,34662.16,77203,2,15,27,1515,1,1,0,1
2455,1991,,46444.47,680805,5,12,33,3700,1,1,1,0
2567,1996,,27805.53,509249,4,16,34,2605,0,0,1,0
6755,2002,,56984.17,268826,3,12,38,2080,0,0,0,1
5732,1998,,53512.96,67022,2,12,34,2080,0,1,0,0
6760,1996,,22244.42,439161,4,12,32,1240,1,1,0,1
5771,1991,,48046,123210,1,11,28,2794,1,0,0,0
4488,2008,1519.665176,103337.2,690426,5,13,44,2080,0,1,1,0
2661,1998,,,110533,5,9,38,2080,1,1,0,0
8574,2002,,21823.73,125667,4,11,42,2645,1,1,0,1
2385,2012,,82634.77,142836,3,14,52,2080,1,1,0,0
12042,1992,,28839.41,593422,3,12,29,2080,0,1,1,0
2444,2000,,69655.85,603319,6,16,36,2236,0,1,1,0
2444,2004,,78499.41,645071,6,16,40,2080,0,0,1,0
2444,2006,,54097.58,625769,5,16,41,1960,0,0,1,0
5671,1996,,37537.46,529811,2,12,32,2636,1,0,1,0
1951,2002,,42435.02,538914,4,18,41,861,0,1,1,0
2445,1990,,66762.39,606424,1,12,32,3161,1,0,1,0
97,2002,303.107304,38797.73,708263,4,14,44,1584,0,1,1,0
438,1996,,28917.75,487039,2,13,33,2404,0,0,1,0
2444,1989,,28152.01,538804,2,13,25,2340,0,1,1,0
2177,1991,,40999.26,623318,1,12,31,2146,1,0,1,0
4333,1991,,20819.94,510916,1,11,29,2780,1,0,1,0
2433,2008,,20262.2,599606,4,14,44,2184,0,1,1,0
5701,1992,,52845.06,531131,1,16,28,2600,0,0,1,0
2455,1992,,22070.58,680805,5,12,34,4651,1,1,1,0
5719,1992,,23314,307276,4,9,30,1720,1,1,0,0
2544,2012,9498.249552,109229.9,611708,2,16,53,2340,0,1,1,0
162,1988,,70064.58,549323,2,16,27,2795,1,1,1,0
5821,1988,,34663.53,202939,4,14,31,2080,0,0,0,0
7271,1987,,67178.85,289149,1,17,29,2160,0,0,0,1
3957,2006,,73572.7,209972,2,12,45,2600,1,0,0,1
5469,1996,,7785.548,468262,5,6,32,1320,0,1,1,0
1886,1996,,48659.68,644299,4,18,38,1040,0,1,1,0
1433,1992,,43519.46,186420,3,17,29,2761,1,0,0,1
4111,2006,,43278.06,625930,3,11,42,2080,1,1,1,0
1321,2012,,58889.15,697872,1,13,52,2288,1,0,1,0
12093,1991,,35233.73,616013,2,12,27,2844,1,1,1,0
944,2002,,56984.17,931712,1,18,42,1976,1,0,1,0
4213,2010,40000,312324,239694,4,16,47,2080,1,1,0,1
5414,1992,,12637.74,671326,6,12,32,4992,1,1,1,0
7762,1986,,38767.48,76813,3,16,27,2384,1,1,1,0
736,2008,,35458.86,667083,2,12,45,2340,0,1,1,0
2470,1991,,79916.52,408470,4,12,29,2080,1,1,1,0
3992,1990,,41726.49,869265,2,13,33,2850,0,0,1,0
409,1998,,197957.8,884311,4,16,40,2600,1,1,1,0
12185,1996,,48242.59,209932,3,13,35,1820,0,1,0,1
9983,1998,,38796.89,148676,7,12,34,2766,1,1,0,0
10183,1989,,40468.51,87623,3,12,30,2472,0,1,0,0
